© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Microarray_Final->Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM
Workspace	My Projects
Project	hdMouse_Microarray_Final
Analysis	Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM
Date	Tue May 28 04:39:02 PDT 2019
Analysis ID	17865919

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Mouse Genome 430 2.0 Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Mouse OR Human OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->hdMouse_Microarray_Final->Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PDLIM2	 	other	 	0.000	 	-0.034	0.107	4.87E-03	CITED2,FXYD6,HBEGF,KIT,NAP1L2,PHLDA1,PRUNE2,RTN2,SMOC1,STAT1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	IL13	 	cytokine	 	0.742	 	0.218	-0.192	4.99E-03	ACSL1,ADA,CHCHD7,CTNNAL1,CTSK,FADS1,FKBP1A,FLOT1,IFFO1,MMP2,MTSS1,NID1,PHLDA1,PPARGC1A,RAB33A,RFTN1,SNCA,ST14,TIMP2,TMC6	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CASZ1	 	enzyme	 	0.000	 	-0.160	0.392	5.07E-03	Acan,CASQ1,COL2A1,ENPP1,GABRB1,GRIN3A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	estrogen receptor	 	group	 	-0.158	 	-0.039	0.003	5.66E-03	AGO2,DICER1,EGFR,FGF1,FGFR1,FGFR4,FLNC,HBEGF,ICAM1,KLF10,MMP24,NCAM2,NEDD9,TIMP2,TSC22D3,VEGFA,WNT3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	DNAJA3	 	other	 	 	 	 	 	5.92E-03	EGFR,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	FBLN2	 	other	 	 	 	 	 	5.92E-03	MMP2,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	HSD11B2	 	enzyme	 	 	 	 	 	5.92E-03	ATP2A2,TSC22D3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	METRNL	 	other	 	 	 	 	 	5.92E-03	DIO2,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NEUROD4	 	transcription regulator	 	 	 	 	 	5.92E-03	DLL1,HES5	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SLC6A12	 	transporter	 	 	 	 	 	5.92E-03	TUBB3,WNT3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SOCS2-AS1	 	other	 	 	 	 	 	5.92E-03	ACSL3,TMPRSS2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	Tardbp	 	transcription regulator	 	 	 	 	 	5.92E-03	FGFR1,VPS4B	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	ACVR2A	 	kinase	 	 	 	 	 	6.28E-03	DMP1,ICAM1,SP7	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	KIF3A	 	enzyme	 	 	 	 	 	6.28E-03	COL2A1,SP7,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	26s Proteasome	 	complex	 	0.356	bias	-0.296	1.351	6.59E-03	ADARB2,BCL2L11,BHLHE22,EGFR,FOXO1,HBEGF,HSPB8,MYCBP,S1PR1,SFTPC,SKIL,STAT1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	Gsk3	 	group	 	1.039	bias	0.371	0.139	6.84E-03	Acan,COL2A1,EGFR,ICAM1,NR4A1,SP7,STAT1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PRKCZ	0.765	kinase	 	-1.154	bias	0.432	-2.005	7.60E-03	MMP2,NFKBIA,PSAT1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SEL1L	 	other	 	 	 	 	 	7.60E-03	HERPUD1,HES5,TIMP2,TUBB3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	MAP2K3	 	kinase	 	-0.293	bias	0.576	 	7.66E-03	ATP2A2,CTSK,ICAM1,STAT1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	HTT	 	transcription regulator	Activated	2.200	 	0.132	1.909	8.32E-03	ADAMTS2,ATP2A2,BCL11B,BCL2L11,CACNA2D3,CHKA,CYFIP2,DIO2,DLL1,DNAJB1,DUSP6,ETNPPL,FGFR1,Foxp1,FXYD6,HOMER1,IGFBP5,KLF9,MICU1,MMP2,Mt1,NFIL3,NR4A1,PER1,POLR2A,PPARGC1A,RPS6KA5,SNCA,ST8SIA3,UCHL1,USP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	ERN1	 	kinase	 	1.400	bias	0.340	0.652	8.33E-03	ATP2A2,CDH6,CEBPD,CNTN1,FITM2,LAD1,LPCAT2,PDRG1,SEC24D,ST14,TMPRSS2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	Lh	 	complex	 	-0.921	 	0.112	-1.141	8.45E-03	ARPC1A,ATP2A2,ATP9A,CDK16,CYFIP2,DUSP3,EGFR,FLNC,MMP2,NLK,PTPRE,PTPRN,RASAL2,STAT1,TFPI2,TRIB1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	OGT	 	enzyme	 	 	 	 	 	8.48E-03	ATP2A2,DNM3,GNG4,MMP2,PPARGC1A,TMEM132D,UCHL1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	Collagen Alpha1	 	group	 	 	 	 	 	8.67E-03	EGFR,MMP2,TIMP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	FOXC1	 	transcription regulator	 	 	 	 	 	8.67E-03	DLL1,HES5,LFNG	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PLCL1	 	enzyme	 	 	 	 	 	8.67E-03	DIO2,PPARA,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PLCL2	 	enzyme	 	 	 	 	 	8.67E-03	DIO2,PPARA,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SH3BP2	 	other	 	 	 	 	 	8.67E-03	CTSK,ITGB3,KIT	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TIFA	 	other	 	 	 	 	 	8.67E-03	ICAM1,IL11,NFKBIA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	UBD	 	other	 	 	 	 	 	8.67E-03	ACSL1,PPARA,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	UXT	 	transcription regulator	 	-1.172	bias	-0.417	-0.248	8.92E-03	HPGD,NCOR1,NFKBIA,PMEPA1,SEC24D	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	VEGFB	 	growth factor	Inhibited	-2.180	bias	-0.258	-1.617	8.92E-03	ATP2A2,BCL2L11,BIK,BMF,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PSEN1	 	peptidase	 	0.459	 	-0.051	0.632	9.03E-03	ACSL1,AMPH,ARC,ATP1A2,ATP2A2,CDK5R1,CLTB,CYFIP2,DCX,DGKE,DLL1,DSCAML1,EGFR,FKBP1A,FZD4,HES5,HIST1H2BD,LFNG,MAP6,PAK3,S100B,SNCA,SYN1,TIPARP,TUBB3,UCHL1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	GJA1	 	transporter	 	0.762	 	-0.030	0.823	9.29E-03	BMP4,FOXO1,GJC2,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	DOCK8	 	other	Activated	2.121	bias	0.576	 	9.46E-03	BBX,CITED2,Mx2,SAP30,SH3BP5,SLCO3A1,STAT1,USP25	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	INHA	 	growth factor	 	-1.105	 	-0.019	-1.047	9.82E-03	CYP26B1,Cyp2d22,CYR61,EGFR,EMILIN2,FGFR1,FGFR4,KIT,MATN2,MMP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	FEV	 	transcription regulator	 	 	 	 	 	9.84E-03	ANXA2,CNTN1,GRIA4,NCALD,PROX1,SATB1,SEMA3E,SLC37A3,SLC6A15	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	MAPT	 	other	 	 	 	 	 	1.01E-02	AMPH,ANXA5,ATP1A2,CAST,CDK5R1,CLTB,CYFIP2,DSCAML1,FKBP1A,HIST1H2BD,KLC1,MAP1A,MAP6,MAPK3,PAK3,S100B,SNCA,SYN1,TUBB3,UCHL1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	IKBKG	 	kinase	 	-1.212	bias	0.416	-2.647	1.03E-02	ATP2A2,CEBPD,CSF1,DUSP6,ICAM1,IL11,Mt1,NFKBIA,NID1,NOCT,PPARA,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	miR-182-5p (and other miRNAs w/seed UUGGCAA)	 	mature microrna	 	-0.200	bias	-0.576	 	1.03E-02	CARD11,FOXO1,ITGA4,MTSS1,NLGN2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PRKAG3	 	other	 	 	 	 	 	1.04E-02	APBB3,FGFR1,GDAP1,IGFBP5,MAP4,PPARGC1A,SLC7A2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NR3C2	 	ligand-dependent nuclear receptor	 	0.314	 	0.144	-0.003	1.05E-02	CACNA2D3,CYFIP2,FKBP1A,KLF9,MSRB1,NDRG2,SERP2,TSC22D3,TUBB3,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PAX6	 	transcription regulator	 	1.224	 	0.160	0.809	1.07E-02	CDH6,CENPN,CHKA,CUX2,GIPR,KIF1B,NKX2-2,OFD1,PCSK2,SCG5,SEMA5A,SNCA,SPAG1,TUBB3,Zfp60	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	IKBKB	 	kinase	 	-0.366	bias	0.364	-1.794	1.10E-02	CEBPD,CSF1,CTSK,DUSP6,FOXO1,GADD45A,ICAM1,IL11,ITGB3,Mt1,NFKBIA,NID1,NOCT,PLA2G4A,RAG1,TIMP2,Tmsb4x (includes others),VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SRA1	 	transcription regulator	 	-1.177	bias	0.519	 	1.12E-02	DIO2,LIPE,PPARA,TMPRSS2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TP63	 	transcription regulator	 	0.015	 	0.182	-0.697	1.14E-02	ADA,ATG10,BCL2L11,CAST,CD82,CITED2,CYR61,DICER1,DLL1,DUSP6,EGFR,GADD45A,GLS2,HBEGF,IL1RAP,INSM1,ITGA4,PCNX2,PPARA,PRKCZ	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CNOT6	 	enzyme	 	 	 	 	 	1.15E-02	IGFBP5,SEMA3E	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	DLL3	 	other	 	 	 	 	 	1.15E-02	HES5,LFNG	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	GIT1	 	kinase	 	 	 	 	 	1.15E-02	MMP2,PTK2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	GJB1	0.915	transporter	 	 	 	 	 	1.15E-02	GJB1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	HCAR1	 	g-protein coupled receptor	 	 	 	 	 	1.15E-02	PPARGC1A,SLC16A3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NAA10	 	enzyme	 	 	 	 	 	1.15E-02	EGFR,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NPSR1	 	g-protein coupled receptor	 	 	 	 	 	1.15E-02	GADD45A,NR4A1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	OTUD7B	 	peptidase	 	 	 	 	 	1.15E-02	ICAM1,PTK2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	RAB23	 	enzyme	 	 	 	 	 	1.15E-02	Acan,COL2A1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	RHOB	 	enzyme	 	 	 	 	 	1.15E-02	EGFR,ITGB3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SMPD3	 	enzyme	 	 	 	 	 	1.15E-02	FOXO1,ICAM1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SRSF6	 	other	 	 	 	 	 	1.15E-02	BCL2L11,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TEK	 	kinase	 	 	 	 	 	1.15E-02	TUBB3,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CIC	 	transcription regulator	 	 	 	 	 	1.15E-02	ETV1,SPRED2,SPRY4	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CRTC1	 	transcription regulator	 	 	 	 	 	1.15E-02	NEDD9,PER1,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	Cdk	 	group	 	1.000	bias	0.576	 	1.19E-02	GADD45A,NEDD9,PHLDA1,PPARGC1A,TRAF6	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SNAI2	 	transcription regulator	 	 	 	 	 	1.19E-02	Acan,BCL2L11,COL2A1,CYR61,SP7	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	ADRA1D	 	g-protein coupled receptor	 	 	 	 	 	1.22E-02	ARC,CEBPD,NR4A1,PRIM2,PRRX1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TNF	 	cytokine	 	0.601	bias	0.259	-1.081	1.29E-02	Acan,ACSL1,ADGRG6,BAMBI,BCL2L11,BIK,CDK5R1,CEBPD,CHSY3,CITED2,COL2A1,CSF1,CST7,CTSK,CYP26B1,DUSP6,EGFR,ENPP3,FGFR1,GADD45A,GNB4,HBEGF,HPGD,ICAM1,IL11,IL17RB,ITGA4,ITGB3,Kcnn2,MARCKSL1,MMP2,Mt1,NEDD9,NFKBIA,NID1,NOCT,PHLDA1,PLOD2,PPARA,PPARGC1A,PTPRN,RFTN1,SP7,STAT1,TIMP2,TSC22D3,USP2,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PAX7	 	transcription regulator	 	1.890	bias	0.552	 	1.33E-02	ATP11A,DEPTOR,EYA4,GALNT13,MEST,OLFM1,PRRX1,SEMA3E	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SASH1	 	other	Activated	2.121	bias	0.576	 	1.33E-02	BBX,CITED2,Mx2,SAP30,SH3BP5,SLCO3A1,STAT1,USP25	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SAMSN1	 	other	 	1.667	bias	0.563	 	1.33E-02	BBX,CITED2,HBEGF,Mx2,SAP30,SH3BP5,SLCO3A1,STAT1,USP25	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NOSTRIN	 	transcription regulator	 	-1.231	bias	-0.576	 	1.35E-02	ANXA5,FGF1,ITGB3,KIT,MMP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TIMP3	 	other	 	 	 	 	 	1.36E-02	BAMBI,BMP4,FKBP1A,MAPK3,SKIL,STAT1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	MYD88	 	other	 	0.384	bias	0.521	 	1.36E-02	ACSL1,BAMBI,CEBPD,CTSK,CYR61,ICAM1,IGFBP5,MMP2,NFKBIA,PLA2G4A,SH3BP5,SLC16A3,SLC7A2,SLCO3A1,USP18,XPA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CREB1	 	transcription regulator	 	-0.380	bias	0.536	 	1.42E-02	ARC,CEBPD,CYR61,DIO2,MCM5,MEST,NFIL3,NR4A1,PER1,PLA2G4A,PPARGC1A,TIPARP,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TCOF1	 	transporter	 	 	 	 	 	1.44E-02	AK4,ANXA2,ARL4D,EPB41L1,GALK1,GRHPR,PDRG1,STMN3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	DOCK2	 	other	 	 	 	 	 	1.49E-02	LIPE,PPARA,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	GLI1	 	transcription regulator	 	1.346	bias	0.544	 	1.49E-02	ARC,COL2A1,CSF1,DIO2,EPB41L4B,FGF1,MEST,MMP2,PLPP2,SP7,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NELFB	 	other	 	 	 	 	 	1.49E-02	GADD45A,Ifi27l2a/Ifi27l2b,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SIM2	 	transcription regulator	 	 	 	 	 	1.49E-02	GADD45A,MMP2,TIMP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	mir-154	 	microrna	 	 	 	 	 	1.49E-02	BCL2L11,KIT,KLF10	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	ADRA1A	 	g-protein coupled receptor	 	 	 	 	 	1.51E-02	ARC,CEBPD,NR4A1,PRIM2,PRRX1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SOX9	 	transcription regulator	 	0.944	bias	0.336	0.297	1.54E-02	COL2A1,CYP26B1,MAPK3,SP7,WNT3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PDX1	 	transcription regulator	 	0.200	bias	0.538	 	1.54E-02	ARL4D,ASNS,ATP2A2,DNAJC10,FGF1,FGFR1,KLF10,NKX2-2,RABGAP1L	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NFATC2	 	transcription regulator	Activated	2.885	bias	0.384	1.565	1.58E-02	BBX,BCL2L11,CITED2,COL2A1,MAPK3,Mx2,NFKBIA,PLD1,PPARGC1A,SH3BP5,SLCO3A1,STAT1,USP25	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	JUN	 	transcription regulator	 	0.727	 	0.241	-0.030	1.61E-02	ASNS,BCL2L11,CDK5R1,DICER1,DIO2,DUSP6,HOMER1,HPGD,ICAM1,MAPK3,MMP2,NFKBIA,NR4A1,PARD6B,PRKCE,STAT1,SULF2,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	KMT2D	 	transcription regulator	Activated	2.685	bias	0.467	0.881	1.65E-02	ADGRG2,ASL,CCDC91,FAH,FBXL21,GALK1,GRHL3,NAALADL2,PRKRA,RELL1,STXBP2,TMEM159,TNNT2,TUSC1,ZNF23	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	GTF2IRD1	 	transcription regulator	 	-1.387	 	0.237	-1.913	1.74E-02	CUX2,MKX,PLPP2,PPARA,TNNI1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	HRAS	 	enzyme	 	 	 	 	 	1.77E-02	CEBPD,DIXDC1,EGFR,FOXO1,ITGA4,MUM1L1,SEPT8,SPRY4,TLN2,Tmsb4x (includes others),VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	MIR17HG	 	other	 	 	 	 	 	1.77E-02	BBX,BCL2L11,BMP4,DLL1,FZD1,FZD2,FZD4,KIT,PTPRK,SEMA3E,SMOC1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	EZH2	 	transcription regulator	 	0.649	 	0.232	-0.028	1.80E-02	BMP4,CD82,CYB5R2,EGFR,FZD1,HOXB6,Ifi27l2a/Ifi27l2b,IL11,MMP2,NFKBIA,NLK,PER1,PLA2G4A,SP7,TIMP2,VEGFA,WNT3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TGFB1	 	growth factor	 	1.293	 	0.166	0.370	1.83E-02	ADGRG2,ARHGEF2,BCL2L11,BCL6,BMF,CITED2,COL2A1,EDNRA,ENPP1,ESRP1,FGFR1,FOXO1,FZD1,FZD2,GNB4,HBEGF,ICAM1,IGFBP5,IL11,ITGA4,ITGB3,KIT,KLF15,MAPK3,MMP2,MYLPF,NEDD9,NFKBIA,PLOD2,PMEPA1,PTPRK,SCG5,SLC4A2,STAT1,VEGFA,ZYX	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	ATOH1	 	transcription regulator	 	 	 	 	 	1.84E-02	ANXA4,CUX2,DLL1,HES5	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SPRY1	 	other	 	 	 	 	 	1.84E-02	ETV1,FGF1,MEST,MMP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	Calmodulin	 	group	 	0.896	bias	0.307	0.151	1.84E-02	LGI3,LRRTM1,LRRTM3,SYT9,TMEM74,TSPAN17	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	ACOT13	 	enzyme	 	 	 	 	 	1.86E-02	PPARA,PPARGC1A	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CACNA1C	-1.181	ion channel	 	 	 	 	 	1.86E-02	ANXA2,CACNA1C	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	FES	 	kinase	 	 	 	 	 	1.86E-02	CSF1,ITGA4	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	FEZF2	 	transcription regulator	 	 	 	 	 	1.86E-02	BCL11B,BHLHE22	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	HDAC10	 	transcription regulator	 	 	 	 	 	1.86E-02	MMP2,NR4A1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	HEYL	 	transcription regulator	 	 	 	 	 	1.86E-02	MMP2,TMPRSS2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PSENEN	 	peptidase	 	 	 	 	 	1.86E-02	DLL1,HES5	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	SLC2A1	 	transporter	 	 	 	 	 	1.86E-02	MMP2,PPARA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	THBS2	 	other	 	 	 	 	 	1.86E-02	HES5,MMP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	Ap2	 	group	 	 	 	 	 	1.87E-02	ICAM1,KIT,MMP2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	BDKRB2	 	g-protein coupled receptor	 	 	 	 	 	1.87E-02	FOXO1,ICAM1,SNCA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	GABBR1	 	g-protein coupled receptor	 	 	 	 	 	1.87E-02	Acan,COL2A1,SP7	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	TMSB4	 	group	 	 	 	 	 	1.87E-02	BMP4,DMP1,SP7	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	ERK1/2	 	group	 	0.802	bias	0.312	-0.376	1.89E-02	BCL2L11,CACNA1C,FOXO1,FZD1,HBEGF,HPGD,ICAM1,IL11,MAPK8IP1,MMP2,PRKCZ,PTPRE,SKIL,SPRY4,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PKD1	 	ion channel	 	0.000	 	-0.072	0.268	1.89E-02	AMPH,EGFR,ENPP6,FGFR1,FOXO1,HBEGF,IL17RB,NEDD9,QPCT,RAB9B,RPS6KA5,SLC2A9,SP7,SPATA6,ZBTB10	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	NFKB1	 	transcription regulator	 	0.000	bias	0.432	-1.222	1.93E-02	AGO2,BAMBI,CD82,CSF1,CYR61,DICER1,EGFR,GADD45A,HES5,NFKBIA,NR4A1,STAT1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CRNDE	 	other	 	-1.342	bias	0.510	 	1.95E-02	DUSP6,DUSP8,EGFR,NR4A1,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	EDN1	 	cytokine	 	 	 	 	 	2.30E-02	CYR61,EDNRA,HBEGF	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	MAPK3	0.507	kinase	 	-0.555	 	0.017	-0.593	2.44E-02	ARC,BCL2L11,BMP4,HOMER1,NR4A1	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	PIK3CG	 	kinase	 	-1.067	bias	0.288	-1.639	2.45E-02	BCL2L11,CTSK,ICAM1,ITGB3	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	WT1	 	transcription regulator	 	-0.800	 	-0.005	-0.785	2.63E-02	ASNS,CDC73,CIRBP,CSF1,FGF1,FGFR1,HBEGF,IL11,IL1RAP,ITGB1BP1,LMAN1,PHLDA1,SH3BP5,VEGFA	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CLOCK	 	transcription regulator	 	-1.195	 	-0.102	-0.926	2.64E-02	AK4,DUSP8,EGFR,FGF1,GADD45A,GPR3,ICAM1,IGFBP5,JAM3,MEST,NFIL3,NOCT,PER1,PPARA,SLC12A3,SPATA6,USP2,ZDBF2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	MMP12	 	peptidase	 	 	 	 	 	2.66E-02	ARPC1B,MAP4,MMP2,NFKBIA,SEPT8,TLN2	 	
Q175_12mo_Glt1_Multiprobe - 2019-05-28 07:38 AM	 	CREM	 	transcription regulator	 	-0.552	bias	0.332	-1.535	2.70E-02	ANXA4,ARC,ATP2A2,DIO2,MEST,NFIL3,NR4A1,PER1,TIPARP,VEGFA	 	
