© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Microarray_Final->R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM
Workspace	My Projects
Project	hdMouse_Microarray_Final
Analysis	R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM
Date	Tue May 28 04:25:23 PDT 2019
Analysis ID	17865872

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Mouse Genome 430 2.0 Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Rat OR Human OR Mouse) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->hdMouse_Microarray_Final->R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	PRKDC	0.458	kinase	 	0.537	 	-0.049	0.645	2.10E-02	ATM,BIRC3,CCND1,CDKN1A,NR1D1,VCAM1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	RELN	 	peptidase	 	0.153	 	0.014	0.120	2.10E-02	ABCA1,BDNF,DAB1,FABP7,GAD1,HES5	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	mir-221	 	microrna	 	0.704	 	0.069	0.537	2.10E-02	BMF,Cdkn1c,KDR,KIT,PIK3R1,TFAP2A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	HTT	 	transcription regulator	Activated	2.016	 	-0.016	2.105	2.15E-02	ABCA1,ADAMTS2,ADAMTS5,ADCY5,ADORA2A,AGT,ALDOC,Anp32a,AQP1,ARNTL,ARPP19,ATL2,ATP2A2,ATP2B2,B2M,BAIAP2,BDNF,BID,BIRC2,CAMK4,CASP1,CASP3,CBX5,CCND1,CDK5,CEBPA,CNR1,COL4A1,COL6A1,CORO2B,CPLX2,CREBBP,CTTN,CYFIP2,CYP51A1,DBP,DDIT3,DHCR7,DIO2,DLG4,DLL1,DNAI1,DRD2,DUSP6,EDNRB,EP300,ERCC3,FABP7,FHL1,Foxp1,FXYD6,GABRD,GAD1,Gm21596/Hmgb1,GNAO1,GRIA1,GRIN1,GRM3,HAP1,HMGCR,HOMER1,HPCA,HSPE1,HUWE1,IGFBP5,IPMK,ITPR1,JUN,KCNAB1,KCNC4,KCNIP2,KRT1,LDHA,LDLR,MANEAL,MEIS2,MMP14,MMP2,MPEG1,MYL2,NCS1,NDUFA3,NFIL3,NGEF,NGFR,NOS1,PDE4B,PLCB1,POLR2A,POR,Pou3f1,PPP1R16B,PPP1R1B,PSMB8,PSME1,PTPN5,PURB,RXRG,SCN4B,SDHA,SDHB,SEPHS1,SERPINF1,SERPINH1,SESN1,SEZ6,SGTB,SLC1A2,SNCA,SRM,ST3GAL2,STX12,STX1A,SYN2,SYNDIG1L,TBX6,TBXT,TESC,TFAM,TGFBI,THBS2,TIMP3,TNNT3,Tnp1,UCHL1,VCAM1,VIPR2,WISP1,ZNF706	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	ADRB	 	group	 	0.753	 	0.032	0.551	2.21E-02	AACS,ACAT2,ACSS1,ANXA5,AXL,BAD,BDNF,BHLHE40,CASP3,CCND1,CD40,CDC7,CDK6,CDKN1A,CFLAR,CREM,CXCL10,CYP51A1,DDIT3,DIO2,E2F1,FAM214A,GADD45A,GCLM,HMGCS1,HSD17B7,ICAM1,INSIG1,JUN,LBH,LSS,MSMO1,MVD,NOD1,NQO1,NSDHL,OASL,PCYT2,RSAD2,SLC6A9,SLC7A11,SRM,WNT7B	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	TIMP1	 	cytokine	 	0.000	 	-0.029	0.093	2.25E-02	CD38,CD40,CD44,CDKN1A,Cdkn1c,MET,MMP2,ST14,TIMP2,TIMP3	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	TCOF1	 	transporter	 	 	 	 	 	2.28E-02	AK4,AMHR2,ANKRD10,ANXA2,BCLAF1,CAPRIN1,CRAMP1,EGLN3,GPBP1,HACD4,HNRNPDL,NDRG1,NUDCD3,NUP155,PDRG1,POLR3A,PPIL4,PRPF40A,PSMC6,RASA1,RGPD4 (includes others),SAFB2,STMN3,TERF2,THOC1,UPF2	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	Sos	 	group	 	 	 	 	 	2.30E-02	ADAM12,AFF4,AGPS,APLN,APLP2,ATF7IP,ATP2C1,CA2,CADM1,CAST,CAT,CD44,CHI3L1,CREBBP,DAP,DAPK2,ELOVL6,ENAH,EPS8,FLRT2,GBA,HMMR,HOOK1,HOXA1,HSD17B10,HSPB8,IGFBP5,ITGA6,LAMA3,LGALS3BP,LGALS4,LRP8,LTBP3,MAOA,MAP3K20,MET,NDUFS7,NFE2L2,NFIL3,NSDHL,PHLDA1,PIK3CB,PMEPA1,PRPF4B,PTH1R,PTPN12,PTPRZ1,QKI,RBP1,RFNG,RGMA,S100A3,SCD,SEMA3B,SEMA3E,SEMA4D,SEMA6D,SIRPA,SMAD7,SMG1,TBL1X,TIPARP,Tpm1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	NFIB	 	transcription regulator	 	 	 	 	 	2.33E-02	ADAMTSL4,BMP6,CREB5,DCT,EFNB1,G530011O06Rik,GFRA1,GRIK1,IL17B,IYD,LOX,NCAM1,Pitpnc1,PVT1,WHRN	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	TXNIP	0.908	other	 	0.824	 	0.006	0.801	2.33E-02	AGER,CCND1,CD36,CDKN1A,COL1A2,DHCR7,FASN,G0S2,ICAM1,NFKB1,NPHS2,STARD4,THRSP,TXNIP,VEGFA	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	COMMD1	-0.188	transporter	 	0.333	 	0.069	0.127	2.33E-02	ATP7A,EGLN3,LDHA,LGALS2,NFKBIA,PDK1,PFKFB3,PFKP,STAT1,TFRC,VEGFA	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	FGFR3	-0.600	kinase	 	-0.239	 	0.017	-0.284	2.38E-02	BMP4,CCND1,CDKN1A,Cdkn1c,CDKN2D,COL1A1,COL3A1,DLL1,DUSP6,MAF,NEUROG2,SOX3	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	TGFBR2	 	kinase	 	1.511	 	-0.018	1.600	2.44E-02	ACSL3,ADORA2B,AR,ATP1A2,BDNF,BMP6,C5AR1,CASP1,CCND1,CCND3,CD44,CDKN1A,CHRNA7,CHRNB4,COL1A1,COL1A2,FGF7,GJA1,GJB2,HPGD,ICAM1,IL1RAP,ING1,ITGAE,JUN,Kcnn2,KDR,MMP14,MMP2,NRP1,PAX9,PLAGL1,POU4F1,PTH1R,RBMS3,SLC1A2,SLC2A3,SMAD1,SMAD4,SMAD7,SVEP1,TAB2,TCF12,TGIF1,TNFRSF12A,TTC22,TXNIP,VEGFA,WDFY3,ZMIZ1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	YAP1	 	transcription regulator	 	-1.006	 	-0.044	-0.855	2.53E-02	ACAT2,CASP3,CCND1,CD36,CDK6,CDKN1A,CYR61,DICER1,E2F1,EDN1,EGFR,FASN,HMGCR,HMGCS1,HMGCS2,IGF1R,LATS2,LDHA,NDUFS8,NUPR1,PAX7,SLC2A3,SOX9,VIM	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CD38	-0.409	enzyme	 	-1.577	 	-0.064	-1.139	2.59E-02	AK3,ALDOC,ANXA2,APH1A,ASNS,CCL22,CCND2,CISD1,CITED2,CLCN3,COL1A1,EGLN3,EPS8,ERO1A,FAM162A,GBP2,GBP4,GBP7,GCAT,GLIPR2,GPAM,HMMR,ICAM1,KCNAB2,LFNG,LGALSL,LRRC8C,NCAM1,NDRG1,NFIL3,P4HA1,PDK1,PFKP,PKM,PPP3CB,PRDX4,PSAT1,S100A6,SDF2L1,SEMA4A,SLAIN1,STK39,THY1,TMED5,TUBB2B,UCK2,UPB1,VCAM1,VIM	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	GSX2	 	transcription regulator	 	-1.134	 	-0.023	-1.073	2.60E-02	ASCL1,DLX2,GAD1,NEUROG2,PAX6,PPP1R1B,RBP1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	SRSF3	 	other	 	-0.384	 	-0.026	-0.315	2.60E-02	CCND1,CCND3,CD44,E2F1,HIPK2,JUN,VEGFA	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	IL5	 	cytokine	 	-1.006	 	-0.066	-0.521	2.60E-02	AK3,ALDOC,ANXA2,ASNS,CCL22,CCND2,CCND3,CEACAM1,CISD1,CITED2,DUSP6,EGLN3,EPS8,ERO1A,FAM162A,FCGR2B,GBP2,GBP4,GBP7,GCAT,GCLM,GLIPR2,GPAM,HMMR,HSP90B1,HSPH1,IL3RA,IRF7,ITGAV,KCNAB2,LFNG,LRRC8C,NDRG1,NFE2,NFIL3,P4HA1,PDK1,PFKP,PKM,PMP22,PRDX4,PSAT1,RIPOR2,S100A6,SDF2L1,SEMA4A,SLAIN1,SLC1A5,SNAP23,STK39,THY1,TUBB2B,UCK2,UPB1,VIM	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	HOXD10	 	transcription regulator	 	1.746	 	0.000	1.746	2.79E-02	CAPN6,CCL22,CD44,CEACAM1,DAPP1,DOT1L,E2F1,ERP44,HBEGF,HEBP1,ICAM1,LSM6,MMP14,NCS1,RAB40B,RHOB,RHOC,RPSA,RSAD2,TIMP2,TTC3,USP15	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CCDC80	 	other	 	0.447	 	0.000	0.447	2.88E-02	AXIN2,BCLAF1,CCND1,CEBPA,FZD7	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	IFNA1/IFNA13	 	cytokine	 	1.387	 	-0.069	1.539	2.88E-02	EIF2AK2,GEM,IFIT2,RSAD2,STAT1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	PAEP	 	other	 	-0.640	 	0.052	-0.753	2.88E-02	CD274,CXCL16,EDN1,HBEGF,VEGFA	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	PDYN	 	transporter	Activated	2.216	 	0.049	2.107	2.88E-02	ARC,GRM5,HOMER1,KDR,NRP1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	ST6GAL1	 	enzyme	Activated	2.190	 	-0.069	2.341	2.88E-02	BIRC3,CCND2,HIF1A,PDK1,SLC2A3	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CYP1A2	 	enzyme	 	1.000	 	0.000	1.000	2.93E-02	ACOT11,CCND1,COX6B2,ETHE1,GSTM2,Gstm3,Ifi27l2a/Ifi27l2b,IGFBP2,INSC,MID1,NQO1,QKI,RGS16,SLC46A3,ST3GAL4,VLDLR	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	EIF2AK2	0.684	kinase	 	1.709	 	-0.056	1.960	3.04E-02	AKT2,BDNF,BHLHE40,BIRC2,CCND1,CDKN1A,CFLAR,DDIT3,DDX58,EIF2AK2,GABBR1,IFI35,IFIT1,LGALS3BP,NFKBIA,NMI,PARP12,PARP9,SAMHD1,STAT1,UBE2L6,USP18,ZC3HAV1,ZNF292	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	ZNF217	 	transcription regulator	 	0.243	 	0.069	-0.041	3.04E-02	ATL1,COL8A1,CREB5,EPHX4,GAD1,HAPLN1,LYPD1,MAP2K5,MYCBP2,NEFL,NMNAT2,OLIG2,PAK3,PAX6,PKP2,RCAN1,RGS20,SEC14L2,SLC6A15,SPAG9,ST3GAL6,TDGF1,WNT5B,ZNF616	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	HOXA13	 	transcription regulator	 	-0.085	 	-0.046	0.006	3.10E-02	ALDH1A1,AR,BMP7,EMP2,EPHA4,EPHA7,SLC1A2,SOX9,WNT5A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	MPZ	 	other	 	 	 	 	 	3.10E-02	DDIT3,DERL3,HMGCR,HMGCS1,ID2,MVD,Pou3f1,SDF2L1,SQLE	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CYR61	-0.719	other	 	-0.967	 	-0.065	-0.729	3.11E-02	CCND1,CCND2,FZD7,FZD8,ITGAV,ITGB3,KDR,NLK,TCF7L1,TLE1,VEGFA,WNT5A,WNT7A,WNT7B	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	SETD2	0.330	enzyme	 	 	 	 	 	3.11E-02	ANG,CITED2,CYR61,FOXO3,GJA4,GNA13,IGF1R,JUN,QKI,RHOB,RTN4,SERPINF1,VEGFB,WNT5A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	BRD4	 	kinase	 	-0.586	 	-0.067	-0.219	3.13E-02	ABLIM1,ACSL5,BDH1,BHLHE40,CCND1,CCND2,CEBPA,COL1A1,COL1A2,COL4A1,COL5A1,DERL3,ETV6,FADS1,FBN1,FKBP11,GTF3C6,ICAM1,ID2,INSM1,IRF8,ITGA5,KCNQ5,LOX,LOXL1,MAL,MANEAL,METAP1D,MYB,MYD88,NQO1,SLC16A9,SLC7A2,SRM,THBS2,TOP1,TYRO3	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	NPC1	 	transporter	 	1.808	 	0.036	1.673	3.22E-02	ABCA1,ALPL,ARNTL,CAV2,CCND1,CCR2,CYP51A1,DDIT3,GUSB,HLA-DQB1,HMGCR,HMGCS1,IDI1,LDLR,LIPA,LIPG,LSS,MMP14,MMP15,MVD,MVK,NPC2,PLIN4,SCD,SNCA,SRD5A1,SREBF2,STAT1,STAT2	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	Gsk3	 	group	 	-0.130	 	-0.044	0.047	3.23E-02	Acan,BACE1,CCND1,CEBPA,CFLAR,DDIT3,Dleu2,EGFR,FASN,HMGCR,ICAM1,IGF1R,JUN,KDR,LDLR,SP7,SREBF2,STAT1,TBX6	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	IGF2BP1	 	translation regulator	 	-1.360	 	-0.052	-1.187	3.23E-02	AXIN2,BIRC2,CD44,COL14A1,COL1A1,COL1A2,COL5A1,CYFIP2,SERPINH1,SOX9,TNC	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	SOX3	1.491	transcription regulator	 	-1.177	 	0.069	-1.528	3.24E-02	ACVR1,ANGPT1,ANKRD17,BMPER,EFEMP1,FOXF1,FRZB,GBP4,IRX3,NCKAP1,NRP1,Oasl2,PCDH18,PDGFRA,Pdlim3,PEG3,POU4F1,PPP2CA,SMAD1,SMAD4,TBXT,TNFRSF19,USP18,VEGFA,WNT5A,ZBTB16	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	FGF1	 	growth factor	Activated	2.706	 	0.041	2.522	3.63E-02	AXIN2,CDKN1A,CYR61,DUSP6,EDN1,FZD1,FZD2,FZD7,FZD8,GCLM,GPX1,GSTM5,IKZF2,Irgm1,NFE2L2,NQO1,PMEPA1,PNLIP,PRICKLE1,PXYLP1,RFLNB,SERPINB1,SLC7A2,TIMP3	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	IFN type 1	 	group	 	1.961	 	-0.034	2.029	3.64E-02	CXCL10,DDX58,IDO1,IFIT1,Mx1,STAT1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	IL13	 	cytokine	 	-1.637	 	-0.026	-1.426	3.69E-02	ABCA1,ADA,ADAM15,AVPI1,BDNF,BID,CASP1,CASP3,CCL22,CD36,CHCHD7,CHST2,CIDEB,COL1A2,CTNNAL1,DHCR24,DMXL2,DNASE2,EPAS1,FADS1,FADS2,FAM162A,FEZ1,FKBP1A,FLOT1,FZR1,G0S2,GAS7,HOMER2,HSD11B1,HTRA1,IARS,IL13RA1,IL18,IL3RA,JAK1,LIPA,MAF,MAOA,MCUR1,MMP14,MMP2,MSMO1,MTSS1,NCLN,NFE2,PCM1,PDLIM2,PFKP,PHLDA1,PLXNC1,RAB33A,SEPT11,SERPINF1,SLC16A6,SLC7A7,SNCA,SORT1,SPINT2,ST14,ST3GAL6,SWAP70,TFRC,TIMP2,TIMP4,TMC6,TNFRSF1A,TRPS1,TYRO3,VCAM1,VNN1,WNT5A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	MYC	 	transcription regulator	 	0.219	 	-0.038	0.630	3.70E-02	ACSL4,ACSS1,ACVR1,ADAMTS1,ADD1,ADK,ALDH18A1,ANGPT1,ANKRD17,ANXA4,ANXA5,APEX1,ARAF,ASCL1,ASNS,AXL,BCAT1,BIRC2,BMPER,C9orf3,CAPN2,CASP1,CAST,CBX4,CCND2,CCND3,CD274,CD44,CD47,CDC20,CDC25B,CDK6,CDK7,CDKN1A,CFLAR,COL14A1,COL15A1,COL1A1,COL1A2,COL3A1,COL4A1,COL5A1,COL8A1,COMMD3-BMI1,CSPG4,CTBS,CYFIP2,DDIT3,DNPH1,DUSP7,E2F1,EFEMP1,EIF2S2,EIF4G1,Elf5,EPHB3,EXOSC8,F2R,FADS2,FASN,FBLN2,FBN1,FCGRT,FKBP5,FOXF1,FRZB,FSTL1,FXYD1,GADD45A,GAMT,GBP4,GCLM,GIGYF2,GJA1,GLS,GLUD1,GLYR1,GOT1,GPT,HAPLN1,HDAC2,HIF1A,Hnrnpa1,HNRNPH1,HSPE1,HSPH1,ID1,ID2,IFI35,IFI44,IFIH1,IFIT1,IFIT2,IMPA2,IQGAP2,IRF7,IRF9,IRX3,ITGA6,JUN,KDR,KLF10,KLK6,LAMB3,LAMP2,LDHA,LOX,LXN,MCM5,MCM6,MIR17HG,MMP7,MTF2,MYD88,MYLPF,NCKAP1,NFKBIA,NRP1,OASL,Oasl2,PCDH18,PDGFRA,PDK1,Pdlim3,PEG3,PFKFB3,PFKP,PHB,PHF20,PHF21A,PIAS4,PKM,PLP1,PMP22,POLDIP3,POU3F2,POU4F1,PPL,PPP2CA,RARRES1,RIOX2,RRM2B,RSAD2,RTN2,SAE1,SEC61A2,SEMA4A,SERPINH1,SLC16A1,SLC1A5,SLC2A3,SLC38A1,SLC3A2,SMAD1,SMAD4,SOX9,SRM,ST3GAL1,ST3GAL4,STAT1,TBXT,TFRC,THBS2,THY1,TIMP2,TKT,TLE1,TMEM126A,TNC,TNFRSF12A,TNFRSF19,TNNT3,TPP2,TSPO,TXNIP,USP18,VCAM1,VEGFA,WNT5A,WNT7B,YTHDC1,ZIC2	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	TBK1	 	kinase	 	0.627	 	-0.061	0.915	3.83E-02	ATM,CD40,CMPK2,CXCL10,Cxcl11,EDN1,HDC,ICAM1,IFI44,IFIT1,IFIT1B,IFIT2,IFRD2,Iigp1,IL18,IRF7,Mx1,Mx2,NMI,Oas1b,OASL,Oasl2,RGCC,RSAD2,SLCO3A1,VEGFA	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	ATF4	 	transcription regulator	Inhibited	-2.466	 	-0.063	-2.101	3.87E-02	ABCA1,APEX1,ASNS,BCAT1,CDKN1A,DDIT3,EIF2S2,ERO1A,FASN,GADD45A,GYS1,HNF4A,IARS,IGFBP2,IGFBP5,JUN,MED13L,MID1IP1,MRPS7,NARS,NDRG1,NID2,NUPR1,OSMR,PEG3,PHGDH,PMP22,PSAT1,PSPH,Ptprv,SERPINF1,SLC1A4,SLC1A5,SLC38A3,SLC3A2,SLC6A9,SLC7A11,TNFRSF12A,VEGFA,XPOT	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CAPNS1	 	peptidase	 	0.689	 	-0.046	0.778	3.93E-02	CAPN2,CCND1,CCND2,MMP2	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CPXM1	 	peptidase	Inhibited	-2.000	 	-0.069	-1.862	3.93E-02	COL14A1,COL15A1,COL5A1,COL6A1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CYP3A	 	group	Activated	2.000	 	0.069	1.862	3.93E-02	CYP7B1,HMGCS1,SQLE,SREBF2	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	HBEGF	-0.792	growth factor	 	-0.440	 	0.023	-0.485	3.93E-02	AR,CCND2,GJA1,NRP1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	NMDA Receptor	 	complex	 	-1.131	 	-0.046	-1.041	3.93E-02	ARC,BDNF,DLG4,GRIA1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	NPC1L1	 	transporter	Activated	2.000	 	0.046	1.908	3.93E-02	ABCA1,HMGCR,HMGCS1,SREBF2	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	PTGES3	 	enzyme	 	-1.103	 	-0.046	-1.013	3.93E-02	HIF1A,NUPR1,PMP22,SOX3	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	SLC6A2	 	transporter	 	-1.982	 	-0.023	-1.937	3.93E-02	CLSTN1,DLG4,DYNLL1,TPH2	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	SPTAN1	 	other	 	 	 	 	 	3.93E-02	CDKN1A,ITGA5,ITGAV,ITGB3	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	ZNF143	 	transcription regulator	 	 	 	 	 	3.93E-02	AKR1A1,CEBPA,TALDO1,VAMP7	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	mir-31	 	microrna	 	0.147	 	0.069	0.013	3.93E-02	DACT3,ITGA5,PRKCE,SP7	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	mir-320	 	microrna	 	1.948	 	0.069	1.814	3.93E-02	AQP1,AQP4,HSPB6,TFRC	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	SOX1	 	transcription regulator	 	-1.000	 	0.069	-1.344	4.06E-02	ACVR1,ANGPT1,ANKRD17,BMPER,EFEMP1,FOXF1,FRZB,GBP4,IRX3,NCKAP1,NRP1,Oasl2,PCDH18,PDGFRA,Pdlim3,PEG3,POU4F1,PPP2CA,SMAD1,SMAD4,TBXT,TNFRSF19,USP18,VEGFA,WNT5A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	MYCN	 	transcription regulator	 	-0.943	 	-0.032	-0.830	4.06E-02	APEX1,CCND2,CDK7,CDK9,CDKN1A,DNMT3A,DUSP7,E2F1,EGFR,FGFR2,HDAC2,ID2,LDHA,LRRN3,MTF2,NCAM1,NGFR,PDK1,PHB,SLC16A1,SLC1A2,TBXT	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	PIK3R1	-0.521	kinase	Activated	2.154	 	-0.049	2.383	4.06E-02	AR,CCND2,CD36,CXCL10,DDIT3,ERN1,F3,HIF1A,HSP90B1,ICAM1,IRF7,LDHA,NFE2L1,NFE2L2,PDGFRA,PDK1,PIK3CB,PIK3CD,PIK3R1,PKM,TXNIP,VCAM1	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	PDGF BB	 	complex	 	-1.040	 	-0.056	-0.701	4.07E-02	ATP2A2,BHLHE40,BMP6,CBX4,CCND1,CCNL1,CD44,CNN1,CSF1,CYR61,DBNDD1,DDIT3,DUSP6,EDN1,F3,FRZB,FZD1,FZD2,GADD45A,GEM,GFPT2,HBEGF,IGF1R,JUN,KLF10,LIF,MMP2,NFIL3,NR4A3,PHLDA1,RGS1,RHOB,RXRG,SLC2A3,SRF,TRIB1,VEGFA	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	DKK1	 	growth factor	 	1.091	 	0.059	0.937	4.08E-02	AXIN2,BMP4,BMP6,CD44,CDKN1A,COL1A1,WNT5A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	DNAJC3	 	other	 	 	 	 	 	4.08E-02	Anp32a,BASP1,CALB2,DDIT3,MPST,NEFL,Nrgn	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	RASSF1	 	other	 	0.152	 	0.023	0.107	4.08E-02	CCND1,CDKN1A,MAP3K5,MMP2,TUBB,TUBB2A,TUBB2B	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	CDK4	 	kinase	 	 	 	 	 	4.10E-02	ARMCX1,CDC45,CDCA2,CDKN1A,CENPN,CIP2A,CPNE3,DDIAS,DONSON,FAM83D,FGF7,FZD7,GAS2L3,GPC6,HJURP,KIF20A,KIF2C,KNL1,LCORL,MBLAC2,MESD,MNS1,MYBL1,MYT1,NRSN1,POLD3,PTBP3,RBMS3,RNF170,RUFY3,SATB1,SCG5,STARD4,THNSL1,TM7SF2,TPX2,USE1,ZNF367,ZNF462	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	SUMO2	 	enzyme	 	-1.732	 	0.005	-1.749	4.14E-02	AGT,Bst2,CAV2,CCND2,CD38,CEACAM1,CHRNA7,CXCL16,ENPP3,MMP14,PNP,SLC51A,TNC	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	miR-29b-3p (and other miRNAs w/seed AGCACCA)	 	mature microrna	 	1.387	 	0.069	1.139	4.14E-02	COL1A1,COL1A2,DCP2,FAM3C,GAS7,GPR37,KCTD3,MYBL2,NAV3,PMP22,PPIC,TRIM9,TUBB2A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	GNA12	-0.869	enzyme	 	0.471	 	-0.043	0.654	4.17E-02	BAIAP2,CNN1,EGFR,F2R,GCLM,GNA13,ITGA6,ITGAE,JAK1,LAMB3,PDGFRA,PIK3CB,PIK3CD,PIK3R1,SOS1,VAV2,VAV3,VIM	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	ITGB1	 	transmembrane receptor	 	0.287	 	-0.026	0.387	4.27E-02	ADAM15,ADAMTS2,ADAMTS5,ADAMTSL1,BCAN,CDKN1A,COL1A1,COL7A1,FBN2,FGFR3,FOXO3,GAS1,HSPG2,ITGA5,ITGAV,ITGB3,JUN,LOX,LOXL1,LRP6,LTBP3,MMP15,MMP2,MMP24,OLFML3,PAPPA,PTK2,RAC1,SPON1,TECTA,VEGFA,VIM,WISP1,WNT5A	 	
R62_12wk_Glt1_Multiprobe - 2019-05-28 07:25 AM	 	Ifn gamma	 	complex	Activated	2.203	 	-0.045	2.327	4.31E-02	CXCL10,ICAM1,IL18BP,IRF8,JAK2,NR3C1,NR4A3,XAF1	 	
