© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Microarray_Final->R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM
Workspace	My Projects
Project	hdMouse_Microarray_Final
Analysis	R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM
Date	Sun Oct 20 16:01:05 PDT 2019
Analysis ID	18426086

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Mouse Genome 430 2.0 Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hdMouse_Microarray_Final->R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	norepinephrine	 	chemical - endogenous mammalian	 	0.396	 	-0.078	0.679	6.83E-04	ARNTL,ATP2A2,Ccl2,CHST2,CXCR4,DIO2,FN1,GXYLT1,IL12B,IL1B,IL6,PTGS2,SERPINE1,TFRC,TNF,VEGFA	Ap1,CEBPB,EGR1,ERK,GSK3B,HDAC3,JUN,Jnk,NFATC1,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PPARG,RELA,SMAD3,STAT3,norepinephrine	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	ITGA5	 	transmembrane receptor	 	1.516	 	-0.113	1.790	6.85E-04	APOE,IL12B,IL1B,IL6,PLAU,PLAUR,RAC2,TNF	AR,Ap1,CBL,CCN1,EGR1,ERK1/2,FN1,FOXO3,HIF1A,ITGA5,ITGB1,JUN,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,RELA,SMAD3,SP1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	LPL	2.467	enzyme	Activated	2.030	 	-0.038	2.128	6.85E-04	CD36,CSF1,IL1B,IL6,LPL,MSR1,TNF,VEGFA	ADIPOQ,Ap1,Creb,D-glucose,HIF1A,JUN,LDL,LPL,LRPAP1,NFKB1,NFKBIA,NFkB (complex),PPARA,PPARD,PPARG,RELA,SP1,SREBF1,fatty acid	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	NLRX1	 	other	Inhibited	-2.185	 	0.094	-2.442	6.85E-04	IL1B,IL6,IRF1,MAP3K14,STAT1,STAT2,TLR1,TNF	DDX58,IFN Beta,IKBKB,IRF1,IRF3,IRF7,MAVS,NFKB1,NFKBIA,NFkB (complex),NLRX1,NR3C1,PYCARD,RELA,STAT1,STAT2,STAT3,STAT6	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	brefeldin A	 	chemical - endogenous non-mammalian	 	-1.763	 	-0.009	-1.739	6.85E-04	ATP2A2,CXCL3,HLA-A,LPL,PTGS2,SLC38A5,SYVN1,TNF	ABCA1,ADIPOQ,CD36,IL6,JUN,NFKB1,NFKBIA,NFkB (complex),PPARA,PPARG,RELA,STAT1,STAT3,brefeldin A	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	epicatechin	 	chemical drug	Inhibited	-2.182	 	0.012	-2.214	6.85E-04	AP3S2,DYRK2,IL1B,LPL,MAPK1,PTGS2,SNAP25,TNF	Akt,Ap1,HIF1A,JUN,Jnk,NFE2L2,NFkB (complex),PPARG,RELA,SP1,epicatechin	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	HTT	 	transcription regulator	 	0.975	 	-0.035	1.081	6.93E-04	APOE,ARNTL,ARPP21,ATP1A3,ATP2A2,CAMK2A,CAMK4,COL6A3,CPSF2,CYP51A1,DIO2,DNAJB1,FN1,Fxyd2,GNAL,GPX3,HAP1,HIVEP2,HPCA,HSP90AB1,Hspa1b,IFI16,KCNAB1,KCNIP2,LOX,NCS1,NFE2L2,PENK,PLAUR,PPP1R1A,PPP1R1B,SCAMP5,SCN4B,SERPINF1,SLC12A2,SNAP25,SOCS2,SORT1,SPP1,SYNDIG1L,SYVN1,TFAM,TFRC,THBS2,UBE2H,VAPB	ADORA2A,AKT1,Ap1,BDNF,CEBPB,CREB1,CREBBP,Creb,EGR1,FOXO3,HTT,NFKB1,NFKBIA,NFkB (complex),RELA,RNA polymerase II,SMAD3,SP1,TP53	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	SMARCA4	 	transcription regulator	Activated	2.489	 	-0.112	3.052	6.95E-04	AREG,ARL4C,C19orf12,CSF1,CXCR4,EVA1A,F3,FKBP5,FN1,HDAC4,HFE,HPGD,IFI16,IFIT1,IFITM3,IGF1,IL1B,IL23A,IL6,IRF1,LGALS3,LOX,MAPK1,PER3,PLAUR,PLIN2,Ppfia4,RAC2,RGS2,SERPINE1,SOCS2,SPP1,TAL1,TBX21,TCIM,TMEM204,TNFSF10,UBE2H,YY1	Ap1,CEBPB,EGR1,ESR1,ESR2,HIF1A,JUN,MYC,NFKB1,NFkB (complex),RARA,RELA,RNA polymerase II,SMAD3,SMARCA4,SP1,STAT1,STAT3,TP53,TP73	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	GSK3B	-0.528	kinase	 	1.398	 	0.011	1.360	7.32E-04	ATP2A2,Ccl2,CTNND2,DNMT3A,IL12B,IL1B,IL6,PTGS2,SERPINE1,SPP1,TET1,TNF,TNFSF10	AR,Akt,Ap1,EGR1,FOXO1,GSK3B,HIF1A,JUN,NFATC1,NFE2L2,NFKB1,NFKBIA,NFkB (complex),PI3K (complex),PPARG,RELA,SMAD3,SP1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	GHR	 	transmembrane receptor	 	-0.970	 	0.015	-1.003	7.37E-04	IGF1,IL1B,IL6,LPL,SOCS2,SPP1,TNF	Akt,Ap1,EGR1,GHR,HIF1A,IGF1,IGFBP3,IL6,JUN,NFE2L2,NFKB1,NFkB (complex),PPARG,RELA,RXRA,SMAD3,SP1,SPP1,STAT1,STAT3,TP53	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	PRKAA	 	group	 	-0.798	 	0.015	-0.838	7.37E-04	Ccl2,CXCL10,IL6,NCF1,STAR,STAT1,TNF	Ap1,BAK1,EGR1,ERK,ERK1/2,IRF3,JUN,Jnk,NFE2L2,NFKB1,NFkB (complex),PPARG,PRKAA,RELA,SMAD3,SP1,SQSTM1,STAT3,palmitic acid	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	1-chloro-2,4-dinitrobenzene	 	chemical drug	 	 	 	 	 	7.41E-04	IL1B,IL6,TNF	1-chloro-2,4-dinitrobenzene,IL18,JUN,NFKB1,NFKBIA,NFkB (complex),PPARG,PTGES,RELA	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	ACOD1	 	enzyme	 	 	 	 	 	7.41E-04	IL6,NFE2L2,TNF	ACOD1,IRF3,NFKBIA,NFkB (complex),RELA,TNFAIP3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	AOPEP	 	peptidase	 	 	 	 	 	7.41E-04	IL1B,IL6,TNF	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	CCL22	 	cytokine	 	 	 	 	 	7.41E-04	CXCL2,CXCL3,TNF	CBL,CCL22,Fibrinogen,NFAT (complex),NFKB1,NFKBIA,NFkB (complex),RELA,STAT3,TAC1	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	Cd24a	 	other	 	 	 	 	 	7.41E-04	IL12B,IL6,TNF	Ap1,CBL,Cd24a,FN1,FOSL2,JUN,Mapk,NFKBIA,NFkB (complex),PPARG,RELA,SMAD3,SMAD4,SP1,TP53,Tgf beta	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	EGTA acetoxymethyl ester	 	chemical reagent	 	 	 	 	 	7.41E-04	PTGS2,TNF,VEGFA	Akt,Ap1,EGTA acetoxymethyl ester,FOS,HIF1A,JUN,NFE2L2,NFKB1,NFKBIA,NFkB (complex),NR1H3,NR3C1,PPARG,RELA,RXRA,SP1,SREBF1,STAT3,arachidonic acid	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	HADHA	 	enzyme	 	 	 	 	 	7.41E-04	Ccl2,IL1B,TNF	HADHA,NFE2L2,NFKB1,NFkB (complex),RELA,SQSTM1,palmitic acid	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	ISG15	 	other	 	 	 	 	 	7.41E-04	DDX58,Ifi202b,IFITM3	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	IgG2b	 	complex	 	 	 	 	 	7.41E-04	IL1B,IL6,TNF	CEBPA,FOS,IgG2b,JUN,NFKB1,NFKBIA,NFkB (complex),PLG,RELA,TNF	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	LAMP1	 	other	 	 	 	 	 	7.41E-04	LAMP2,PRF1,TBX21	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	MGLL	 	enzyme	 	 	 	 	 	7.41E-04	Ccl2,IL6,TNF	Akt,Ap1,HIF1A,JUN,MGLL,NFE2L2,NFKB1,NFKBIA,NFkB (complex),PPARA,PPARD,PPARG,RELA,RETN,SP1,SREBF1,STAT3,anandamide,fatty acid,reactive oxygen species	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	PDGFD	 	growth factor	 	 	 	 	 	7.41E-04	CXCR4,PTGS2,VEGFA	Akt,Ap1,ERK,HIF1A,JUN,NFE2L2,NFKB1,NFkB (complex),PDGFD,RAC1,RELA,SMAD3,SP1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	PIP5K1B	 	kinase	 	 	 	 	 	7.41E-04	IL1B,IL6,TNF	Akt,Ap1,CBL,EGR1,ERK,Fcer1,HIF1A,JUN,Jnk,NFE2L2,NFKB1,NFKBIA,NFkB (complex),PIP5K1B,PPARG,RELA,SMAD3,SP1,STAT1,TIRAP	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	Paxip1	 	other	 	 	 	 	 	7.41E-04	CD72,CEACAM1,VEGFA	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	SLAMF6	 	transmembrane receptor	 	 	 	 	 	7.41E-04	IL12B,IL16,TNF	IL4,JUN,RELA,SLAMF6,STAT1,STAT3,STAT6	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	SMPD2	 	enzyme	 	 	 	 	 	7.41E-04	IL1B,IL6,TNF	CEBPB,EGR1,ERK1/2,GSK3B,HDAC3,IRF1,JUN,NFATC1,NFKB1,NFKBIA,NFkB (complex),PPARG,RELA,SMPD2,SP1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	SRT1720	 	chemical drug	 	 	 	 	 	7.41E-04	IL1B,IL6,TNF	AMPK,CEBPB,EP300,FOXO3,HIF1A,IRF1,NFE2L2,NFKB1,NFKBIA,NFkB (complex),Nr1h,PPARGC1A,RELA,SIRT1,SRT1720,STAT3,TP53,bortezomib	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	TNFAIP8	 	other	 	 	 	 	 	7.41E-04	CXCL3,IL1B,IL6	CASP8,HMGB1,IRF3,NFKB1,NFkB (complex),NPM1,TNFAIP8	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	Wfdc17	 	other	 	 	 	 	 	7.41E-04	Ccl2,IL1B,IL6	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	allosamidin	 	chemical reagent	 	 	 	 	 	7.41E-04	ABCG1,CD36,TNF	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	palmitoyl-Cys((RS)-2,3-di(palmitoyloxy)-propyl)-Ala-Gly-OH	 	chemical reagent	 	 	 	 	 	7.41E-04	IL6,PTGS2,TNF	CXCL8,IL18,JUN,MAP3K8,NFATC1,NFATC2,NFKB1,NFKBIA,NFkB (complex),PPARG,RELA,SMAD3,STAT3,TLR2,palmitoyl-Cys((RS)-2,3-di(palmitoyloxy)-propyl)-Ala-Gly-OH	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	pubchem compound 11483544	 	chemical reagent	 	 	 	 	 	7.41E-04	IL1B,IL23A,IL6	IL1B,JUN,NFKB1,NFkB (complex),RELA,STAT3,pubchem compound 11483544	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	pyridoxal phosphate-6-azophenyl-2',4'-disulfonic acid	 	chemical reagent	 	 	 	 	 	7.41E-04	Ccl2,IL23A,PTGS2	ATP,Ap1,CEBPB,EGR1,ERK1/2,FOS,IL1B,JUN,NFKB1,NFKBIA,NFKBIB,NFkB (complex),NR3C1,PRKD1,RELA,SP1,STAT3,norepinephrine,pyridoxal phosphate-6-azophenyl-2',4'-disulfonic acid	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	ranitidine	 	chemical drug	 	 	 	 	 	7.41E-04	CXCL2,PENK,TNF	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	roflumilast	 	chemical drug	 	 	 	 	 	7.41E-04	CXCL2,IL1B,TNF	CXCL2,CXCL8,IRF1,NFKB1,NFKBIA,NFkB (complex),NR3C1,P38 MAPK,RELA,SMAD3,STAT3,roflumilast	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	roxithromycin	 	chemical drug	 	 	 	 	 	7.41E-04	IL1B,IL6,TNF	AR,CEBPA,Creb,JUN,NFKB1,NFkB (complex),RELA,SP1,TNF,TP53,roxithromycin	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	styrene	 	chemical toxicant	 	 	 	 	 	7.41E-04	IL6,TNF,TNFSF10	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	Pdgf (complex)	 	complex	Activated	2.183	 	-0.079	2.435	7.42E-04	Ccl2,CXCL3,F3,FN1,FOXO1,NCAM1,PLAU,PLAUR,PTGS2,SERPINE1,VEGFA	Ap1,EGR1,ERK1/2,FOS,JUN,JUND,Jnk,NFKB1,NFkB (complex),P38 MAPK,PLAU,PPARG,Pdgf (complex),RELA,SMAD3,SP1,STAT1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	GFI1	 	transcription regulator	Inhibited	-2.212	 	0.124	-2.614	7.51E-04	Ccl2,CSF1,CXCR4,EIF2AK2,F2R,HSP90AB1,IL1B,IL6,IRF1,LYZ,STAT1,TNF	CEBPA,GFI1,IL10,IRF1,JUN,NFKB1,NFKBIA,NFkB (complex),NR3C1,PPARG,RELA,STAT3,TNF	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	cytokine	 	group	Activated	3.079	 	-0.105	3.460	7.53E-04	ANG,CD86,CSF1,CXCL3,F3,IL6,IRF1,Ly6a (includes others),Mx1,PLAU,PLAUR,PTGS2,SERPINE1,SOCS2	Ap1,IKBKB,IRF1,JUN,Jnk,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PPARG,RELA,SMAD3,STAT3,cytokine	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	AGN194204	 	chemical drug	 	-0.277	 	-0.118	0.149	7.57E-04	AEBP2,ARL4C,CAMK2D,CDK1,CYP51A1,GPR65,Gzmb,HIST1H1C,IFITM3,IL2RB,IRF1,LPL,PENK,PLIN2,SEMA4B,SPP1,STAT5B	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	lactacystin	 	chemical - protease inhibitor	Inhibited	-2.494	 	-0.060	-2.244	7.64E-04	ATP2A3,BAG3,Ccl2,CCND3,CXCR4,FOXO1,HLA-A,HSP90B1,HSPB1,IL12B,IL6,NCS1,NFE2L2,PRKCA,PTGS2,RICTOR,SH3BGRL,TNF	AKT1,Akt,Ap1,CEBPB,EGR1,ERK1/2,FOXO3,HIF1A,JUN,Jnk,NFE2L2,NFKB1,NFKBIA,NFkB (complex),NOS3,PPARG,RELA,SP1,STAT1,STAT3,lactacystin	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	GHRL	 	growth factor	 	-0.517	 	-0.036	-0.412	7.65E-04	ABCG1,FOXO1,IL1B,IL6,LPL,PTGS2,SPP1,STAR,TNF	Akt,Ap1,EGR1,ERK1/2,FASN,GHRL,Gsk3,HIF1A,JUN,LEP,NFATC1,NFATC2,NFE2L2,NFKB1,NFkB (complex),PPARG,RELA,SMAD3,SP1,SREBF1,STAT3,TP53	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	PRNP	 	other	 	1.580	 	-0.011	1.611	7.76E-04	APOE,HSP90B1,HSPA1A/HSPA1B,HSPB1,IL1B,IL6,LAMP2,PLAUR,SNAP25,TNF	1-palmitoyl-2-oleoylglycero-3-phosphoglycerol,AR,Ap1,CBL,FOXO3,HIF1A,ITGB1,JUN,JUND,MAPK8,NFATC1,NFE2L2,NFKB1,NFKBIA,NFkB (complex),Nr1h,PPARG,PRNP,RELA,SREBF1,STAT3,cholesterol	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	ADRB3	 	g-protein coupled receptor	 	1.299	 	-0.085	1.488	7.76E-04	Ccl2,IL1B,IL6,PTGS2,TNF	ADRB3,Ap1,CEBPB,EGR1,ERK1/2,JUN,NFE2L2,NFKB1,NFkB (complex),NOS3,P38 MAPK,PI3K (complex),RELA,SMAD3,SP1,STAT1,STAT3,norepinephrine	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	CEP-1347	 	chemical drug	 	-1.329	 	0.076	-1.497	7.76E-04	Ccl2,IL6,PLAU,PTGS2,TNF	Ap1,CEP-1347,FOS,JUN,JUND,Jnk,MAPK8,NFATC1,NFKB1,NFkB (complex),P38 MAPK,PPARG,RELA,SMAD3,SP1,STAT3,prostaglandin E2	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	CYP2E1	 	enzyme	 	1.446	 	-0.104	1.675	7.76E-04	Ccl2,IL6,NCF1,PTGS2,TNF	Ap1,CEBPB,CYP2E1,Creb,D-glucose,HIF1A,NFE2L2,NFKB1,NFKBIA,NFkB (complex),PPARA,PPARD,PPARG,RELA,SP1,SREBF1,STAT3,acetaminophen,ethanol,fatty acid,oleic acid	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	GDF15	 	growth factor	 	 	 	 	 	7.76E-04	IL6,PLAU,PLAUR,SERPINE1,TNF	Ap1,EGFR,EGR1,ERBB2,ERK1/2,ESR2,FOS,GDF15,HIF1A,JUN,MYC,NFKBIA,NFkB (complex),PLAU,RELA,SP1,STAT1,STAT3,TP53,TP73	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	LY6E	 	other	 	-0.492	 	0.000	-0.492	7.76E-04	CD274,IL1B,IL6,SERPINE1,TNF	Ap1,CBL,LY6E,NFKB1,NFkB (complex),NR3C1,PTPN6,RELA,SMAD3,SMAD4,SMAD7,SP1,STAT3,YAP1,epinephrine	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	NTN1	 	other	 	-1.308	 	0.082	-1.489	7.76E-04	Ccl2,CXCL2,IL6,PTGS2,TNF	Ap1,CBL,EGR1,ERK1/2,FYN,HIF1A,JUN,Jnk,NFATC2,NFE2L2,NFKB1,NFKBIA,NFkB (complex),NTN1,PPARG,PTPN6,RAC1,RELA,SP1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	PTAFR	 	g-protein coupled receptor	 	0.536	 	-0.072	0.693	7.76E-04	CXCL2,IL1B,IL6,PTGS2,TNF	ARRB2,Ap1,FOSL2,Ige,JAK2,JUN,Mapk,NFATC2,NFKB1,NFKBIA,NFkB (complex),P38 MAPK,PPARG,PTAFR,RELA,SMAD3,SP1,STAT1,STAT2,STAT3,TP53	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	RARRES2	 	transmembrane receptor	 	-1.342	 	-0.008	-1.324	7.76E-04	Ccl2,CXCL2,IL1B,IL6,TNF	Ap1,CEBPA,CEBPB,CXCL2,Ca2+,ESR1,ESR2,IL1B,JUN,NFKB1,NFkB (complex),RARRES2,RELA,SP1,STAT3,TNF,beta-estradiol	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	S-(2,3-bispalmitoyloxypropyl)-cysteine-GDPKHPKSF	 	chemical reagent	 	1.296	 	-0.106	1.527	7.76E-04	CD86,CXCL10,IL6,PTGS2,TNF	Akt,Ap1,CXCL3,Creb,HIF1A,IL1B,IL6,JUN,NFE2L2,NFKB1,NFKBIA,NFkB (complex),PPARG,RELA,S-(2,3-bispalmitoyloxypropyl)-cysteine-GDPKHPKSF,SP1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	butaprost	 	chemical drug	 	1.475	 	-0.015	1.508	7.76E-04	IL1B,IL23A,IL6,PTGS2,TNF	Ap1,BRCA1,CEBPB,CREBBP,Creb,EGR1,EP300,ESR2,GSK3B,HDAC3,JUN,NCOA2,NFAT (complex),NFATC1,NFKB1,NFkB (complex),PPARG,PTGER2,RELA,STAT3,TAC1,TP53,butaprost,cyclic AMP	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	creatine	 	chemical - endogenous mammalian	Inhibited	-2.000	 	0.058	-2.117	7.76E-04	CXCL10,CXCL2,CXCL3,Cxcl9,TLR7	NFKB1,NFkB (complex),P38 MAPK,RELA,SMAD3,STAT3,creatine	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	cyclooxygenase	 	group	 	1.172	 	-0.106	1.406	7.76E-04	IGF1,IL6,PTGS2,Retnla,RGS2	Ap1,Creb,EGR1,FOS,IL6,JUN,NFKB1,NFKBIA,NFkB (complex),NR1H3,PPARG,PTGS2,RELA,RXRA,SMAD3,SREBF1,STAT3,arachidonic acid,cyclic AMP,cyclooxygenase,prostaglandin E2	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	dasatinib	 	chemical drug	 	1.109	 	0.030	1.042	7.76E-04	CXCL10,Cxcl11,Cxcl9,FN1,IL12B	Ap1,CASP8,CEBPA,ERK,HMGB1,IL6,IRF3,JUN,NFKB1,NFKBIA,NFkB (complex),NPM1,PPARG,REL,RELA,SMAD3,STAT3,SYK,TNF,dasatinib	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	nickel	 	chemical toxicant	 	0.447	 	-0.088	0.644	7.76E-04	CD86,CRLF2,IL1RN,SERPINE1,TFAM	NFKB1,NFkB (complex),P38 MAPK,RELA,SMAD3,STAT3,nickel	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	TWIST1	 	transcription regulator	 	0.614	 	-0.045	0.784	7.91E-04	ALCAM,APOD,AXL,Ccl2,FN1,FOXO1,IL1B,IL6,LALBA,NCAM1,SDC3,SPP1,TBX21,THBS2,TNF,VEGFA	Ap1,BCL2,CBL,CREBBP,Creb,EGR1,EP300,HIF1A,JUN,MYC,NFkB (complex),PGR,RELA,SP1,SRC (family),STAT3,TP53,TP73,TWIST1,cyclic AMP	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	ANGPT2	 	growth factor	 	1.778	 	-0.098	2.176	8.15E-04	ARL4C,Ccl2,CYBB,FN1,GSK3B,HDAC4,HSPA1A/HSPA1B,IL1B,IL6,JMJD6,NCF1,NR3C2,OLR1,PLAU,PTGS2,SERPINE1,THBS2,TMEM41B	AGTR1,ANGPT2,ARRB2,Ap1,JUN,Jnk,NADPH oxidase,NFkB (complex),NR3C1,NR3C2,PPARG,PPARGC1A,RELA,SP1,TP53,aldosterone	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	hydrocortisone	 	chemical - endogenous mammalian	 	-0.926	 	-0.018	-0.863	8.17E-04	CCND3,CD86,CDK1,CXCR4,FN1,HGF,IGF1,IL1B,IL6,LALBA,LPL,PTGS2,SERPINE1,TNFAIP2	AGT,Ap1,EGF,EGR1,ESR2,IGF1,IGF2,JUN,Jnk,NFkB (complex),PPARG,RELA,SP1,STAT3,TP53,estrogen receptor,hydrocortisone	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	N(G)-monomethyl-D-arginine	 	chemical - endogenous mammalian	 	-1.029	 	-0.005	-1.017	8.41E-04	CXCL3,IL12B,PLAUR,PTGS2,TNF,VEGFA	Ap1,CEBPB,EGR1,ERK1/2,HIF1A,JUN,N(G)-monomethyl-D-arginine,NFATC1,NFE2L2,NFKB1,NFkB (complex),NOS2,NOS3,RELA,SP1,STAT1,STAT3,nitric oxide,norepinephrine	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	ATF4	 	transcription regulator	 	0.320	 	-0.117	0.730	8.49E-04	AREG,EIF2S2,FN1,HSP90B1,IL6,LALBA,LGALS3,PENK,PSAT1,PTGS2,SERPINF1,SLC1A4,SLC6A9,SLC7A1,SLC7A5,VEGFA	ATF4,Creb,NFE2L2,NFKB1,NFkB (complex),RELA,SMAD3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	nitrofurantoin	 	chemical drug	 	1.635	 	-0.017	1.703	8.49E-04	ANXA5,APOE,CAPN2,CXCL10,CXCL3,DBI,GAS5,GPNMB,IGF1,IL1B,IL6,LGALS3,LIPC,LOX,SPP1,VEGFA	 	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	PP2/AG1879 tyrosine kinase inhibitor	 	chemical - kinase inhibitor	Inhibited	-3.112	 	0.082	-3.366	8.69E-04	CXCL16,FN1,IL1B,IL6,NCF1,PLAU,PTGS2,SERPINE1,SPP1,VEGFA	AR,Ap1,CBL,EGR1,ERK1/2,ESR1,ESR2,FOS,FOXO3,HIF1A,ITGB1,JUN,NFATC2,NFkB (complex),PP2/AG1879 tyrosine kinase inhibitor,PPARG,RAS,RELA,SP1,STAT3	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	HMGB1	 	transcription regulator	Activated	2.402	 	-0.099	2.689	8.69E-04	CD274,CD86,CXCL3,HLA-G,IFIT1,IL1B,IL6,PTGS2,TNF	E. coli lipopolysaccharide,HIF1A,HMGB1,IL10,IL1A,IRF1,IRF3,IRF5,IRF7,NFE2L2,NFKB1,NFKBIA,NFkB (complex),RELA,SMAD3,STAT1,STAT3,TLR3,TLR9	
R62_12wk_Cd11b_Multiprobe - 2019-10-20 07:00 PM	 	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate	 	chemical - endogenous non-mammalian	Activated	2.000	 	-0.136	2.272	8.76E-04	IL6,OSM,TNF,TNFSF10	 	
