© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Microarray_Final->Q175_12mo_Cd11b_Multiprobe - 2019-10-20 07:16 PM
Workspace	My Projects
Project	hdMouse_Microarray_Final
Analysis	Q175_12mo_Cd11b_Multiprobe - 2019-10-20 07:16 PM
Date	Sun Oct 20 16:16:24 PDT 2019
Analysis ID	18426090

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Mouse Genome 430 2.0 Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hdMouse_Microarray_Final->Q175_12mo_Cd11b_Multiprobe - 2019-10-20 07:16 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	upper gastrointestinal tract cancer	Upper gastrointestinal tract cancer	1.61E-06	 	 	 	 	SEZ6,CDH2,KIAA1217,SOX8,DPYS,THRA,EFNA5,NCAM2,THSD7A,PHLDB2,GALM,PLEKHH1,LRRC4,BMP4,CARD6,KIF6,OTUD7A,CCDC85A,ZNF536,GRIA4,NFASC,SPP1,OMG,DLG2,CADPS,SPOCK1,CNTN3,MAST4,ALCAM,CDX1,PTK2,AR,LGI3,GRID2,BCL11A,RDH10,MSRB3,ELAVL3,NAP1L5,DDC,MPDZ,IFIT2,SPTBN1,PCDH10,SCG5,SASH1,INF2,PCDH17,CDH11,TACSTD2,FOXO1,AKAP6,CDH13,RELN,GRK4,UCHL1,CD3G,ROBO1,PLAT,BCHE,NALCN,RALYL,VAT1,IGF2R,KLF3,TM4SF1,MYO5A,CNTN1,MDGA2,MYO6,CD109,DPYD,APOE,ADAMTSL1,AXL,TAFA5,PAM,FILIP1L,PARD3,TUBB3,NCKAP5,AMPH,SNX16,ZDHHC2,PCDHB14,MYCL,SMG8,NID1,MYH14,SYK,INSC,OTUD7B,PRICKLE2,FLT1,PCDH15,PDE1C,NUDT11,FAT1,CIITA,COL4A1,ARHGEF10,EHD3,GRIK2,SLC44A1,SLITRK5,UBFD1,COL1A2,SORCS1,DDHD1,DOCK3,SEMA3D,RHOJ,ANK3,FIGN,PXDN,DYNC1I1,BHLHE22,CACNA2D1,CSPG4,CXCL14,INSIG2,ITGB4,SYT9,SLITRK1,SESTD1,SORBS3,ASXL3,FGF1,SEMA3E,MPPED2,VLDLR,DSP,PLXNC1,AXIN1,NQO1,MAMDC2,BICD1,CIP2A,ATP9A,PLEKHG1,MYO1D,GRIA2,SLC45A3,NLGN3,ZNF704,TANC1,ARHGEF18,LAMA2,MAOA,COBLL1,CTTN,JPH4,JAG1,ITGAX,GPNMB,CDC20,PDCD1,GOT1L1,EML1,NFAM1,POSTN,SNRPN,ARFGEF3,TMEM132D,ME1,KIF1A	166	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities	upper gastrointestinal carcinoma	Upper gastrointestinal carcinoma	1.76E-06	 	 	 	 	SEZ6,CDH2,KIAA1217,SOX8,DPYS,THRA,EFNA5,NCAM2,THSD7A,PHLDB2,GALM,PLEKHH1,LRRC4,BMP4,CARD6,KIF6,OTUD7A,CCDC85A,ZNF536,GRIA4,NFASC,SPP1,OMG,DLG2,CADPS,SPOCK1,CNTN3,MAST4,ALCAM,PTK2,AR,LGI3,GRID2,BCL11A,RDH10,MSRB3,ELAVL3,NAP1L5,MPDZ,SPTBN1,PCDH10,SCG5,SASH1,INF2,PCDH17,CDH11,TACSTD2,FOXO1,AKAP6,CDH13,RELN,GRK4,UCHL1,CD3G,ROBO1,PLAT,BCHE,NALCN,RALYL,VAT1,IGF2R,KLF3,TM4SF1,MYO5A,CNTN1,MDGA2,MYO6,CD109,DPYD,APOE,ADAMTSL1,AXL,TAFA5,PAM,FILIP1L,PARD3,TUBB3,NCKAP5,AMPH,SNX16,ZDHHC2,PCDHB14,SMG8,NID1,MYH14,SYK,INSC,OTUD7B,PRICKLE2,FLT1,PCDH15,PDE1C,NUDT11,FAT1,CIITA,COL4A1,ARHGEF10,EHD3,GRIK2,SLC44A1,SLITRK5,UBFD1,COL1A2,SORCS1,DDHD1,DOCK3,SEMA3D,RHOJ,ANK3,FIGN,PXDN,DYNC1I1,BHLHE22,CSPG4,CXCL14,INSIG2,ITGB4,SYT9,SLITRK1,SESTD1,SORBS3,ASXL3,FGF1,SEMA3E,MPPED2,VLDLR,DSP,PLXNC1,AXIN1,NQO1,MAMDC2,BICD1,CIP2A,ATP9A,PLEKHG1,MYO1D,GRIA2,SLC45A3,NLGN3,ZNF704,TANC1,ARHGEF18,LAMA2,MAOA,COBLL1,CTTN,JPH4,JAG1,ITGAX,GPNMB,CDC20,PDCD1,GOT1L1,EML1,NFAM1,POSTN,SNRPN,ARFGEF3,TMEM132D,ME1,KIF1A	161	
Cellular Development	differentiation	Differentiation of nervous system	2.21E-06	Increased	2.787	bias	1.324	CDH2,FGF1,CREB1,SOX8,INSM1,ELAVL3,TUBB3,GPC1,THRA,AXIN1,EFNA5,DNER,MAG,SNAI1,NLGN1,LRRC4,BMP4,IL1RAP,PLAGL1,PCDH15,NLGN3,ZNF536,IL1RAPL1,Nes,EN2,FOXO1,NKX2-2,Ptprd,RELN,TRPC4,WNT3,JAG1,NFIB,TGFB2,BCHE,SOCS2,PTK2,IGF1,ANK3,DIXDC1,SOX10,CNTN1,MYO6,BHLHE22,GRID2,TENM4,NCKAP1	47	
Behavior	cognition	Cognition	2.99E-06	Increased	2.374	bias	0.816	SEZ6,NDN,CREB1,VLDLR,THRA,B3GAT1,AMPH,MAG,PAK5,WASF1,PAK3,FYN,NLGN1,CPT1C,SLC6A8,GRIA2,MAP1A,NLGN3,GRIA4,EN2,NFASC,TANC1,MAOA,Ptprd,FOXB1,RELN,UNG,UCHL1,JPH4,GRIK2,ADRB1,PLAT,BCHE,S100B,PDCD1,IGF1,IGF2R,ANK3,TMOD2,SYNPO,Nedd4,GRID2,CADPS2,APOE,KIF1A	45	
Cell Morphology	morphology	Morphology of cellular protrusions	3.11E-06	 	 	 	 	SEZ6,RUFY3,GJB1,PARD3,EGLN3,PCYT1B,MAG,PAK5,GDAP1,MYH14,KLC1,MAP1A,PCDH15,NFASC,OMG,CTTN,ROBO1,SERPINA3,PTK2,IGF1,DIXDC1,AR,MYO5A,CNTN1,MYO6,Nedd4,GRID2,CADPS2,APOE,TENM4,PFN2,MSRB3	32	
Cellular Movement	migration	Migration of cells	3.27E-06	Increased	3.397	bias	0.548	CDH2,LOX,RUFY3,SOX8,CD72,GUCY1B1,THRA,CEACAM1,EFNA5,SH3PXD2B,GUCY1A1,PAK3,DIP2A,F2R,BMP4,LINC00461,ARNT,SPP1,ALCAM,NAALADL2,CFHR1,SERPINA3,CDX1,PTGER4,PTK2,IGF1,KANK1,AR,BANP,CADPS2,NDN,EFS,INSM1,OSBPL5,GPC1,PCSK6,LIMCH1,B3GAT1,IFIT2,EPB41L4B,MAG,SNAI1,FYN,STON1,MXD1,BCAR3,SASH1,RAP2B,Nes,CDH11,TACSTD2,FOXO1,VASH2,CDH13,RELN,TMEFF2,SSBP1,CDK7,ROBO1,PLAT,IGF2R,TM4SF1,CNTN1,IL25,CSF1,XBP1,APOE,CCNA2,AXL,CLEC10A,BHLHE40,GJB1,MRAS,TSPAN15,EGLN3,USP18,ADGRG3,SYK,FLT1,PCDH15,CNN3,FAT1,CIITA,CD3E,COL4A1,ATAT1,CYP2J2,TGFB2,COL1A2,S100B,DOCK3,SEMA3D,KCNK9,SOX10,FIGN,APBB2,ADGRF5,ANKRD28,CSPG4,FRMD5,LURAP1,CXCL14,ITGB4,CLEC7A,SORBS3,FGF1,SEMA3E,SP7,VLDLR,DSP,DDR1,PLXNC1,SYNM,NQO1,SH3RF1,FZD7,WASF1,CIP2A,CAPG,LY96,GRIA2,PLAGL1,LAMA2,CTTN,JAG1,TNFSF14,ANXA5,ITGAX,GPNMB,ADGRL3,PDCD1,POSTN,Retnla,PHACTR1,MCAM,NCKAP1	136	
Cellular Assembly and Organization	organization	Organization of plasma membrane	3.29E-06	 	 	 	 	CDH13,CDH2,SEMA3E,DSP,ADGRL3,PAK3,ANK3,SPTBN1,CADM2,CDH6,MYO5A,NLGN1,LRRC4,Nedd4,APOE,NLGN3,NFASC,CDH11,SLITRK1	19	
Cancer, Hematological Disease, Organismal Injury and Abnormalities	mature lymphocytic neoplasm	Mature lymphocytic neoplasm	3.57E-06	 	 	 	 	CTSK,LRRN3,XRCC3,SPP1,ANKLE2,FERMT2,PTGER4,SOCS2,IGF1,LGI3,NXPE4,NFE2L3,CFP,BCL11A,RDH10,KCNC2,GNPTAB,ARHGEF15,NDN,STXBP6,B3GAT1,MPDZ,IFIT2,CRELD2,FYN,PCDH10,SASH1,PCDH17,CDH11,FOXO1,RELN,ITIH5,CD3G,ADRB1,ROBO1,BCHE,NALCN,AFAP1L2,SMOC1,IGF2R,KLF3,MDGA2,TSC22D1,DPYD,XBP1,APOE,ADAMTSL1,DNM3,ATP6V0D2,FILIP1L,BCL2L13,TUBB3,AMPH,DNER,SNX16,NID1,SYK,INSC,CLDN14,MAPK8IP1,OTUD7B,FLT1,PRICKLE2,PCDH15,FAT1,CIITA,CD3E,COL4A1,LAD1,NFIB,TGFB2,COL1A2,SORCS1,SEMA3D,PXDN,ANKH,DYNC1I1,TNFRSF13C,CXCL14,ITGB4,RFTN1,ASXL3,SEMA3E,DSP,AXIN1,FZD7,STIP1,LYPLA1,HIP1,TANC1,CTTN,ANXA5,ITGAX,CDC20,PDCD1,SEC24D,POSTN,TMEM132D,MCAM,CAVIN2	100	
Cancer, Organismal Injury and Abnormalities	malignant neoplasm of aerodigestive tract	Malignant neoplasm of aerodigestive tract	3.90E-06	 	 	 	 	SEZ6,CDH2,SOX8,DPYS,THRA,EFNA5,NCAM2,THSD7A,PHLDB2,GALM,PLEKHH1,LRRC4,BMP4,CARD6,KIF6,OTUD7A,CCDC85A,ZNF536,GRIA4,SPP1,OMG,CADPS,PCDH11X,CNTN3,MAST4,AHI1,CDX1,PTK2,AR,BCL11A,RDH10,ARHGEF15,NAP1L5,MPDZ,IFIT2,MAG,PCDH10,KIAA0408,SCG5,SASH1,INF2,PCDH17,CDH11,DSCAML1,TACSTD2,VASH2,AKAP6,CDH13,ITIH5,UCHL1,ROBO1,BCHE,NALCN,VAT1,RABGAP1L,TM4SF1,MYO5A,CNTN1,MDGA2,IL25,DPYD,ADAMTSL1,AXL,TAFA5,FILIP1L,PARD3,TUBB3,AMPH,MYCL,NID1,KIAA1147,MYH14,SYK,INSC,OTUD7B,CPT1C,FLT1,PCDH15,NUDT11,FAT1,CIITA,COL4A1,PLCB4,GRIK2,SLC44A1,SLITRK5,UBFD1,COL1A2,SORCS1,DOCK3,SEMA3D,RHOJ,KIF26A,ANK3,FIGN,PXDN,DYNC1I1,BHLHE22,CACNA2D1,CXCL14,ITGB4,SLITRK1,FGF1,MPPED2,DSP,PLXNC1,AXIN1,NQO1,MAMDC2,BICD1,CIP2A,PLEKHG1,GRIA2,SLC45A3,TANC1,LAMA2,MAOA,COBLL1,CTTN,JPH4,JAG1,ITGAX,GPNMB,CDC20,PDCD1,POSTN,SYNPO,ARFGEF3,ME1,KIF1A	130	
Embryonic Development, Organismal Development	development	Development of head	3.90E-06	Increased	2.991	bias	1.341	CDH2,ST8SIA1,CTSK,PARD3,SOX8,EGLN3,THRA,DKK2,SH3PXD2B,EFNA5,BFSP2,NCAM2,GUCY1A1,DNER,NID1,BMP4,PCDH15,EN2,PGAP1,NKX2-2,Ptprd,CD3E,COL4A1,ATAT1,PLCB4,AHI1,NFIB,TGFB2,SLITRK5,PTK2,IGF1,ANK3,SOX10,DIXDC1,APBB2,BHLHE22,CSPG4,CXCL14,INSIG2,RDH10,ITGB4,GNPTAB,FGF1,SEMA3E,FAM20C,CREB1,VLDLR,DSP,GPC1,DDR1,AXIN1,STIP1,SPTBN1,SNAI1,FYN,HIP1,BCAR3,IL1RAPL1,DSCAML1,FOXO1,MAOA,FOXB1,RELN,TMEM108,WNT3,JAG1,PACSIN1,ROBO1,SMOC1,EML1,TM4SF1,POSTN,NKD1,MYO5A,CNTN1,RDH12,MYO6,CSF1,APOE,AXL,KIF1A	81	
Nervous System Development and Function	development	Development of central nervous system	4.13E-06	Increased	3.600	bias	1.797	CDH2,GJB1,ST8SIA1,PARD3,SOX8,THRA,EFNA5,DNER,BMP4,EN2,ANKLE2,NKX2-2,Ptprd,TRPC4,CD3E,COL4A1,ATAT1,PLCB4,AHI1,NFIB,SLITRK5,S100B,PTK2,IGF1,ANK3,DIXDC1,SOX10,APBB2,BHLHE22,RDH10,NDN,CREB1,VLDLR,GPC1,MAG,STIP1,SPTBN1,FYN,ZPR1,NLGN3,IL1RAPL1,DSCAML1,FOXO1,LAMA2,MAOA,FOXB1,RELN,TMEM108,ROBO1,EML1,MYO5A,CNTN1,APOE,TENM4,AXL,KIF1A,NCKAP1	57	
Cancer, Organismal Injury and Abnormalities, Reproductive System Disease	genital tumor	Genital tumor	4.49E-06	 	0.055	 	0.352	SEZ6,KIAA1217,CTSK,DPYS,HID1,GUCY1A1,INTS8,PANK1,PLEKHH1,LRRN3,PLEKHA8,KIF6,HUNK,NFASC,SPP1,CADPS,FERMT2,ZNF354B,SPOCK1,DHX58,AP3B2,ACPP,NAALADL2,SERPINA3,PSD2,KLHDC8A,PTGER4,PTK2,AR,PGBD5,SLC52A3,RALGPS2,CFP,BCL11A,TMEM205,AGPAT4,MSRB3,KCNC2,GNPTAB,ELAVL3,INSM1,SULF2,STXBP6,MBOAT2,PPP2R3A,RTP4,MAP1A,BCAR3,SASH1,PCDH17,TOX3,TACSTD2,DSCAML1,AKAP6,CDH13,RELN,TMEM108,GRK4,ITIH5,CDK7,ADRB1,PLAT,IGF2R,KLF3,MYO5A,ATP10B,MYO6,CSF1,KCNK6,NKAIN1,ADAMTSL1,PFN2,DNM3,CHST15,TAFA5,BHLHE40,GJB1,PARD3,TUBB3,RAI2,TMEM163,SLC35F1,MYCL,KIAA1147,MAPK8IP1,CPT1C,SYT11,PDE1C,PTPDC1,PGAP1,SEPT8,LDLRAD3,COL4A1,B3GALT1,GRIK2,SLC44A1,KIF26A,RHOJ,CASKIN2,PXDN,CACNA2D1,TMEM59L,CSPG4,SLITRK1,C20orf194,ASXL3,FGF1,SEMA3E,MPPED2,USP54,PLXNC1,PCYT1B,ZC3H6,MAMDC2,FZD7,ASB11,DNAH11,ATP9A,PLEKHG1,HIP1,USP24,TANC1,ANXA5,GPNMB,PDCD1,EML1,NKD1,CLIP3,POSTN,RDH12,ARFGEF3,TMEM132D,ZNF189,TMEM273,CAVIN2,CDH2,LOX,CEACAM1,EFNA5,NCAM2,THSD7A,GALM,PHLDB2,DIP2A,GZMK,F2R,GSTM2,KLC1,OTUD7A,ARNT,CCDC85A,ZNF536,GRIA4,DLG2,MPP2,CNTN3,PCDH11X,MAST4,ALCAM,PKIA,SERBP1,SOCS2,IGF1,FMN1,KANK1,LGI3,NXPE4,NFE2L3,GRID2,SLC36A4,BANP,CADPS2,RDH10,ARHGEF15,ENTPD1,GNB4,NDN,CREB1,ATP6V0E2,GPC1,NAP1L5,PCSK6,LIMCH1,MPDZ,IFIT2,RBMX,MAG,SPTBN1,CDH6,FYN,PCDH10,RFTN2,STON1,IL1RAP,RAP2B,IL1RAPL1,INF2,CDH11,FOXO1,AFTPH,UCHL1,ASPRV1,ROBO1,MFSD6,CASQ1,NALCN,AFAP1L2,RABGAP1L,ACOT7,TM4SF1,ACY3,CNTN1,ARIH2,MDGA2,TSC22D1,CD109,DPYD,XBP1,CDK18,APOE,CCNA2,AXL,PSAT1,PAM,FILIP1L,GNG11,TRIB3,NCKAP5,AMPH,DUSP26,USP18,DNER,ADAMTS2,KCNA6,NID1,SCRN1,MYH14,INSC,OTUD7B,FLT1,PCDH15,TRIM65,RTKN,EN2,FAT1,CIITA,ELOVL7,TRPC4,LAD1,ARHGEF10,EHD3,PLCB4,COL1A2,SORCS1,S100B,DDHD1,DOCK3,SEMA3D,P4HA1,KCNK9,ANK3,FIGN,DIXDC1,MFSD11,APBB2,KIF1B,ANKRD28,LRCH2,DYNC1I1,MYO1E,MAP6,FRMD5,LURAP1,CXCL14,ITGB4,FAM20C,DSP,VLDLR,DDR1,AXIN1,SYNM,WASF1,BICD1,CIP2A,LY96,NLGN1,MYO1D,GRIA2,SLC45A3,GPR153,PLAGL1,NLGN3,ARHGEF18,LAMA2,MAOA,NPDC1,COBLL1,WNT3,JPH4,JAG1,CENPH,ZNF507,ITGAX,CDC20,GOT1L1,SEC24D,SYNPO,PHLDB1,MCAM,ME1,KIF1A	311	
Cellular Development, Cellular Growth and Proliferation, Nervous System Development and Function, Tissue Development	growth	Growth of neurites	4.62E-06	Increased	2.762	bias	0.714	CDH2,GJB1,FGF1,NDN,CREB1,VLDLR,MRAS,DDR1,NCAM2,DNER,MAG,PAK5,NINJ2,GDAP1,SPTBN1,SYK,FKBP5,NLGN1,BMP4,FLT1,ZPR1,PTPDC1,RTKN,OMG,LAMA2,MAOA,RELN,ROBO1,PLAT,SOCS2,S100B,DOCK3,KIF26A,SEMA3D,IGF1,TMOD2,DIXDC1,AR,APBB2,KIF1B,Nedd4,CSF1,APOE,PFN2	44	
Cellular Growth and Proliferation	outgrowth	Outgrowth of cells	4.99E-06	Increased	3.044	bias	0.854	CDH2,NEXMIF,GJB1,FGF1,NDN,CREB1,VLDLR,MRAS,DDR1,NCAM2,DNER,MAG,PAK5,NINJ2,GDAP1,SPTBN1,F2R,FKBP5,NLGN1,BMP4,FLT1,RTKN,OMG,LAMA2,RELN,ROBO1,COL1A2,PLAT,SOCS2,S100B,DOCK3,KIF26A,SEMA3D,IGF1,AR,APBB2,KIF1B,CSF1,APOE,CXCL14,PFN2	41	
Cancer, Gastrointestinal Disease, Organismal Injury and Abnormalities, Tumor Morphology	progression	Progression of stomach tumor	6.04E-06	 	 	 	 	COL1A2,APOE,SPP1,CXCL14	4	
Cell-To-Cell Signaling and Interaction, Nervous System Development and Function	long-term potentiation	Long-term potentiation	6.93E-06	 	1.631	 	0.465	CDH2,CREB1,VLDLR,B3GAT1,GUCY1A1,STIP1,WASF1,PAK3,FYN,NLGN1,GRIA2,NLGN3,GRIA4,CDH11,OMG,MPP2,RELN,Ptprd,JPH4,ADRB1,GRIK2,PLAT,S100B,PTK2,IGF2R,SYNPO,MAP6,APOE	28	
Behavior	learning	Learning	8.21E-06	Increased	2.131	bias	0.612	SEZ6,NDN,CREB1,VLDLR,THRA,B3GAT1,AMPH,PAK5,WASF1,PAK3,FYN,NLGN1,CPT1C,SLC6A8,GRIA2,MAP1A,NLGN3,GRIA4,EN2,NFASC,TANC1,MAOA,Ptprd,FOXB1,RELN,UNG,JPH4,GRIK2,ADRB1,PLAT,BCHE,S100B,IGF1,IGF2R,TMOD2,SYNPO,Nedd4,GRID2,CADPS2,APOE,KIF1A	41	
Cell Morphology, Cellular Movement, Nervous System Development and Function	innervation	Innervation of Purkinje cells	9.03E-06	 	 	 	 	SEZ6,GRIA2,PLCB4,GRID2,DNER	5	
Hereditary Disorder, Neurological Disease, Organismal Injury and Abnormalities	hereditary polyneuropathy	Hereditary polyneuropathy	9.04E-06	 	 	 	 	ENTPD1,GJB1,GNB4,ARHGEF10,UCHL1,GJC2,DDHD1,MAG,KIF26A,GDAP1,KIF1B,CPT1C,PRICKLE2,APOE,C19orf12,INF2,KIF1A,TACSTD2	18	
Cancer, Organismal Injury and Abnormalities	melanoma	Melanoma	9.13E-06	 	1.741	 	1.428	SEZ6,KIAA1217,SOX8,CD72,DPYS,HID1,CDKL2,BFSP2,SH3PXD2B,TOX2,INTS8,PANK1,PLEKHH1,PAK3,LRRC4,LRRN3,PLEKHA8,KIF6,HUNK,NFASC,SPP1,CADPS,FERMT2,ZNF239,AP3B2,ACPP,CFHR1,TMCC2,LGI4,SERPINA3,PSD2,KLHDC8A,CDX1,PTGER4,PTK2,AR,PGBD5,ENPP6,CFP,BCL11A,AGPAT4,MSRB3,KCNC2,GNPTAB,EFS,ELAVL3,INSM1,SULF2,DDC,B3GAT1,PPP2R3A,EPB41L4B,NINJ2,SLC22A23,FKBP5,MAP1A,BCAR3,PARM1,PCDH17,TOX3,DSCAML1,AKAP6,TMEFF2,CDH13,RELN,TMEM108,GRK4,ITIH5,CD3G,PLAT,EDA2R,SMOC1,IGF2R,KLF3,MYO5A,ATP10B,MYO6,CREG2,MMRN2,CSF1,KCNK6,NKAIN1,ADAMTSL1,DNM3,CHST15,ATP6V0D2,PARD3,B9D1,TUBB3,RAI2,ZDHHC2,SLC35F1,KIAA1147,MAPK8IP1,KANSL3,CPT1C,CYP39A1,PDE1C,NUDT11,CNN3,PGAP1,NKX2-2,CD3E,COL4A1,B3GALT1,GRIK2,TGFB2,SLITRK5,KIF26A,CASKIN2,PXDN,FUT9,ACOT1,BHLHE22,CACNA2D1,CSPG4,CLEC7A,SLITRK1,C20orf194,ASXL3,SP7,SEMA3E,ST6GALNAC3,MPPED2,USP54,KLRB1,SGK2,PLXNC1,PCYT1B,TNNI1,ZC3H6,MAMDC2,FZD7,ASB11,DNAH11,GDAP1,CADM2,ATP9A,PLEKHG1,USP24,TANC1,AKAP4,PACSIN1,GPNMB,PDCD1,EML1,NIPAL4,NKD1,POSTN,SNRPN,RDH12,ARFGEF3,ZNF618,TMEM132D,ZNF189,KLHL18,TMEM273,NCKAP1,CDH2,RUFY3,LOX,FLVCR2,THRA,CEACAM1,NCAM2,THSD7A,PHLDB2,DIP2A,GZMK,F2R,CARD6,OTUD7A,ARNT,CCDC85A,ZNF536,GRIA4,XRCC3,ANKLE2,DLG2,MPP2,CNTN3,PCDH11X,MAST4,ALCAM,AHI1,IGF1,FMN1,KANK1,LGI3,RAI14,NXPE4,GRID2,LPL,CADPS2,ARHGEF15,ENTPD1,NDN,ATP6V0E2,OSBPL5,DUSP15,GJC2,NAP1L5,LIMCH1,MPDZ,IFIT2,RBMX,MORN4,MAG,SPTBN1,SNAI1,FAH,CDH6,FYN,PCDH10,STON1,IL1RAP,INF2,CDH11,SNTA1,VASH2,L3MBTL3,PIGZ,SSBP1,AFTPH,UCHL1,ASPRV1,ROBO1,CASQ1,NALCN,VAT1,GALNT6,RALYL,AFAP1L2,RABGAP1L,TM4SF1,ACY3,CNTN1,ARIH2,MDGA2,TSC22D1,CD109,DPYD,NCEH1,CDK18,AXL,GGT7,CLEC10A,PAM,FILIP1L,ST8SIA1,MRAS,DKK2,TRIB3,NCKAP5,AMPH,DNER,ENPP3,PCDHB14,ADAMTS2,KCNA6,NID1,SCRN1,MYH14,SYK,CLDN14,OTUD7B,FLT1,PRICKLE2,PCDH15,TRIM65,FAT1,CIITA,TRPC4,INTS6,LAD1,EHD3,PLCB4,NFIB,CYP2J2,ACTR3B,COL1A2,SORCS1,S100B,DOCK3,SEMA3D,P4HA1,EXOG,KCNK9,CADM4,ANK3,SOX10,TMOD2,APBB2,CCDC13,KIF1B,ANKRD28,LRCH2,ANKH,DYNC1I1,MYO1E,MAP6,FRMD5,ITGB4,SYT9,RFTN1,SORBS3,FAM20C,DSP,VLDLR,CACNB4,DDR1,AXIN1,SYNM,SH3RF1,BICD1,NLGN1,MYO1D,GRIA2,GPR153,PLAGL1,NLGN3,ZNF704,ARHGEF18,LAMA2,MAOA,NPDC1,COBLL1,WNT3,JPH4,WIPI1,JAG1,TNFSF14,HIP1R,ITGAX,MPZL3,GOT1L1,SEC24D,SYNPO,TIPIN,PHLDB1,BPGM,PHACTR1,PCBP4,MCAM,ME1,CH25H,KIF1A	347	
Cancer, Hematological Disease, Immunological Disease, Organismal Injury and Abnormalities	mature B-cell neoplasm	Mature B-cell neoplasm	9.94E-06	 	 	 	 	ATP6V0D2,FILIP1L,CTSK,TUBB3,AMPH,DNER,SNX16,NID1,SYK,INSC,CLDN14,LRRN3,MAPK8IP1,OTUD7B,FLT1,PRICKLE2,PCDH15,XRCC3,SPP1,ANKLE2,FAT1,CIITA,CD3E,NFIB,TGFB2,COL1A2,SORCS1,PTGER4,SOCS2,SEMA3D,IGF1,PXDN,LGI3,NXPE4,NFE2L3,ANKH,DYNC1I1,TNFRSF13C,CFP,BCL11A,KCNC2,RFTN1,GNPTAB,ARHGEF15,ASXL3,NDN,SEMA3E,DSP,STXBP6,AXIN1,MPDZ,IFIT2,FZD7,STIP1,CRELD2,PCDH10,LYPLA1,HIP1,SASH1,TANC1,FOXO1,RELN,ITIH5,CTTN,CD3G,ADRB1,ANXA5,ROBO1,ITGAX,BCHE,CDC20,NALCN,PDCD1,AFAP1L2,SMOC1,IGF2R,KLF3,SEC24D,POSTN,TMEM132D,MDGA2,TSC22D1,DPYD,XBP1,APOE,ADAMTSL1,CAVIN2	87	
Cell Morphology, Nervous System Development and Function, Tissue Morphology	morphology	Morphology of neurites	1.02E-05	 	 	 	 	SEZ6,RUFY3,GJB1,PARD3,EGLN3,PCYT1B,MAG,PAK5,GDAP1,MYH14,KLC1,MAP1A,NFASC,OMG,ROBO1,SERPINA3,DIXDC1,AR,CNTN1,MYO6,Nedd4,GRID2,CADPS2,APOE,TENM4,PFN2	26	
