Node	Module	Type
MYO18A	0	Gene
BRWD3	1	Gene
PRUNE2	0	Gene
GRK4	0	Gene
AMOT	3	Gene
STRADB	3	Gene
OLFM1	0	Gene
ATXN7	1	Gene
ARHGEF19	0	Gene
GPSM2	0	Gene
SLC9A3R1	0	Gene
C16orf45	0	Gene
RFX3	0	Gene
WDR62	1	Gene
REM1	0	Gene
IFT81	0	Gene
TCTN2	0	Gene
ONECUT2	0	Gene
BRK1	0	Gene
NUDCD3	0	Gene
MID1IP1	0	Gene
USP6NL	0	Gene
CEP41	0	Gene
PANK4	0	Gene
CEP350	0	Gene
FSD1	0	Gene
SMAD4	0	Gene
BFSP2	0	Gene
TBC1D7	0	Gene
MAP3K20	3	Gene
AUTS2	0	Gene
NFE2L2	1	Gene
POU3F3	1	Gene
SCN2A	1	Gene
MFGE8	1	Gene
MAGED1	1	Gene
MAN2B1	1	Gene
MIF	1	Gene
ARFGEF2	1	Gene
SHISA2	1	Gene
STAMBP	1	Gene
VPS13A	1	Gene
MADD	1	Gene
MYB	2	Gene
PLCB4	1	Gene
SCAMP5	3	Gene
ARSA	1	Gene
HSD11B1	1	Gene
PCDH15	1	Gene
DNM1	1	Gene
RXRG	1	Gene
ZIC4	1	Gene
ATG5	1	Gene
HIRA	1	Gene
SV2B	3	Gene
FRZB	1	Gene
SALL3	1	Gene
PCGF2	1	Gene
NDP	1	Gene
SLC1A4	1	Gene
CCR2	1	Gene
THAP1	1	Gene
OPTN	3	Gene
SOCS7	1	Gene
FGFRL1	1	Gene
SNPH	1	Gene
TPH2	1	Gene
STON2	1	Gene
GAL3ST1	1	Gene
SLC6A15	1	Gene
AHI1	1	Gene
KLC1	1	Gene
HDC	1	Gene
TYRO3	1	Gene
TMEM176B	1	Gene
CD2AP	0	Gene
FZR1	1	Gene
ARSG	1	Gene
Hrk	1	Gene
GPR37L1	1	Gene
ZNF521	1	Gene
ATM	1	Gene
PLCB1	1	Gene
ADCYAP1R1	1	Gene
DISP1	1	Gene
AP4E1	1	Gene
TTPA	1	Gene
CSPG4	1	Gene
ALPL	3	Gene
SLC17A6	1	Gene
Diaph2	1	Gene
PGAP1	1	Gene
DTNA	3	Gene
ATP2B2	1	Gene
PAK5	0	Gene
MANBA	1	Gene
LHX2	1	Gene
GABBR1	1	Gene
PAFAH1B1	1	Gene
CNTN6	1	Gene
NCOR1	1	Gene
PDS5B	1	Gene
PDS5A	1	Gene
CNTFR	1	Gene
GRID1	1	Gene
BAG6	1	Gene
GAD1	1	Gene
PRPF31	2	Gene
ARHGEF9	1	Gene
CBS/CBSL	1	Gene
Foxp2	1	Gene
Hnrnpa1	1	Gene
MAN2C1	1	Gene
CLCN3	1	Gene
S1PR1	1	Gene
Ncoa6	1	Gene
MAPK10	1	Gene
SNTB2	1	Gene
LPAR1	0	Gene
MMP24	1	Gene
RASA1	1	Gene
BBIP1	1	Gene
SLC4A10	1	Gene
SHC3	1	Gene
LYNX1	1	Gene
AP3M2	1	Gene
TENM2	1	Gene
AKT2	1	Gene
HPN	1	Gene
SEMA3B	1	Gene
FOXB1	1	Gene
LMNB2	1	Gene
Ank2	1	Gene
PROS1	1	Gene
CIB2	1	Gene
TCF7L1	1	Gene
STX1A	1	Gene
MEIS2	3	Gene
ABCD2	1	Gene
RPE65	1	Gene
RORA	1	Gene
NAGLU	1	Gene
RBP1	1	Gene
KRT1	1	Gene
SYNCRIP	1	Gene
CRTAC1	1	Gene
RAG1	1	Gene
ESCO2	1	Gene
MBD5	1	Gene
SLC2A8	1	Gene
EGLN3	1	Gene
HEPACAM	1	Gene
FBXO2	1	Gene
SIL1	1	Gene
ABR	1	Gene
PTPN9	1	Gene
TARDBP	1	Gene
NCS1	1	Gene
KCNA1	1	Gene
GPR37	1	Gene
ENTPD1	1	Gene
FGD4	0	Gene
TFAP2A	1	Gene
RGS7	1	Gene
DAG1	0	Gene
CACNA1C	1	Gene
DDHD2	1	Gene
ARC	3	Gene
AGT	1	Gene
MDK	1	Gene
Spg20	1	Gene
BBS7	1	Gene
ATP1A2	1	Gene
PCM1	1	Gene
PLXNC1	1	Gene
ASIC3	1	Gene
BBS2	1	Gene
IDUA	1	Gene
BHLHE22	1	Gene
SMAD1	1	Gene
RCAN1	1	Gene
SEMA5A	0	Gene
MARCKSL1	1	Gene
ENHO	1	Gene
BRINP1	1	Gene
RAB3B	1	Gene
SELENBP1	1	Gene
SGCE	1	Gene
CREBBP	1	Gene
SIN3A	3	Gene
SYNE2	1	Gene
RICTOR	1	Gene
RNF2	1	Gene
GNPTAB	1	Gene
GPM6B	1	Gene
ITPR1	1	Gene
CLCN6	1	Gene
AKAP13	1	Gene
PATZ1	1	Gene
LBX1	1	Gene
KCNJ10	1	Gene
CAMK1G	0	Gene
SYNE1	0	Gene
NGFR	0	Gene
DLG4	0	Gene
MSN	0	Gene
CTTN	0	Gene
SP4	0	Gene
CUL4B	0	Gene
PIN1	0	Gene
SRRM4	0	Gene
SIRPA	0	Gene
NLGN3	1	Gene
BCAN	0	Gene
DRD2	1	Gene
LLGL1	1	Gene
SIPA1L1	0	Gene
KIF13B	0	Gene
GRIN1	1	Gene
LRRTM3	0	Gene
MECP2	1	Gene
DAB1	1	Gene
LINGO1	0	Gene
FLOT1	0	Gene
PCDHB11	0	Gene
NCAN	0	Gene
DOCK7	0	Gene
MAP6	0	Gene
THBS2	2	Gene
NCDN	0	Gene
DIXDC1	0	Gene
GABRB3	0	Gene
S100B	0	Gene
PPP2R2C	0	Gene
ROR2	0	Gene
CPEB4	0	Gene
Dst	1	Gene
GFRA1	0	Gene
CTF1	1	Gene
PTPRZ1	0	Gene
GAS7	0	Gene
LRRTM4	0	Gene
DCDC2	0	Gene
ATRX	0	Gene
TRIM9	0	Gene
PTPRF	0	Gene
Irx5	1	Gene
UBE2V2	0	Gene
ASCL1	1	Gene
GEM	0	Gene
HES5	1	Gene
EBF3	1	Gene
TNR	0	Gene
FZD5	0	Gene
SEMA4A	0	Gene
IGSF21	0	Gene
BASP1	0	Gene
ATL1	0	Gene
CLSTN1	1	Gene
GFRA2	1	Gene
MRAS	0	Gene
SERPINF1	2	Gene
LRRC24	0	Gene
THOC2	1	Gene
NSMF	0	Gene
FAIM2	1	Gene
CAST	1	Gene
PLD2	0	Gene
Nedd4	1	Gene
SLITRK2	0	Gene
PRKCA	0	Gene
KLF7	1	Gene
CNTN1	1	Gene
ATXN2	1	Gene
TRPC1	0	Gene
OGT	1	Gene
CAMK4	1	Gene
COL4A5	0	Gene
BBS4	1	Gene
MYCBP2	1	Gene
STIM2	1	Gene
UCHL1	0	Gene
APBA1	0	Gene
FNBP1	0	Gene
TSC1	0	Gene
RTN3	0	Gene
IL1RAPL1	1	Gene
ECE1	1	Gene
SEMA7A	0	Gene
SEPT11	0	Gene
NKX6-1	1	Gene
DSCAM	0	Gene
POU3F2	1	Gene
SPTBN1	0	Gene
ADGRB2	0	Gene
FLRT1	0	Gene
NDN	1	Gene
TNK2	0	Gene
CADPS2	1	Gene
HTR6	0	Gene
MRTFB	0	Gene
VAMP7	0	Gene
LRRTM1	0	Gene
SLITRK6	0	Gene
POU4F1	1	Gene
NLGN2	0	Gene
FZD9	0	Gene
CAPRIN1	0	Gene
RTN4	0	Gene
ATF6	0	Gene
ZFYVE27	0	Gene
CHRNA7	0	Gene
Mturn	0	Gene
STK38L	0	Gene
Ptprd	0	Gene
RAPGEF2	0	Gene
OMG	0	Gene
LRP6	1	Gene
PIP5K1A	0	Gene
HS6ST1	0	Gene
FBXO45	1	Gene
AGTPBP1	0	Gene
STAU2	0	Gene
DOK7	0	Gene
NCAM2	0	Gene
HPRT1	0	Gene
SLC11A2	0	Gene
CAMSAP2	0	Gene
CNR1	0	Gene
RUFY3	0	Gene
TRIM46	0	Gene
SHC1	0	Gene
LRRC4B	0	Gene
SEZ6L2	0	Gene
PRKAA2	0	Gene
FCGR2B	0	Gene
DAGLA	0	Gene
ADGRL3	0	Gene
EPHA7	1	Gene
OPHN1	1	Gene
RGMA	0	Gene
LMNB1	0	Gene
SH3GL2	1	Gene
Cux1	0	Gene
KALRN	1	Gene
CUX2	0	Gene
MAPT	1	Gene
IL11	2	Gene
SYN2	1	Gene
AKTIP	1	Gene
NEFL	0	Gene
PCYT1B	0	Gene
CACNA1S	0	Gene
S1PR2	3	Gene
SLITRK1	0	Gene
SCN4B	0	Gene
EFHD1	0	Gene
STMN3	0	Gene
SLIT2	0	Gene
PLPPR5	0	Gene
SYNGAP1	0	Gene
VSTM5	0	Gene
PPP1R9A	0	Gene
ROBO2	1	Gene
KIRREL3	0	Gene
STXBP5	0	Gene
TNN	0	Gene
EFNA3	0	Gene
ANGPT1	0	Gene
FUT8	0	Gene
ADCY3	0	Gene
RND1	0	Gene
DLGAP3	0	Gene
LRP8	1	Gene
USP21	0	Gene
LRTM2	0	Gene
SULF1	0	Gene
NR2E1	1	Gene
SIX4	0	Gene
PARD3	1	Gene
NRCAM	1	Gene
NEUROG2	1	Gene
ADORA2A	1	Gene
RAC1	0	Gene
RALA	0	Gene
PAX6	1	Gene
SLITRK4	0	Gene
CACNG2	0	Gene
BAIAP2	0	Gene
SRCIN1	0	Gene
PLXNA4	1	Gene
NRXN1	0	Gene
TOR1A	0	Gene
VASP	0	Gene
ITSN1	0	Gene
FGFR3	1	Gene
EFNA2	1	Gene
GRM5	1	Gene
MDGA1	0	Gene
CLMN	0	Gene
EFNA1	0	Gene
NTRK3	0	Gene
HAP1	1	Gene
ZBTB18	1	Gene
GJB2	0	Gene
DLX2	1	Gene
OXTR	0	Gene
GABPA	0	Gene
NR1D1	3	Gene
ATP8A2	0	Gene
GNAO1	0	Gene
FEZF2	1	Gene
CYR61	0	Gene
SARM1	0	Gene
HOXA1	1	Gene
ATCAY	0	Gene
ATP7A	0	Gene
BECN1	1	Gene
ENAH	0	Gene
CDK5R2	1	Gene
NECTIN1	0	Gene
MAPK9	0	Gene
SDK2	0	Gene
PIP5K1C	0	Gene
SLITRK3	0	Gene
GRM4	0	Gene
LRRC4	0	Gene
LRRN3	0	Gene
SNCA	1	Gene
RIT2	0	Gene
STX3	0	Gene
ENC1	0	Gene
MID1	1	Gene
FAM107A	0	Gene
METRN	0	Gene
UHMK1	0	Gene
SYNDIG1	0	Gene
AGER	1	Gene
SEZ6	0	Gene
EIF4EBP2	1	Gene
WWTR1	3	Gene
USF2	3	Gene
TUBA4A	3	Gene
TSPAN5	2	Gene
Tnfrsf22/Tnfrsf23	2	Gene
TNFRSF12A	0	Gene
TCF19	2	Gene
TBXT	2	Gene
SLC27A1	3	Gene
SFRP5	2	Gene
S100A6	2	Gene
S100A3	2	Gene
RPS6KA3	0	Gene
RASA3	2	Gene
PRKAR1B	1	Gene
PLCG1	1	Gene
NPHS1	2	Gene
NGEF	3	Gene
NFKBIB	1	Gene
MGLL	1	Gene
MED14	2	Gene
LRP4	0	Gene
LRIG1	2	Gene
IL18	0	Gene
IL17RD	2	Gene
IGF2BP3	2	Gene
IGBP1	1	Gene
HSDL1	2	Gene
HPGD	2	Gene
GTF2IRD1	2	Gene
GRIN3A	0	Gene
GPT2	1	Gene
GPR34	1	Gene
GLI3	1	Gene
GFOD1	2	Gene
GBGT1	2	Gene
GALNT4	2	Gene
GALK2	0	Gene
FZD10	0	Gene
FLNB	2	Gene
FGFR4	3	Gene
FBLN1	2	Gene
EPHB3	0	Gene
EPHA4	1	Gene
ELF1	2	Gene
EFNB2	0	Gene
EFNB1	0	Gene
DCLK1	1	Gene
CXCL16	2	Gene
COLEC11	2	Gene
CEACAM1	0	Gene
Cdkn1c	1	Gene
CDKAL1	2	Gene
CDK6	1	Gene
CDK5	1	Gene
CD93	2	Gene
CASQ2	3	Gene
CADPS	1	Gene
ARHGEF25	0	Gene
ARAF	3	Gene
AIFM1	1	Gene
ADGRL2	0	Gene
ABLIM1	0	Gene
WWC1	1	Gene
UCK2	3	Gene
TTLL7	0	Gene
TTC7B	2	Gene
TP53BP1	2	Gene
TNNI1	3	Gene
SYNM	0	Gene
STARD10	3	Gene
SOCS4	2	Gene
SNTA1	0	Gene
SLC46A3	2	Gene
SERPINB1	2	Gene
SCN1B	1	Gene
RIPOR2	0	Gene
RAP1GAP2	2	Gene
PTGFRN	2	Gene
PPP1R3C	1	Gene
PLPP3	2	Gene
PAMR1	2	Gene
P2RY2	0	Gene
Nisch	0	Gene
MYLK2	1	Gene
MYBPC1	2	Gene
MPEG1	2	Gene
Map3k7	2	Gene
MALL	2	Gene
LRCH1	2	Gene
LDB3	2	Gene
KY	0	Gene
KCNN3	3	Gene
KCNC1	3	Gene
IMPA2	2	Gene
HSPB6	2	Gene
HERC1	0	Gene
GIGYF2	3	Gene
GDAP1	1	Gene
GABRD	3	Gene
DNAJC5	1	Gene
DMD	1	Gene
DDX50	2	Gene
DCX	0	Gene
CSRNP3	2	Gene
CHRNE	0	Gene
CASQ1	3	Gene
CAMTA1	3	Gene
CACNA2D1	3	Gene
ATP1B2	1	Gene
AQP4	3	Gene
WNT7B	0	Gene
UBR7	1	Gene
SWAP70	0	Gene
SS18	0	Gene
SMC5	1	Gene
SMARCA2	1	Gene
RNF40	1	Gene
RECQL	1	Gene
PLS3	1	Gene
PHF20	1	Gene
PDE3B	1	Gene
KIF2C	0	Gene
JADE2	1	Gene
IVNS1ABP	3	Gene
ITGB1BP1	3	Gene
FJX1	1	Gene
EIF5B	1	Gene
ECT2	0	Gene
DPY19L1	1	Gene
BUB3	1	Gene
AP4S1	1	Gene
VCP	0	Gene
TMEM109	2	Gene
TESC	3	Gene
ST5	2	Gene
SOX9	3	Gene
SORT1	3	Gene
SMPD3	1	Gene
SLC3A2	0	Gene
RING1	2	Gene
RHOC	0	Gene
RAB20	2	Gene
PSMC6	2	Gene
PRDX4	2	Gene
PLCD1	2	Gene
PLAGL1	1	Gene
PEG3	1	Gene
NRN1	0	Gene
NRAS	1	Gene
NR3C1	1	Gene
NFYB	2	Gene
NFKB1	0	Gene
MINOS1-NBL1/NBL1	0	Gene
LBH	2	Gene
LAMB3	3	Gene
KIF22	2	Gene
GBA	3	Gene
ERO1A	2	Gene
EIF5	2	Gene
EFEMP1	2	Gene
DDAH1	2	Gene
CXADR	0	Gene
CTNND2	0	Gene
CLNS1A	2	Gene
ARPP19	3	Gene
ABCC5	2	Gene
STAM2	2	Gene
POMC	0	Gene
HNRNPD	2	Gene
GRIA1	1	Gene
ZC3HAV1	2	Gene
IFIT1	2	Gene
ZNF24	3	Gene
ZNF175	3	Gene
ZEB2	0	Gene
YES1	1	Gene
WNT9A	2	Gene
WNT7A	0	Gene
WDR63	3	Gene
VRK1	1	Gene
VLDLR	1	Gene
VIM	1	Gene
VEGFB	0	Gene
VCAN	3	Gene
VASN	3	Gene
USP9X	1	Gene
USP48	3	Gene
UQCRQ	3	Gene
UNG	1	Gene
UNC5B	0	Gene
UCP3	2	Gene
UBE2D1	3	Gene
UBE2B	2	Gene
UBC	3	Gene
TXNRD3	3	Gene
TXN2	3	Gene
TUBB	0	Gene
TSPO	3	Gene
TSPAN6	3	Gene
TRPV1	0	Gene
TRIO	1	Gene
TPX2	0	Gene
Tpm1	0	Gene
TNFRSF1A	3	Gene
TNFAIP8	3	Gene
TNFAIP2	0	Gene
TNC	0	Gene
TMOD4	2	Gene
TLN1	0	Gene
TKT	1	Gene
TIMP3	1	Gene
TIMP2	3	Gene
TIMM9	3	Gene
TIMM44	3	Gene
TIMM10	3	Gene
TFRC	0	Gene
TFAM	1	Gene
TET2	2	Gene
TCAP	2	Gene
TBL1X	3	Gene
TANK	2	Gene
TALDO1	3	Gene
SULF2	0	Gene
ST14	3	Gene
SSPN	3	Gene
SRF	0	Gene
SPHK2	1	Gene
SP7	3	Gene
SON	0	Gene
SMC4	3	Gene
SMC3	3	Gene
SMARCB1	1	Gene
SLC5A3	1	Gene
SLC2A9	3	Gene
SLC2A6	3	Gene
SLC2A12	3	Gene
SLC16A1	3	Gene
SIVA1	2	Gene
SIRT5	3	Gene
SIRT1	1	Gene
SGTB	3	Gene
SGPL1	2	Gene
SFPQ	3	Gene
SERPINH1	2	Gene
SERPINB6	3	Gene
SERPINB5	2	Gene
SEMA6A	0	Gene
SEC62	3	Gene
SEC61A1	3	Gene
SDHB	3	Gene
SDHA	3	Gene
SCTR	3	Gene
SAMM50	3	Gene
RRM2B	2	Gene
RPSA	3	Gene
RPS6KB1	0	Gene
RPS6KA1	0	Gene
RPS20	3	Gene
RPRM	3	Gene
RHOB	0	Gene
RGS12	3	Gene
RECQL4	2	Gene
RBBP6	2	Gene
RAF1	0	Gene
RAD50	2	Gene
RAD23A	2	Gene
QDPR	2	Gene
PYCARD	2	Gene
PVT1	3	Gene
Ptprv	3	Gene
PTPRN	3	Gene
PTPN12	2	Gene
PTN	2	Gene
PTK2	3	Gene
PTCHD4	3	Gene
PSRC1	0	Gene
PRKCE	0	Gene
PRKAB1	2	Gene
PRELID1	3	Gene
PRDX6	3	Gene
PPT1	1	Gene
PPP4R2	3	Gene
PPP2CA	0	Gene
PPP1R17	3	Gene
PPM1A	2	Gene
PPIC	3	Gene
PMM1	3	Gene
PLA2G16	2	Gene
PKM	3	Gene
PIK3R3	3	Gene
PIK3R1	0	Gene
PIK3CB	2	Gene
PHLDA1	3	Gene
PHKG1	2	Gene
PHGDH	1	Gene
PGR	3	Gene
PFKP	3	Gene
PEX2	1	Gene
PDSS1	3	Gene
PDHB	1	Gene
PDGFRA	0	Gene
PDE4B	3	Gene
PCNX2	3	Gene
PCDH7	3	Gene
PAWR	2	Gene
PARP2	2	Gene
PARD6B	0	Gene
PANK1	3	Gene
PALLD	0	Gene
PAK3	0	Gene
PAK1	0	Gene
PADI2	2	Gene
PACSIN1	0	Gene
P4HA1	3	Gene
P2RX4	3	Gene
NUP153	3	Gene
NRARP	2	Gene
NR6A1	1	Gene
NOS1	0	Gene
NKD1	2	Gene
NID2	3	Gene
NFS1	3	Gene
NFKBIA	0	Gene
NFATC2IP	3	Gene
NEO1	1	Gene
NECTIN3	0	Gene
NDUFA4L2	3	Gene
NDRG2	3	Gene
NDRG1	3	Gene
NAB1	3	Gene
MYO5A	0	Gene
MYL2	0	Gene
MVP	3	Gene
MSRB1	3	Gene
MRPS2	3	Gene
MRPL34	3	Gene
MRPL30	3	Gene
MRPL15	3	Gene
MRPL12	3	Gene
MPV17L	3	Gene
MPDZ	3	Gene
MMP2	2	Gene
MIR17HG	0	Gene
MICALL1	0	Gene
MET	0	Gene
MEF2A	0	Gene
MED13L	1	Gene
MDM4	1	Gene
MAP4	0	Gene
MAP2K7	0	Gene
LPP	3	Gene
LOX	0	Gene
LIMK2	0	Gene
LIMA1	0	Gene
LIF	1	Gene
LDHA	3	Gene
LATS2	1	Gene
LASP1	0	Gene
KMT2D	1	Gene
KCTD11	3	Gene
KCNK3	1	Gene
ITGAV	2	Gene
INSYN2	3	Gene
ING3	3	Gene
IL27RA	2	Gene
IKBIP	3	Gene
IGFBP2	1	Gene
IGF1R	1	Gene
HSPG2	1	Gene
HS3ST1	2	Gene
HMMR	0	Gene
HIST1H2BD	3	Gene
HDAC2	1	Gene
HCN2	3	Gene
H2AFY2	2	Gene
GPX1	2	Gene
GPRC5C	3	Gene
GPR85	1	Gene
GPR61	3	Gene
GPR4	2	Gene
GPR19	3	Gene
GPR179	2	Gene
GPR176	1	Gene
GPR162	3	Gene
GPD1	3	Gene
GOLGA4	0	Gene
GNA13	0	Gene
GAS1	1	Gene
GADD45A	3	Gene
FUBP1	1	Gene
FSTL1	1	Gene
FOXO3	1	Gene
FMO1	3	Gene
FLRT2	0	Gene
FKBP5	3	Gene
FKBP3	3	Gene
FGF7	0	Gene
FGF13	3	Gene
FERMT2	2	Gene
FEN1	1	Gene
FDXR	2	Gene
FAT1	0	Gene
FAM83D	3	Gene
FAM3C	3	Gene
F2R	0	Gene
EYA4	3	Gene
ESRRB	2	Gene
ERCC3	1	Gene
ERCC1	3	Gene
EPS8	0	Gene
ENSA	3	Gene
EGFL6	3	Gene
EDNRA	0	Gene
EDA2R	2	Gene
ECPAS	3	Gene
ECH1	3	Gene
DPP4	2	Gene
DNMT3A	1	Gene
DNM1L	0	Gene
DNAJC12	3	Gene
DNAJB5	3	Gene
DNAJB4	2	Gene
DNAJA4	3	Gene
DLGAP1	1	Gene
DICER1	0	Gene
DDX5	2	Gene
DDIT4L	3	Gene
DDIAS	3	Gene
DBP	3	Gene
DBF4	3	Gene
CYP26B1	3	Gene
CYFIP2	3	Gene
CSNK1D	0	Gene
CSMD3	0	Gene
CSF1	0	Gene
CS	2	Gene
CPT1C	0	Gene
CP	1	Gene
Cox8b	3	Gene
COX10	3	Gene
COQ3	3	Gene
COL4A1	0	Gene
COL3A1	1	Gene
COL1A2	2	Gene
COL14A1	3	Gene
CNN1	2	Gene
CKAP2	0	Gene
CITED2	3	Gene
CISD1	3	Gene
CHUK	1	Gene
CHEK2	2	Gene
CGREF1	3	Gene
CERS6	1	Gene
CEP164	0	Gene
CEBPA	1	Gene
CDK7	3	Gene
CDH10	0	Gene
CDC42BPA	0	Gene
Cdc42	0	Gene
CD47	1	Gene
CD44	0	Gene
CCNL1	3	Gene
CAV2	1	Gene
CAT	1	Gene
CASP3	1	Gene
CAND1	3	Gene
C9orf116	3	Gene
BRCA1	1	Gene
BMF	3	Gene
BID	1	Gene
BICD2	1	Gene
BDNF	2	Gene
BAD	1	Gene
ATP5S	3	Gene
ATP5MC1	0	Gene
ATG7	1	Gene
ASXL1	2	Gene
ASTN2	3	Gene
ASL	3	Gene
ARHGEF2	0	Gene
ARHGAP5	0	Gene
APEX1	0	Gene
APBB2	1	Gene
ANK1	3	Gene
AK4	3	Gene
AK3	3	Gene
AIFM2	2	Gene
ADRA1A	3	Gene
ADD3	3	Gene
ADAMTSL4	3	Gene
ADAM12	2	Gene
ADA	3	Gene
ACSS1	2	Gene
ACSL6	1	Gene
ACP2	3	Gene
ACOT11	3	Gene
ACO1	3	Gene
ABCB4	2	Gene
ABAT	3	Gene
STEAP2	2	Gene
STAT5A	0	Gene
PTGS1	3	Gene
PCYT2	2	Gene
LPCAT3	2	Gene
LIPG	2	Gene
USP25	2	Gene
TPST1	2	Gene
TDRD7	2	Gene
PARP14	2	Gene
Oasl2	2	Gene
NT5C3A	2	Gene
IL33	2	Gene
HELZ2	2	Gene
YIF1A	2	Gene
VPS25	2	Gene
TUBB2A	1	Gene
TRIM11	2	Gene
SESN1	2	Gene
SARDH	2	Gene
PQLC3	3	Gene
PHLDA3	2	Gene
P3H4	2	Gene
NSG1	0	Gene
NQO1	1	Gene
NOL3	3	Gene
NCAM1	1	Gene
MEST	2	Gene
LBP	2	Gene
IRX3	1	Gene
IL13RA1	2	Gene
Ifi27	2	Gene
FNDC3A	2	Gene
FHL1	2	Gene
FBLN2	2	Gene
EXOC4	0	Gene
ERCC5	2	Gene
CYHR1	2	Gene
CXXC5	2	Gene
Arxes1/Arxes2	2	Gene
ANXA4	3	Gene
AK1	3	Gene
ADCY2	3	Gene
ZWINT	2	Gene
ZNF703	0	Gene
WSB2	3	Gene
WNT5B	1	Gene
WNT5A	0	Gene
UQCR10	3	Gene
TOP1	3	Gene
TNS4	2	Gene
THY1	0	Gene
TGIF1	1	Gene
ST3GAL6	2	Gene
SPOCK1	2	Gene
SOWAHC	2	Gene
SMC2	2	Gene
SERPINI1	3	Gene
SCG5	1	Gene
RHOD	0	Gene
RAD51AP1	3	Gene
PTGES	0	Gene
PPP2R2B	3	Gene
PORCN	2	Gene
POLR3H	2	Gene
POLR3E	3	Gene
POLR3D	2	Gene
POLR3A	2	Gene
POLR2E	2	Gene
POLR2A	2	Gene
POLI	2	Gene
POLD3	2	Gene
PMEPA1	3	Gene
PINK1	1	Gene
PIK3CD	0	Gene
PDE8A	2	Gene
PAICS	2	Gene
ORC2	3	Gene
ORC1	2	Gene
NRP1	0	Gene
NPNT	3	Gene
NOTCH4	2	Gene
NDUFAB1	2	Gene
NDRG4	1	Gene
MYO10	0	Gene
MYBL2	1	Gene
MYBL1	2	Gene
MMP14	2	Gene
MMP11	2	Gene
MLXIP	2	Gene
MFAP2	2	Gene
MCM6	3	Gene
MCM5	3	Gene
MCCC1	2	Gene
Marcks	1	Gene
MAOA	1	Gene
MAF	1	Gene
LXN	2	Gene
LTBP3	2	Gene
LMO4	1	Gene
LAMP2	3	Gene
KIT	2	Gene
JUN	0	Gene
JAM2	2	Gene
JAK1	2	Gene
ITPR2	2	Gene
ITGB3	0	Gene
ITGA6	1	Gene
ITGA5	1	Gene
IL6ST	1	Gene
IL25	2	Gene
IL17B	2	Gene
IGFBP5	3	Gene
HTRA1	2	Gene
HOMER2	2	Gene
HEYL	2	Gene
HEY1	1	Gene
HBEGF	1	Gene
GSTZ1	2	Gene
GJA1	1	Gene
GINS4	2	Gene
GHR	1	Gene
GALNT3	3	Gene
FRRS1	2	Gene
ETV6	2	Gene
ETV4	0	Gene
EPHX2	3	Gene
Elf5	1	Gene
EDN1	0	Gene
E2F1	1	Gene
DZIP3	2	Gene
DUSP6	3	Gene
DUSP18	2	Gene
DTX1	2	Gene
DERL1	2	Gene
DECR1	3	Gene
DAP	2	Gene
COMMD3-BMI1	1	Gene
COL7A1	2	Gene
COL5A1	2	Gene
COL1A1	1	Gene
CNTD1	2	Gene
CKS1B	2	Gene
CHST10	1	Gene
CHD7	2	Gene
CHD1L	2	Gene
CENPE	0	Gene
CENPA	2	Gene
CDCA5	2	Gene
CDCA3	1	Gene
CDCA2	2	Gene
CDC7	2	Gene
CDC45	2	Gene
CDC42SE1	2	Gene
CDC42EP2	0	Gene
CDC40	2	Gene
CDC27	2	Gene
CDC25C	3	Gene
CDC25B	0	Gene
CDC23	3	Gene
CDC20	0	Gene
CDC14B	2	Gene
CCND3	2	Gene
CADM1	0	Gene
BMP7	0	Gene
BIRC3	2	Gene
BHLHE40	3	Gene
BCAT2	2	Gene
ATP1B3	2	Gene
AR	0	Gene
APLP2	1	Gene
ADAMTS5	2	Gene
ADAM8	2	Gene
ABRACL	2	Gene
ABHD5	2	Gene
ZDHHC9	1	Gene
YPEL2	2	Gene
UGT8	1	Gene
TXNDC16	2	Gene
TSPAN2	2	Gene
TRIM59	2	Gene
TPPP	0	Gene
TMEM63A	2	Gene
TMEM182	2	Gene
TMEM141	2	Gene
TMEM125	2	Gene
STK39	2	Gene
STK17B	2	Gene
SRD5A1	3	Gene
SOX10	1	Gene
SNX30	2	Gene
SNAP23	2	Gene
SMIM15	2	Gene
SMAD7	0	Gene
SLC44A1	2	Gene
SLC22A23	2	Gene
SLC1A2	1	Gene
SH3GL3	1	Gene
SEMA4D	0	Gene
SDC2	0	Gene
ROCK1	0	Gene
RHOG	0	Gene
REEP3	0	Gene
RASGEF1B	2	Gene
RAB33A	0	Gene
QKI	3	Gene
PTPDC1	0	Gene
PRRG1	2	Gene
PRICKLE1	3	Gene
PPP1R16B	2	Gene
PPP1R14A	1	Gene
PLP1	1	Gene
PLEKHH1	2	Gene
PIP4K2A	2	Gene
PIGA	3	Gene
PHACTR4	0	Gene
PEX5L	1	Gene
OTUD7B	2	Gene
OPALIN	2	Gene
OLIG2	1	Gene
NPC2	2	Gene
NKX6-2	3	Gene
NKAIN2	2	Gene
NKAIN1	2	Gene
NINJ2	0	Gene
NFASC	1	Gene
MMP7	2	Gene
MCAM	2	Gene
MAL	1	Gene
LDLRAP1	0	Gene
IL1RAP	0	Gene
ID4	3	Gene
ID3	2	Gene
ID2	1	Gene
HIPK2	0	Gene
HAPLN2	2	Gene
GRAMD2B	2	Gene
GJC2	3	Gene
GCLM	1	Gene
GAB1	0	Gene
G2E3	2	Gene
Foxn3	2	Gene
FKBP1A	3	Gene
FGFR2	0	Gene
FA2H	1	Gene
ERF	2	Gene
