© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->shortFragmentHuman - 2020-01-20 08:04 PM
Workspace	My Projects
Project	hd_microarray
Analysis	shortFragmentHuman - 2020-01-20 08:04 PM
Date	Mon Jan 20 17:04:34 PST 2020
Analysis ID	18745800

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->shortFragmentHuman - 2020-01-20 08:04 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
shortFragmentHuman - 2020-01-20 08:04 PM	 	lipopolysaccharide	chemical drug	 	 	 	 	 	6.75E-03	DHCR24,FASN,GAS1,HMGCR,HTRA1,INSIG1,LDHA,MAF,NFE2L2,NQO1,NRP1,OGT,OSMR,PDE1C,PROS1,RGCC,SERPINF1,TNFRSF1A,VLDLR	CEBPA,CTNNB1,EP300,ERBB2,ESR1,NCOA2,PPARGC1B,SQSTM1,TNF,TP73,beta-estradiol,lipopolysaccharide	
shortFragmentHuman - 2020-01-20 08:04 PM	 	9Z,11E-octadecadienoic acid	chemical - endogenous mammalian	 	 	 	 	 	6.76E-03	FASN,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ALDH2	enzyme	 	 	 	 	 	6.76E-03	PSPH,SLC1A4	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	CETP	enzyme	 	 	 	 	 	6.76E-03	HMGCR,LDLR	CETP,HTT,lipid	
shortFragmentHuman - 2020-01-20 08:04 PM	 	FGF4	growth factor	 	 	 	 	 	6.76E-03	HMGCR,HMGCS1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	JINK1/2	group	 	 	 	 	 	6.76E-03	FASN,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	alvespimycin	chemical drug	 	 	 	 	 	6.76E-03	FASN,HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	diallyl trisulfide	chemical - endogenous non-mammalian	 	 	 	 	 	6.76E-03	NFE2L2,NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	fibric acid derivative	chemical drug	 	 	 	 	 	6.76E-03	ABCD2,FASN	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	quercetin	chemical drug	 	 	 	 	 	6.99E-03	FASN,LDLR,NFE2L1,NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	Ins1	other	 	 	 	 	 	7.03E-03	FASN,HMGCR,HMGCS1,ITGA6,LDHA,LDLR	AGT,AHR,CREB1,CREM,CTNNB1,D-glucose,FOXO4,Gsk3,IRS1,Ins1,MYC,NCOA2,SREBF1	
shortFragmentHuman - 2020-01-20 08:04 PM	 	IL2	cytokine	 	 	 	 	 	7.22E-03	IDI1,ITGA6,LDLR,MAF,NMI,NRP1,PROS1,RGCC,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	EGF	growth factor	 	 	 	 	 	7.34E-03	FASN,GAS1,GLG1,HMGCS1,IDI1,LDHA,NFE2L1,NRP1	CTNNB1,EGF,EP300,ERBB2,ESRRA,FOXO4,MTORC1,MYC,SREBF1,SREBF2	
shortFragmentHuman - 2020-01-20 08:04 PM	 	LCAT	enzyme	 	 	 	 	 	7.35E-03	HMGCR,LDLR	HTT,LCAT,lipid	
shortFragmentHuman - 2020-01-20 08:04 PM	 	diosgenin	chemical - endogenous non-mammalian	 	 	 	 	 	7.35E-03	HMGCR,HMGCS1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	oleoyl-estrone	chemical drug	 	 	 	 	 	7.35E-03	FASN,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	TAL1	transcription regulator	 	 	 	 	 	7.35E-03	KIF20A,MVD,NDN,PLCG1,ZBTB21	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	AGN194204	chemical drug	 	 	 	 	 	7.63E-03	DHCR7,IDI1,KIF20A,NSDHL,PROS1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ACOX1	enzyme	 	 	 	 	 	7.89E-03	CTBS,FASN,GOT1,NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	FXR ligand-FXR-Retinoic acid-RXRα	complex	 	 	 	 	 	7.96E-03	FASN,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	streptozocin	chemical drug	 	 	 	 	 	8.34E-03	FASN,HSPG2,NQO1,OGT,TNFRSF1A	CEBPA,CTNNB1,IFNG,TNF,TP73,streptozocin	
shortFragmentHuman - 2020-01-20 08:04 PM	 	cerivastatin	chemical drug	 	 	 	 	 	8.34E-03	HMGCR,HMGCS1,IDI1	CREB1,INSR,PPARA,SREBF1,cerivastatin	
shortFragmentHuman - 2020-01-20 08:04 PM	 	methylprednisolone	chemical drug	 	 	 	 	 	8.45E-03	GOT1,INSIG1,LDLR,MVK,NFE2L2,NSDHL,RGCC,SLC13A3	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	LHX2	transcription regulator	 	 	 	 	 	8.59E-03	NQO1,ROBO2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	linolenic acid	chemical - endogenous mammalian	 	 	 	 	 	8.59E-03	ABCD2,FASN	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	methyl-beta-cyclodextrin	chemical drug	 	 	 	 	 	8.59E-03	HMGCR,LDLR	CREB1,Gsk3,IRS1,SREBF1,methyl-beta-cyclodextrin	
shortFragmentHuman - 2020-01-20 08:04 PM	 	GCG	other	 	 	 	 	 	8.64E-03	FASN,HMGCR,PPP1R3C	AGT,CREB1,CREBBP,CREM,CTNNB1,ESR1,FOXO4,GCG,Ins1,MAPK14,SREBF1	
shortFragmentHuman - 2020-01-20 08:04 PM	 	JAK2	kinase	 	 	 	 	 	8.87E-03	NDN,OSMR,RBP1,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	HRAS	enzyme	 	 	 	 	 	8.93E-03	EFEMP1,FASN,HTRA1,ITGA6,MSMO1,NQO1,NRP1,SQLE,TPH1	CREB1,ESR1,HRAS,MAPK14	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PDGF BB	complex	 	 	 	 	 	9.00E-03	FASN,HMGCR,HMGCS1,LDLR,RBP1,UNC5B	AKT1,CREB1,ESR1,FOXO4,Gsk3,HTT,IRS1,MAPK14,PDGF BB,SREBF1,SREBF2,cholesterol	
shortFragmentHuman - 2020-01-20 08:04 PM	 	CPE	peptidase	 	 	 	 	 	9.25E-03	HMGCR,LDLR	CPE,CREB1,CREBBP,CTNNB1,FOXO4,Ins1,SREBF1	
shortFragmentHuman - 2020-01-20 08:04 PM	 	GAS6	growth factor	 	 	 	 	 	9.25E-03	OLIG2,PROS1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	diallyl disulfide	chemical - endogenous non-mammalian	 	 	 	 	 	9.25E-03	NFE2L2,NQO1	NFE2L2,diallyl disulfide	
shortFragmentHuman - 2020-01-20 08:04 PM	 	hydroxypropyl-beta-cyclodextrin	chemical drug	 	 	 	 	 	9.25E-03	HMGCR,LDLR	SREBF1,SREBF2,Srebp,hydroxypropyl-beta-cyclodextrin,sterol	
shortFragmentHuman - 2020-01-20 08:04 PM	 	TO-901317	chemical reagent	 	 	 	 	 	9.25E-03	DHCR7,FASN,ITGA6,LDLR,VLDLR	SREBF1,SREBF2,Srebp,TO-901317,sterol	
shortFragmentHuman - 2020-01-20 08:04 PM	 	Gsk3	group	 	 	 	 	 	9.26E-03	FASN,HMGCR,LDLR	CREB1,CREM,CTNNB1,Gsk3,HTT,IRS1,SREBF1,SREBF2,lipid	
shortFragmentHuman - 2020-01-20 08:04 PM	 	Nr1h	group	 	 	 	 	 	9.49E-03	ABCD2,FASN,RPE65,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ZBTB17	transcription regulator	 	 	 	 	 	9.91E-03	KIF20A,LDLR,OSMR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	Mir122a,b	group	 	 	 	 	 	9.92E-03	HMGCR,MVK	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PLIN5	other	 	 	 	 	 	9.92E-03	NFE2L2,NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	CNTF	cytokine	 	 	 	 	 	1.02E-02	CNTFR,FASN,OLIG2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	cisplatin	chemical drug	 	 	 	 	 	1.03E-02	DEPDC1B,FASN,FNDC3B,GAS1,HMGCR,HMGCS1,NMI,NQO1,STARD4,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	pirinixic acid	chemical toxicant	 	 	 	 	 	1.04E-02	FASN,GOT1,HMGCR,HMGCS1,INSIG1,LDLR,SC5D	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ketoconazole	chemical drug	 	 	 	 	 	1.06E-02	FASN,HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	nitroarginine	chemical reagent	 	 	 	 	 	1.06E-02	HMGCR,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	4-aminopyrazolo(3,4-d)pyrimidine	chemical reagent	 	 	 	 	 	1.07E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ENC1	peptidase	 	 	 	 	 	1.07E-02	NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	GSTZ1	enzyme	 	 	 	 	 	1.07E-02	NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	HSD17B13	enzyme	 	 	 	 	 	1.07E-02	FASN	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MCM2	enzyme	 	 	 	 	 	1.07E-02	LMNB2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MCM3	enzyme	 	 	 	 	 	1.07E-02	LMNB2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MCM4	enzyme	 	 	 	 	 	1.07E-02	LMNB2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ORC1	other	 	 	 	 	 	1.07E-02	LMNB2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ORC6	other	 	 	 	 	 	1.07E-02	LMNB2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PHOSPHO1	enzyme	 	 	 	 	 	1.07E-02	PSPH	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	Rab11	group	 	 	 	 	 	1.07E-02	ITGA6	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	UBIAD1	enzyme	 	 	 	 	 	1.07E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	alirocumab	biologic drug	 	 	 	 	 	1.07E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	aprotinin	biologic drug	 	 	 	 	 	1.07E-02	VRK1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	enalaprilat	chemical - endogenous mammalian	 	 	 	 	 	1.07E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	isoflurophate	chemical drug	 	 	 	 	 	1.07E-02	VRK1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	mir-663	microrna	 	 	 	 	 	1.07E-02	HSPG2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	procaine	chemical drug	 	 	 	 	 	1.07E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	terpenoid	chemical - endogenous mammalian	 	 	 	 	 	1.07E-02	NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	10E,12Z-octadecadienoic acid	chemical - endogenous mammalian	 	 	 	 	 	1.08E-02	ABCD2,ADAM12,FASN,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	cyclosporin A	biologic drug	 	 	 	 	 	1.09E-02	BCAT1,EDIL3,FASN,HMGCR,LDLR,MAF,PASK	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	FGF19	growth factor	 	 	 	 	 	1.09E-02	FASN,HMGCR,SQLE	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PIK3R1	kinase	 	 	 	 	 	1.13E-02	LDHA,NFE2L1,NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	LPIN1	phosphatase	 	 	 	 	 	1.13E-02	FASN,HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PPARGC1A	transcription regulator	 	 	 	 	 	1.15E-02	FASN,INSIG1,LDHA,LDLR,MSMO1,NSDHL	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PD98059	chemical - kinase inhibitor	 	 	 	 	 	1.17E-02	FASN,INSIG1,LDHA,LDLR,NFE2L2,NQO1,OSMR,SQLE	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	UCP1	transporter	 	 	 	 	 	1.20E-02	FASN,GOT1,PSPH,XPOT	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	L-triiodothyronine	chemical - endogenous mammalian	 	 	 	 	 	1.21E-02	ABCD2,FASN,LDLR,MSMO1,MVD,RBP1,SQLE	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	butylated hydroxyanisol	chemical toxicant	 	 	 	 	 	1.21E-02	NFE2L2,NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	crocidolite asbestos	chemical toxicant	 	 	 	 	 	1.21E-02	BCAT1,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	COL18A1	other	 	 	 	 	 	1.24E-02	LDHA,NRP1,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PRKAG3	other	 	 	 	 	 	1.25E-02	COQ3,GOT1,ITGA6,RGCC	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MAPK1	kinase	 	 	 	 	 	1.26E-02	ADAM12,MVP,NFE2L2,NMI,NRP1,PROS1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	cigarette smoke	chemical toxicant	 	 	 	 	 	1.26E-02	DNAJB5,NFE2L2,NQO1,SLC1A4,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	APP	other	 	 	 	 	 	1.26E-02	HMGCR,HSPG2,ITGA6,LDHA,LDLR,MAF,MDK,NRP1,PLCG1,SERPINF1,SLC13A3	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	RASSF1	other	 	 	 	 	 	1.27E-02	EFEMP1,MDK,PROS1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	SATB1	transcription regulator	 	 	 	 	 	1.28E-02	GPT2,MAF,NFE2L2,RIPOR2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	EIF2AK4	kinase	 	 	 	 	 	1.28E-02	OLIG2,PSPH	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	GDF2	growth factor	 	 	 	 	 	1.31E-02	HTRA1,NRP1,SERPINF1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	metformin	chemical drug	 	 	 	 	 	1.33E-02	FASN,INSIG1,ITGA6,SERPINF1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	NCOR1	transcription regulator	 	 	 	 	 	1.35E-02	DHCR24,FASN,SERPINF1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	SLC13A1	transporter	 	 	 	 	 	1.35E-02	INSIG1,MVD,SDF2L1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	KEAP1	transcription regulator	 	 	 	 	 	1.36E-02	NFE2L2,NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	EWSR1	other	 	 	 	 	 	1.44E-02	GAS1,KIF20A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MTTP	transporter	 	 	 	 	 	1.44E-02	GOT1,HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ZBTB7B	transcription regulator	 	 	 	 	 	1.44E-02	MAF,NRP1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	oleanolic acid	chemical - endogenous non-mammalian	 	 	 	 	 	1.44E-02	ITGA6,NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	eicosapentenoic acid	chemical drug	 	 	 	 	 	1.47E-02	LDLR,NFE2L2,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	YAP1	transcription regulator	 	 	 	 	 	1.52E-02	FASN,HMGCR,HMGCS1,LDHA	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	N-nitro-L-arginine methyl ester	chemical drug	 	 	 	 	 	1.56E-02	HMGCR,INSIG1,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	TCR	complex	 	 	 	 	 	1.59E-02	BCAT1,MAF,NRP1,PASK,PLCG1,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	3-nitrobenzanthrone	chemical toxicant	 	 	 	 	 	1.61E-02	NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ACAT1	enzyme	 	 	 	 	 	1.61E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	AGAP2	enzyme	 	 	 	 	 	1.61E-02	UNC5B	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	CDC6	other	 	 	 	 	 	1.61E-02	LMNB2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	CNPY2	other	 	 	 	 	 	1.61E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	DHCR7	enzyme	 	 	 	 	 	1.61E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	DUB	group	 	 	 	 	 	1.61E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ELOVL2	enzyme	 	 	 	 	 	1.61E-02	FASN	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	EMP2	other	 	 	 	 	 	1.61E-02	ITGA6	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	FLOT2	other	 	 	 	 	 	1.61E-02	TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	GPC3	other	 	 	 	 	 	1.61E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	HNRNPF	other	 	 	 	 	 	1.61E-02	NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	JMY	transcription regulator	 	 	 	 	 	1.61E-02	HTRA1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	KRT5	other	 	 	 	 	 	1.61E-02	SERPINF1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	LDLRAP1	transporter	 	 	 	 	 	1.61E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	LSS	enzyme	 	 	 	 	 	1.61E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MED24	transcription regulator	 	 	 	 	 	1.61E-02	HTRA1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MitoBloCK-6	chemical drug	 	 	 	 	 	1.61E-02	PSPH	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	N(1)-guanyl-1,7-diaminoheptane	chemical reagent	 	 	 	 	 	1.61E-02	MVK	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	OLIG1	transcription regulator	 	 	 	 	 	1.61E-02	OLIG2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PURB	transcription regulator	 	 	 	 	 	1.61E-02	HTRA1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	RECQL	enzyme	 	 	 	 	 	1.61E-02	LMNB2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	SCN1B	ion channel	 	 	 	 	 	1.61E-02	SCN2A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	TOP2B	enzyme	 	 	 	 	 	1.61E-02	FASN	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	apomine	chemical drug	 	 	 	 	 	1.61E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	chitosan	chemical - endogenous mammalian	 	 	 	 	 	1.61E-02	HMGCR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	compound 48/80	chemical reagent	 	 	 	 	 	1.61E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	lyral	chemical drug	 	 	 	 	 	1.61E-02	PDE1C	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	mir-455	microrna	 	 	 	 	 	1.61E-02	NDN	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	sulfurbutylether-beta-cyclodextrin	chemical reagent	 	 	 	 	 	1.61E-02	LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	HNF1A	transcription regulator	 	 	 	 	 	1.61E-02	GOT1,HMGCR,KIF20A,LDLR,TNFRSF1A,TSC22D2,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	amiodarone	chemical drug	 	 	 	 	 	1.61E-02	LDLR,WIPI1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	clofibrate	chemical drug	 	 	 	 	 	1.64E-02	HMGCR,LDLR,NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	trans-hydroxytamoxifen	chemical drug	 	 	 	 	 	1.67E-02	LDHA,PPP1R3C,SERPINF1,UNC5B	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	CYP1A1	enzyme	 	 	 	 	 	1.69E-02	LMNB2,NQO1,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	STAT5a/b	group	 	 	 	 	 	1.69E-02	IDI1,MAF,RBP1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	TAZ	enzyme	 	 	 	 	 	1.69E-02	LDHA,LDLR,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	cephaloridine	chemical drug	 	 	 	 	 	1.69E-02	NQO1,OSMR,TPH1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	FGFR3	kinase	 	 	 	 	 	1.69E-02	MAF,SOX3	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	xanthohumol	chemical drug	 	 	 	 	 	1.69E-02	FASN,NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PPARG	ligand-dependent nuclear receptor	 	 	 	 	 	1.71E-02	FASN,HMGCR,INSIG1,LDLR,MVD,NFE2L2,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	CST5	other	 	 	 	 	 	1.72E-02	DHX9,MVP,NRP1,RBP1,SGPL1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	acetaminophen	chemical drug	 	 	 	 	 	1.73E-02	HMGCR,HMGCS1,NQO1,SERPINF1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	NR1H2	ligand-dependent nuclear receptor	 	 	 	 	 	1.78E-02	FASN,HMGCR,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	22(R)-hydroxycholesterol	chemical - endogenous mammalian	 	 	 	 	 	1.78E-02	FASN,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	DLL4	other	 	 	 	 	 	1.78E-02	MAF,UNC5B	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	GDF9	growth factor	 	 	 	 	 	1.78E-02	HSPG2,ITGA6	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	S-adenosylmethionine	chemical - endogenous mammalian	 	 	 	 	 	1.78E-02	FASN,MAF	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	8-bromo-cAMP	chemical reagent	 	 	 	 	 	1.79E-02	LDLR,NQO1,NRP1,VLDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ionomycin	chemical reagent	 	 	 	 	 	1.83E-02	LDHA,LDLR,MAF,NRP1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	dexamethasone	chemical drug	 	 	 	 	 	1.83E-02	ADAM12,DHCR24,DHX9,FASN,GAS1,GOT1,LDHA,LDLR,MAF,MVK,MVP,NFE2L1,NQO1,OLIG2,RGCC,SC5D,SERPINF1,SLC13A3,TPH1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PGR	ligand-dependent nuclear receptor	 	 	 	 	 	1.84E-02	CTBS,GOT1,ITGA6,MVP,PCDH1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	4-methylnitrosoamino-1-(3-pyridinyl)-1-butanone	chemical toxicant	 	 	 	 	 	1.87E-02	FASN,NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	arachidonic acid	chemical - endogenous mammalian	 	 	 	 	 	1.92E-02	FASN,LDLR,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	caffeic acid phenethyl ester	chemical drug	 	 	 	 	 	1.92E-02	ABCD2,NFE2L2,NQO1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	STAT5B	transcription regulator	 	 	 	 	 	1.94E-02	ABCD2,MAF,NQO1,PPP1R3C,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	LG100268	chemical reagent	 	 	 	 	 	1.96E-02	HMGCR,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	PLAUR	transmembrane receptor	 	 	 	 	 	1.96E-02	ITGA6,SCN2A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	tamoxifen	chemical drug	 	 	 	 	 	1.99E-02	FASN,HMGCR,HMGCS1,LDLR,WIPI1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	SMARCA4	transcription regulator	 	 	 	 	 	2.06E-02	ABRACL,AP3M2,C1orf54,NRP1,OLIG2,PASK,PCDH1,RBP1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	T3-TR-RXR	complex	 	 	 	 	 	2.06E-02	FASN,LDLR	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	IL13	cytokine	 	 	 	 	 	2.09E-02	DHCR24,HTRA1,MAF,MSMO1,SERPINF1,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	MAP2K1	kinase	 	 	 	 	 	2.09E-02	FASN,LDLR,OLIG2,UNC5B	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	NR1I3	ligand-dependent nuclear receptor	 	 	 	 	 	2.12E-02	FASN,INSIG1,TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	1,1-diethyl-2-hydroxy-2-nitrosohydrazine	chemical toxicant	 	 	 	 	 	2.14E-02	TNFRSF1A	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	2,4-diamino-6-hydroxypyrimidine	chemical reagent	 	 	 	 	 	2.14E-02	NFE2L2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	AKR1C3	enzyme	 	 	 	 	 	2.14E-02	PROS1	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	ANGPTL3	growth factor	 	 	 	 	 	2.14E-02	HSPG2	 	
shortFragmentHuman - 2020-01-20 08:04 PM	 	B9D1	other	 	 	 	 	 	2.14E-02	OLIG2	 	
