© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM
Workspace	My Projects
Project	hd_microarray
Analysis	Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM
Date	Mon Jan 20 14:15:54 PST 2020
Analysis ID	18745373

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Human Gene 2.0 ST Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	allose	 	chemical - endogenous mammalian	 	 	 	 	 	1.54E-02	TXNIP	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	artemether	 	chemical drug	 	 	 	 	 	1.54E-02	MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	bis-T-23	 	chemical reagent	 	 	 	 	 	1.54E-02	COL4A1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	bovine testicular hyaluronidase	 	biologic drug	 	 	 	 	 	1.54E-02	CD44	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ethyl methanesulfonate	 	chemical toxicant	 	 	 	 	 	1.54E-02	CIITA	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	hydroxamic acid	 	chemical - other	 	 	 	 	 	1.54E-02	CXCR4	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	levocetirizine	 	chemical drug	 	 	 	 	 	1.54E-02	MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	mir-483	 	microrna	 	 	 	 	 	1.54E-02	SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	oligomycin A	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.54E-02	TXNIP	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	polyglactin 910	 	chemical reagent	 	 	 	 	 	1.54E-02	MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	rhapontin	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.54E-02	FASN	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	tetramethylpyrazine	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.54E-02	CXCR4	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ACVRL1	 	kinase	 	 	 	 	 	1.64E-02	CXCR4,ICAM1,PLAU	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	DACH1	 	transcription regulator	 	 	 	 	 	1.64E-02	EFEMP1,STC2,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	memantine	 	chemical drug	 	 	 	 	 	1.64E-02	CRH,GFAP,SPON1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	1'-acetoxychavicol acetate	 	chemical reagent	 	 	 	 	 	1.65E-02	BIRC3,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	BCL10	 	transcription regulator	 	 	 	 	 	1.65E-02	CD44,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	BDKRB2	 	g-protein coupled receptor	 	 	 	 	 	1.65E-02	CD44,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Betacatenin/TCF	 	complex	 	 	 	 	 	1.65E-02	CD44,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Collagen Alpha1	 	group	 	 	 	 	 	1.65E-02	MMP2,PLAU	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	EFNB2	 	kinase	 	 	 	 	 	1.65E-02	RUNX2,TIAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	F10	 	peptidase	 	 	 	 	 	1.65E-02	ICAM1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	IFNA16	 	cytokine	 	 	 	 	 	1.65E-02	IFIT1,PLAAT4	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	IFNA8	 	cytokine	 	 	 	 	 	1.65E-02	IFIT1,PLAAT4	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	INHBB	 	growth factor	 	 	 	 	 	1.65E-02	COL4A1,HGF	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Nos	 	group	 	 	 	 	 	1.65E-02	ARC,CD59	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	PECAM1	 	other	 	 	 	 	 	1.65E-02	CD44,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	RV 538	 	chemical reagent	 	 	 	 	 	1.65E-02	GFAP,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	harmine	 	chemical - endogenous non-mammalian	 	 	 	 	 	1.65E-02	MMP2,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	noscapine	 	chemical drug	 	 	 	 	 	1.65E-02	BIRC3,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	octanoic acid	 	chemical - endogenous mammalian	 	 	 	 	 	1.65E-02	FASN,PPARD	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	salmeterol	 	chemical drug	 	 	 	 	 	1.65E-02	DDIT4,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	DNMT3B	 	enzyme	 	0.378	 	-0.179	0.853	1.68E-02	CASQ1,GLT8D2,HTR2A,IFIT1,IFITM1,RAB39B,S1PR1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	F3	 	transmembrane receptor	 	1.954	bias	0.421	1.132	1.69E-02	EFEMP1,ICAM1,LAMB1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	PPARGC1B	 	transcription regulator	 	 	 	 	 	1.69E-02	FASN,HMGCR,RUNX2,SQLE	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ATP	 	chemical - endogenous mammalian	 	-0.862	 	0.223	-1.235	1.70E-02	CXCR4,FZD8,ICAM1,ITGA4,NRP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	mifepristone	 	chemical drug	Inhibited	-2.156	 	-0.088	-1.911	1.72E-02	BCAT1,CD74,CEBPD,DDIT4,HAS2,ICAM1,ITGA4,RUNX2,SERPING1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	YAP1	 	transcription regulator	 	 	 	 	 	1.73E-02	FASN,HMGCR,HMGCS1,ICAM1,mir-10,NUPR1,PMAIP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Mek	 	group	 	0.075	 	0.150	-0.252	1.76E-02	CDCP1,DDR2,FASN,HAS2,ITGA6,MMP2,PMAIP1,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	metformin	 	chemical drug	 	1.360	 	-0.096	1.569	1.76E-02	DDIT4,FASN,GRB14,ITGA6,RUNX2,SORT1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ANXA1	 	enzyme	 	 	 	 	 	1.77E-02	CXCR4,MMP2,PLAU	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	OLR1	 	transmembrane receptor	 	 	 	 	 	1.77E-02	HAS2,ICAM1,RBP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	PRC2	 	complex	 	 	 	 	 	1.77E-02	IFITM1,MMP2,PCDH10	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	S100A4	 	other	 	 	 	 	 	1.77E-02	CLIC4,MMP2,PLAU	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	histone deacetylase	 	complex	 	 	 	 	 	1.77E-02	CRH,CXCR4,PLAU	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	KIT	 	transmembrane receptor	 	 	 	 	 	1.77E-02	CD44,CXCR4,ICAM1,PSTPIP2,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	NCOA2	 	transcription regulator	Inhibited	-2.200	bias	0.258	-2.768	1.77E-02	ACOT1,FASN,HMGCR,HMGCS1,IDI1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	pyrrolidine dithiocarbamate	 	chemical reagent	 	-1.215	bias	-0.306	-0.549	1.77E-02	BIRC3,CXCR4,ICAM1,mir-10,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	NFKB2	 	transcription regulator	 	-0.254	bias	0.318	-0.874	1.78E-02	BIRC3,CRH,CXCR4,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Raf	 	group	 	 	 	 	 	1.78E-02	HAS2,IFI16,PMAIP1,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TRIM28	 	transcription regulator	 	 	 	 	 	1.78E-02	CXCR4,EFEMP1,MMP2,PMAIP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	calphostin C	 	chemical - kinase inhibitor	 	-1.091	bias	-0.376	-0.352	1.78E-02	ECE1,ICAM1,PLAU,S1PR1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	tributyrin	 	chemical drug	 	1.131	bias	0.394	0.351	1.78E-02	BIRC3,CD55,CXCR4,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	REL	 	transcription regulator	 	1.406	bias	0.378	0.578	1.80E-02	BCL3,CD59,CIITA,ICAM1,PHGDH,PMAIP1,TNFAIP3,VTI1A	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	LEP	 	growth factor	 	1.241	 	0.152	0.793	1.84E-02	CASP6,COL4A1,CRH,FASN,FGFR2,GFAP,HMGCR,ICAM1,MMP2,RUNX2,SC5D,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	5-hydroxytryptamine	 	chemical - endogenous mammalian	 	1.000	bias	0.322	0.357	1.85E-02	ARC,EIF4EBP1,ICAM1,RUNX2,VTI1A	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Nfat (family)	 	group	Activated	2.236	bias	0.374	1.400	1.85E-02	B4GALT1,ICAM1,NCOA7,PGM2L1,SLC7A1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	RIPK2	 	kinase	 	1.940	bias	0.252	1.451	1.88E-02	FASN,HMGCR,ICAM1,PPARD	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	4-hydroxytamoxifen	 	chemical drug	 	-0.655	 	0.215	-1.172	1.89E-02	CD55,CEBPD,DDIT4,EFEMP1,MT1F,PMAIP1,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ACACB	 	enzyme	 	 	 	 	 	1.90E-02	FASN,HMGCR	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	EHHADH	 	enzyme	 	 	 	 	 	1.90E-02	ACOT2,FASN	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	INSIG2	 	other	 	 	 	 	 	1.90E-02	FASN,HMGCR	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	RALA	 	enzyme	 	 	 	 	 	1.90E-02	MMP2,PLAU	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	THRAP3	 	transcription regulator	 	 	 	 	 	1.90E-02	HAS2,TXNIP	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	zinc protoporphyrin IX	 	chemical - endogenous mammalian	 	 	 	 	 	1.90E-02	FGFR2,HGF	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	NORAD	 	other	 	 	 	 	 	1.90E-02	COL4A1,LMCD1,mir-10	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	PLAUR	 	transmembrane receptor	 	 	 	 	 	1.90E-02	ITGA6,MMP2,PLAU	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	carbamylcholine	 	chemical drug	 	 	 	 	 	1.90E-02	ARC,ECE1,PLCG1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	fasudil	 	chemical drug	 	 	 	 	 	1.90E-02	GFAP,ICAM1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ibuprofen	 	chemical drug	 	 	 	 	 	1.90E-02	GFAP,LAMB1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	SB-431542	 	chemical reagent	Inhibited	-2.236	 	-0.129	-1.948	1.92E-02	CD44,CLIC4,GFAP,MMP2,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Gsk3	 	group	 	0.152	 	0.189	-0.221	1.97E-02	FASN,HMGCR,ICAM1,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ZFPM1	 	transcription regulator	 	 	 	 	 	1.97E-02	CPD,ENPP1,IFITM2,MMD	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TGM2	 	enzyme	Activated	2.126	 	0.186	1.614	1.99E-02	BIRC3,CD74,IFIT1,ITGA6,MMP2,PLAAT4,RUNX2,SLFN5	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	tacrolimus	 	chemical drug	 	 	 	 	 	1.99E-02	ADAM19,CD74,CXCR4,DPYSL3,NRP1,PROM1,RUNX2,TIAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TLR7	 	transmembrane receptor	 	1.937	bias	0.407	0.869	1.99E-02	CD44,ICAM1,IFIT1,IFITM1,KCNMA1,PLAU,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	SYK	 	kinase	 	0.343	 	-0.013	0.371	1.99E-02	BIRC3,CD44,CXCR4,ICAM1,PCMTD1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TLR2	 	transmembrane receptor	 	1.769	bias	0.295	1.066	2.00E-02	CEBPD,GBP3,ICAM1,ITGA4,mir-10,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	AGTR1	 	g-protein coupled receptor	 	 	 	 	 	2.05E-02	CRH,HGF,TXNIP	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	CD2	 	transmembrane receptor	 	 	 	 	 	2.05E-02	CD44,CD58,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ICAM1	1.501	transmembrane receptor	 	 	 	 	 	2.05E-02	COL4A1,ICAM1,ITGA4	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	NR1D1	 	ligand-dependent nuclear receptor	 	 	 	 	 	2.05E-02	CRY1,FASN,NUPR1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	nitrofen	 	chemical toxicant	 	 	 	 	 	2.05E-02	CLIC4,FGFR2,ITGA6	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	carbon tetrachloride	 	chemical toxicant	Activated	2.217	bias	0.250	1.663	2.05E-02	HGF,ICAM1,IL13RA1,MMP2,PPARD,PROM1,RBP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	AMPK	 	complex	 	0.218	 	0.054	0.111	2.07E-02	CIITA,FASN,mir-10,PMAIP1,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	IL6R	 	transmembrane receptor	 	1.969	bias	0.312	1.354	2.07E-02	A2M,ICAM1,MMP2,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	E. coli serotype 0127B8 lipopolysaccharide	 	chemical - endogenous non-mammalian	Activated	2.646	 	0.123	2.321	2.11E-02	BCAN,CASP6,CXCR4,HAS2,NCAN,SLC6A1,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TP63	 	transcription regulator	 	-1.393	 	0.180	-1.998	2.12E-02	BCL3,BST2,COL4A1,CXCR4,DDIT4,FASN,FGFR2,ITGA4,ITGA6,PLAU,PMAIP1,RUNX2,SPON1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Akt	 	group	 	0.682	 	0.125	0.340	2.15E-02	A2M,CD44,CXCR4,MMP2,NRP2,PMAIP1,PPARD,RUNX2,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	15(S)-HETE	 	chemical - endogenous mammalian	 	 	 	 	 	2.17E-02	HMGCR,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	BTC	 	growth factor	 	 	 	 	 	2.17E-02	FASN,HAS2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	CREBZF	 	transcription regulator	 	 	 	 	 	2.17E-02	FASN,HERPUD1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	IL11RA	 	transmembrane receptor	 	 	 	 	 	2.17E-02	MMP2,RPE65	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	P2RY2	 	g-protein coupled receptor	 	 	 	 	 	2.17E-02	HAS2,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Srebp	 	group	 	 	 	 	 	2.17E-02	ABCD2,FASN	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TIFA	 	other	 	 	 	 	 	2.17E-02	ICAM1,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TNFRSF6B	 	transmembrane receptor	 	 	 	 	 	2.17E-02	ICAM1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	acteoside	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.17E-02	HGF,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	c-Src	 	group	 	 	 	 	 	2.17E-02	GFAP,mir-10	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	caffeic acid	 	chemical drug	 	 	 	 	 	2.17E-02	FASN,HGF	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	sea cucumber body wall meal	 	chemical reagent	 	 	 	 	 	2.17E-02	FASN,HMGCR	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Hbb-b2	 	other	 	 	 	 	 	2.19E-02	CD44,CD74,CIITA	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	verapamil	 	chemical drug	 	 	 	 	 	2.19E-02	CD59,HMGCR,TXNIP	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	MAPK9	 	kinase	 	0.277	 	0.181	-0.125	2.20E-02	BIRC3,FASN,HMGA1,IFI16,NMI,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	cardiotoxin	 	chemical - other	 	1.342	bias	0.421	0.401	2.20E-02	CXCR4,HGF,IL13RA1,ITGA4,ITGA6,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TGFB3	 	growth factor	Activated	2.200	bias	0.321	1.495	2.23E-02	ADAM12,ADAM19,CD59,MMP2,PLOD2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	arsenite	 	chemical toxicant	 	 	 	 	 	2.23E-02	ADAM12,ADAMTS16,HAS2,HGF,HS6ST2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	IL3	 	cytokine	 	1.633	bias	0.296	0.907	2.27E-02	BIRC3,CXCR4,FASN,HGF,ICAM1,LAMP3,NRP1,PAPPA2,PHGDH,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	CFTR	 	ion channel	 	0.762	 	-0.020	0.802	2.28E-02	IDI1,SOCS3,SQLE,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	CXCL8	 	cytokine	 	1.953	 	0.197	1.568	2.28E-02	CD44,CD74,ICAM1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	MMP9	 	peptidase	 	-0.243	 	0.115	-0.437	2.28E-02	CD44,CXCR4,ICAM1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	PRKCE	 	kinase	 	1.067	bias	0.344	0.385	2.28E-02	ADAM12,AMIGO2,BIRC3,CD55	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ERBB3	 	kinase	 	-0.447	 	0.071	-0.606	2.31E-02	ADAM19,CXCR4,HAS2,PHGDH,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	GH1	 	growth factor	 	1.446	 	0.069	1.295	2.31E-02	CEBPD,CXCR4,FASN,SHMT2,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	corticosterone	 	chemical - endogenous mammalian	 	1.176	 	0.018	1.140	2.31E-02	ARC,CRH,DDIT4,FASN,GFAP	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	D-fructose	 	chemical - endogenous mammalian	 	 	 	 	 	2.34E-02	FASN,ICAM1,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ILK	 	kinase	 	 	 	 	 	2.34E-02	CD44,ITGA6,MMP2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	Wnt	 	group	 	 	 	 	 	2.34E-02	CD34,CD44,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	methotrexate	 	chemical drug	 	-1.542	 	0.071	-1.739	2.35E-02	COL4A1,FASN,HMGCS1,ICAM1,PPARD,SERPING1,SETD6,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	(+)-MK-801	 	chemical drug	 	-1.718	 	0.094	-1.880	2.39E-02	ARC,CRH,ICAM1,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	CCL5	 	cytokine	 	1.103	bias	0.383	0.355	2.39E-02	CD44,GFAP,HMGA1,SQLE	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	histamine	 	chemical - endogenous mammalian	 	-1.098	 	0.224	-1.544	2.39E-02	CRH,CXCR4,ICAM1,ITGA4	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	STK11	 	kinase	 	1.667	 	0.123	1.298	2.39E-02	A2M,FGFR2,MMP2,PHGDH,PSAT1,SHMT2,SLC16A4,TNFAIP3,TWF2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	AHR	 	ligand-dependent nuclear receptor	 	-0.976	 	0.021	-1.034	2.45E-02	A2M,ADAM19,COL4A1,EFEMP1,FGFR2,HMGCR,ITGA6,MMP2,RBP1,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	3-deoxy-2-octulosonic acid(2)-lipid A	 	chemical - endogenous non-mammalian	 	 	 	 	 	2.46E-02	HMGCR,SQLE	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	AURKA	 	kinase	 	 	 	 	 	2.46E-02	MMP2,PMAIP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	BHLHA15	 	transcription regulator	 	 	 	 	 	2.46E-02	CCPG1,NUPR1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	CXCL3	 	cytokine	 	 	 	 	 	2.46E-02	ICAM1,ITGA6	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	LCP2	 	other	 	 	 	 	 	2.46E-02	NRP1,PLCG1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	MXI1	 	transcription regulator	 	 	 	 	 	2.46E-02	MTHFD2,SLC7A1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	S1PR1	-2.347	g-protein coupled receptor	 	 	 	 	 	2.46E-02	HGF,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	bevacizumab	 	biologic drug	 	 	 	 	 	2.46E-02	CXCR4,NRP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	carbenoxolone	 	chemical toxicant	 	 	 	 	 	2.46E-02	FASN,HMGCR	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	concanamycin A	 	chemical drug	 	 	 	 	 	2.46E-02	BST2,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	farnesyl pyrophosphate	 	chemical - endogenous mammalian	 	 	 	 	 	2.46E-02	FASN,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	fibric acid derivative	 	chemical drug	 	 	 	 	 	2.46E-02	ABCD2,FASN	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	retinol	 	chemical drug	 	 	 	 	 	2.46E-02	PPARD,RBP1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	C5	 	cytokine	 	1.217	 	0.206	0.768	2.49E-02	CD55,CD59,HGF,ICAM1,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	plicamycin	 	chemical drug	 	0.314	 	-0.172	0.693	2.49E-02	FASN,HMGCR,PMAIP1,PROM1,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	LCN2	 	transporter	 	-0.577	 	0.162	-0.858	2.50E-02	FASN,GFAP,MMP2,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	EED	 	transcription regulator	 	 	 	 	 	2.50E-02	GFAP,MMP2,RUNX2	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	S-nitrosoglutathione	 	chemical toxicant	 	 	 	 	 	2.50E-02	BIRC3,GFAP,ICAM1	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	SKIL	 	transcription regulator	 	 	 	 	 	2.50E-02	ADAM12,COL4A1,SLC1A5	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	TLR7/8	 	group	 	 	 	 	 	2.50E-02	KCNMA1,PMAIP1,TNFAIP3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	ZMPSTE24	 	peptidase	 	 	 	 	 	2.50E-02	DDIT4,ICAM1,SOCS3	 	
Q73_Vs_Q23_Glia - 2020-01-20 05:15 PM	 	fish oils	 	chemical drug	 	 	 	 	 	2.50E-02	ACOT1,CRH,FASN	 	
