© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM
Workspace	My Projects
Project	hd_microarray
Analysis	Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM
Date	Mon Jan 20 14:17:06 PST 2020
Analysis ID	18745375

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Human Gene 2.0 ST Array
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	5-azacytidine	 	chemical drug	Activated	2.562	 	0.063	2.365	1.17E-03	CALR,CD44,CIITA,DLK1,GDF15,KDR,PLAU,SLC3A2,SLC7A5,SOCS3,TNFRSF10B	5-azacytidine,Ap1,CTNNB1,E2F1,EGR1,EP300,ESR1,HDAC1,NFkB (complex),PLAU,SMAD2,SMAD4,SP1,SP3,STAT3,TGFBR2,TP53	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	RHO	 	g-protein coupled receptor	 	-1.134	 	0.015	-1.174	1.18E-03	CD44,CD74,CEBPB,DPYSL3,PRPH,SERPING1,TNFAIP3	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	NOSTRIN	 	transcription regulator	Inhibited	-2.236	 	-0.076	-2.066	1.19E-03	FN1,ITGA5,KDR,MMP2,PLAU	Ap1,JUN,NFkB (complex),NOSTRIN,RAC1,RELA,STAT3	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	mir-21	 	microrna	Activated	3.034	 	-0.052	3.242	1.21E-03	ASPM,CACYBP,CCL2,CKS2,FN1,GBP3,GFAP,GTSE1,ICAM1,MKI67,MMP2,NCAPD2,NUSAP1,PPA1,TOP2A,VRK1	Ap1,BCL6,CEBPB,ESR1,FOXO1,IL4,IL6,JUN,NFKBIA,NFkB (complex),SMAD2,SMAD3,SMAD4,SMAD5,SMAD7,SP1,STAT3,STAT6,cytokine,mir-21	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	FDFT1	-1.025	enzyme	 	1.982	 	0.025	1.932	1.22E-03	FASN,HMGCR,LRP1,SQLE	Ap1,EGR1,FDFT1,FOS,LDL,NFkB (complex),SP1	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	FGFR4	 	kinase	 	 	 	 	 	1.22E-03	CD44,KDR,PLAU,SERPINE1	Akt,Ap1,CTNNB1,ERK1/2,ETS1,FGFR4,FOS,FOXO4,HDAC1,HIF1A,JUN,Jnk,NFkB (complex),NOTCH1,RELA,RUNX2,SMAD4,SMARCA4,SP1,STAT1,STAT3,TCF	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	alvespimycin	 	chemical drug	Activated	2.000	 	-0.068	2.135	1.22E-03	FASN,FDFT1,HMGCR,SCD	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	docosahexaenoic acid	 	chemical drug	 	0.631	 	-0.027	0.719	1.25E-03	ABCD2,CCL2,CD44,CEBPB,FASN,LDLR,MMP2,NFE2L2,SCD,SERPINE1,SOCS3,TNFRSF1A	Akt,CEBPA,ERK1/2,ETS1,FOS,FOXO1,HIF1A,JUN,NFkB (complex),NOTCH1,P38 MAPK,PPARA,PPARG,PPARGC1A,RELA,SP1,STAT3,TNF,docosahexaenoic acid	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	methylselenic acid	 	chemical reagent	 	 	 	 	 	1.26E-03	ATF3,CD44,DHCR24,FN1,GDF15,LMNB2,MANF,MAZ,MKI67,NMI,NQO1,POLA1,SCD,TNFAIP3,TOP2A,VEGFA	E2F1,ESR1,ESR2,JUN,NFKBIA,NFkB (complex),PDX1,RELA,SP1,STAT3,TP53,beta-estradiol,methylselenic acid	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	STAT6	 	transcription regulator	 	0.701	 	0.012	0.650	1.26E-03	ADAM19,ALDH2,ASS1,BCL3,BCL6,CCL2,EGR1,FASN,GBP3,GTSE1,HMGCR,IER2,IGF2R,MAF,MMP2,MVK,PROS1,SERPINB6,SERPINE1,SERPINF1,TES	Ap1,BCL6,CEBPA,FOS,IL13,IL4,IL5,JUN,NFkB (complex),RELA,SMARCA4,SP1,STAT1,STAT3,STAT6,TNF	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	MAP2K1	 	kinase	Activated	2.353	 	0.062	2.172	1.27E-03	ATF3,CCL2,CD44,FASN,FGF2,ITGA5,LDLR,MMP2,OLIG2,PTPN13,RUNX2,UNC5B,VEGFA	EGR1,EP300,ERK1/2,ESR1,ETS1,FOS,HDAC1,IKBKB,JUN,MAP2K1,NFKBIA,NFKBIB,NFkB (complex),P38 MAPK,PD98059,PPARG,RELA,SP1,STAT3,TP53	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	NRAS	 	enzyme	 	0.000	 	-0.026	0.074	1.27E-03	CD34,DLX5,EGR1,FN1,HLA-A,HTRA1,IFIT1,IL13RA1,KDR,MKI67,NQO1,PLAU,VEGFA	Ap1,ERK1/2,ESR1,ETS1,FOS,JUN,MAPK1,MYC,NFKBIB,NFkB (complex),NRAS,RAF1,RELA,SMARCA4,SP1,STAT1,STAT3,TP53	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	GDNF	 	growth factor	 	0.557	 	0.033	0.478	1.30E-03	EGR1,FN1,GFAP,HTR2A,ITGA6,LMNB2,NNAT	Ap1,CTNNB1,GDNF,JUN,NFkB (complex),RAC1,RELA,SMAD2,SMARCA4,SPHK1,STAT1,STAT3	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	entinostat	 	chemical drug	 	0.056	 	0.009	0.032	1.30E-03	ARC,MMP2,MT3,PMAIP1,RUNX2,SERPINE1,TNFRSF10B	Akt,CTNNB1,E2F1,EGR1,EP300,ERK,ESR1,HDAC1,HIF1A,JUN,NFKBIA,NFkB (complex),NOTCH1,RELA,SP1,SP3,STAT3,TP53,entinostat,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	heparin	 	chemical - endogenous mammalian	 	0.882	 	0.026	0.831	1.30E-03	FN1,HAS2,ICAM1,MMP2,PAPPA,RUNX2,VEGFA	Ap1,EGR1,ERK1/2,ETS1,FGF2,FOS,JUN,NFkB (complex),P38 MAPK,RELA,SP1,SPP1,SRC,STAT3,heparin	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	HOTAIR	 	other	 	-0.273	 	0.000	-0.273	1.31E-03	GDF15,ICAM1,IFITM1,MEG3,MMP2,PCDH10	FOXM1,HOTAIR,PRC2	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	WWTR1	 	transcription regulator	Activated	2.219	 	0.027	2.160	1.31E-03	CD44,FN1,ICAM1,NEGR1,RUNX2,SERPINE1	Ap1,CTNNB1,HIF1A,Hif1,NOTCH1,RUNX2,SMAD2,SMAD3,SMAD4,SP1,WWTR1	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	thioctic acid	 	chemical drug	Inhibited	-2.200	 	-0.037	-2.119	1.31E-03	CCL2,ICAM1,MMP2,NFE2L2,NQO1,SLC7A11	Ap1,ERK,ETS1,FOS,JUN,Jnk,NFE2L2,NFkB (complex),P38 MAPK,RELA,SMAD4,SP1,estrogen receptor,thioctic acid	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	RAC1	 	enzyme	Activated	2.208	 	0.049	2.072	1.31E-03	ATF3,BCL6,CIITA,FGF2,FN1,ICAM1,ITGA6,MMP2,VEGFA	Ap1,CEBPA,CEBPB,IL1B,IL6,JUN,NFKBIA,NFkB (complex),PI3K (complex),RAC1,RELA,SP1,STAT3,TNF	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	hyaluronic acid	 	chemical - endogenous mammalian	 	1.984	 	0.033	1.894	1.31E-03	BCL3,CD44,FN1,ICAM1,MMP2,PLAU,SERPINE1,SOCS3,TNFAIP3	Ap1,CXCL12,ERK1/2,ETS1,FOS,IL12 (complex),JUN,Jnk,NFKBIA,NFkB (complex),RELA,SP1,STAT3,hyaluronic acid	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	H89	 	chemical - kinase inhibitor	 	-0.501	 	-0.056	-0.328	1.32E-03	CD55,CEBPB,CRH,EGR1,FGF2,MKI67,MMP2,PLAU,SERPINE1,TPH1,VEGFA	Ap1,CEBPB,EGR1,EP300,ERK1/2,ESR1,ETS1,FOS,H89,HDAC1,IL6,JUN,NFkB (complex),P38 MAPK,RELA,SP1,STAT3,TP53,cyclic AMP	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	vancomycin	 	biologic drug	Activated	2.178	 	0.041	2.062	1.37E-03	A2M,CD44,CDCP1,GPX8,RFTN1,SCD,TES,TMSB10/TMSB4X	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	CREBBP	 	transcription regulator	 	0.896	 	0.049	0.778	1.39E-03	ADAM12,AP3M2,BCL6,CD44,CKB,CXCL9,EGR1,FGF2,FNDC3B,HAS2,HMGCS1,ITGA6,LDLR,MAF,NFE2L2,RUNX2,SLC7A11,SOCS3,TNFAIP3,TNFRSF10B,VEGFA	BCL6,CREBBP,EGR1,EP300,ESR1,HDAC1,JUN,MYC,NFKBIA,NFkB (complex),PPARG,REL,RELA,SMAD3,SP1,STAT3,STAT6,TP53	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	NCOA2	 	transcription regulator	Inhibited	-2.343	 	0.047	-2.481	1.41E-03	APC,EGR1,FASN,HMGCR,HMGCS1,IDI1,LDLR,NSDHL,PPP1R3C	AR,Ap1,CREBBP,CTNNB1,EP300,ESR1,ESR2,FOS,FOXO4,HDAC1,NCOA2,NFkB (complex),RARA,RUNX2,SMAD4,SP1,SREBF1,STAT3,TCF,TP53,beta-estradiol,metribolone	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	glutamine	 	chemical - endogenous mammalian	 	-0.106	 	-0.029	-0.049	1.41E-03	AARS1,ASS1,BCAT1,CEBPB,FN1,ICAM1,SRSF1,VEGFA,WARS1	ATF4,CDKN2A,DDIT3,EGR1,EP300,ESR1,ETS1,FOS,HDAC1,MYC,NFE2L2,NFKBIA,NFkB (complex),P38 MAPK,REL,RELA,SP1,STAT3,TP53,glutamine	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	JAK1	 	kinase	Activated	2.581	 	0.068	2.405	1.43E-03	BCL3,CCL2,HLA-A,ICAM1,MMP2,OSMR,SOCS3	Ap1,CEBPB,ERK1/2,ETS1,FOS,IL10,IL6,JAK1,JUN,NFKBIA,NFkB (complex),REL,RELA,SMARCA4,SP1,STAT1,STAT3	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	HIF1A	 	transcription regulator	Activated	2.248	 	0.053	2.028	1.46E-03	ADM,BGN,CD44,CDCP1,DDIT4,FN1,INHBB,ITGA5,LDHA,MANF,MMP2,P4HA2,PCDH10,PHLPP1,PLOD2,PMAIP1,SERPINE1,SLC16A4,SOCS3,STC2,TRIM66,VEGFA	AHR,ARNT,Akt,Ap1,CCN1,CDKN2A,CTNNB1,E2F1,ETS1,FOXO3,HIF1A,Hif1,JUN,NFkB (complex),NOTCH1,STAT3,Vegf	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	topotecan	 	chemical drug	 	-0.419	 	-0.027	-0.323	1.48E-03	ATF3,BCL3,EGR1,FHIT,GDF15,KCNMA1,NNAT,NRXN1,PMAIP1,ROBO2,SLC7A5,TOP2A,VEGFA	Akt,CDKN2A,CEBPA,FOXO1,HIF1A,JUN,NFkB (complex),NOTCH1,SP1,STAT3,TP53,TP73,topotecan	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	ACE	 	peptidase	 	 	 	 	 	1.49E-03	LDHA,MDK,SERPINE1	ACE,APP,CTNNB1,E2F1,EGR1,FOXO4,Ins1,NFkB (complex),PPARG,SP1,SREBF1,STAT3,TP73	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	HIPK1	 	kinase	 	 	 	 	 	1.49E-03	NFE2L2,NQO1,VEGFA	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	KLB	 	enzyme	 	 	 	 	 	1.49E-03	EGR1,HMGCR,HMGCS1	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	PDYN	 	transporter	 	 	 	 	 	1.49E-03	ARC,KDR,NRP1	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	PPBP	 	cytokine	 	 	 	 	 	1.49E-03	GLG1,SERPINE1,VEGFA	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	SU1498	 	chemical - kinase inhibitor	 	 	 	 	 	1.49E-03	CD55,ICAM1,VEGFA	Ap1,ERK,ERK1/2,ETS1,FOS,JUN,Jnk,NFkB (complex),RELA,SP1,STAT3,SU1498,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	astressin 2B	 	biologic drug	 	 	 	 	 	1.49E-03	CRH,KCNMA1,VEGFA	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	sphingomyelin	 	chemical - endogenous mammalian	 	 	 	 	 	1.49E-03	FASN,ICAM1,SCD	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	FAS	 	transmembrane receptor	 	-1.365	 	-0.006	-1.343	1.50E-03	ARAP2,BGN,CCL2,CD44,COL4A1,COL4A2,CXCL9,EGR1,ICAM1,IFIT1,IL13RA1,LAMP3,LDLR,PLAU,PPP1R15A,RUNX2,SERPINE1,TNFAIP3,TNFRSF1A,VEGFA	Ap1,ERK,ERK1/2,ETS1,FAS,FASLG,FOS,IL1B,JUN,LEF1,NFkB (complex),P38 MAPK,RELA,SP1,STAT3,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	5-hydroxytryptamine	 	chemical - endogenous mammalian	 	1.369	 	0.058	1.207	1.51E-03	ARC,CCL2,EGR1,EIF4EBP1,FGF2,ICAM1,RUNX2,SERPINE1,TNFRSF1A	5-hydroxytryptamine,Ca2+,EGR1,EP300,ERK,ERK1/2,ETS1,FOS,IL1B,JUN,NFkB (complex),NOTCH1,RELA,SP1,STAT3,cyclic AMP,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	PTGER2	 	g-protein coupled receptor	Inhibited	-2.138	 	0.054	-2.289	1.51E-03	ASPM,CKS2,EGR1,KIF18B,KIF20A,MKI67,NUSAP1,SERPINE1,VEGFA	AKT1,Ap1,CEBPB,CTNNB1,ERK,ERK1/2,ETS1,FOS,HTT,IL6,JUN,MMP1,NFkB (complex),PTGER2,RELA,SP1,STAT3,TP53,YAP1,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	potassium chloride	 	chemical drug	 	-1.941	 	0.049	-2.036	1.51E-03	ATF3,CALR,EGR1,HERPUD1,NEAT1,SLC7A1,SLC7A3,TXNIP,UNC5B	AVP,Ca2+,EP300,FOS,HDAC4,NFkB (complex),NOTCH1,NR3C2,SP1,STAT3,potassium chloride	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	CCN3	 	growth factor	 	-0.577	 	-0.013	-0.554	1.52E-03	CCL2,MMP2,RUNX2,SERPINE1	Akt,Ap1,CCN3,EGR1,ETS1,FN1,FOS,FOXO1,FOXO3,HIF1A,Insulin,JUN,Jnk,NFKBIA,NFkB (complex),NOTCH1,P38 MAPK,PPARG,RELA,SP1,STAT3,TP53	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	FBN1	 	other	 	 	 	 	 	1.52E-03	COL4A2,MMP2,RUNX2,SERPINE1	CEBPA,Ca2+,EGR1,EP300,ERK,ESR1,FBN1,FOS,HDAC1,JUN,NFkB (complex),NOTCH1,RELA,SMAD3,SMAD4,SMAD7,SP1,STAT3,TGFB1,TP53,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	LRPAP1	 	other	 	0.120	 	0.020	0.081	1.52E-03	LDLR,LRP1,MMP2,SERPINE1	APP,Ap1,CTNNB1,E2F1,EGR1,ERK,FOS,HMGB1,JUN,LDL,LRPAP1,NFkB (complex),PLAT,PROC,RELA,SP1,STAT3,TP73,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	SPZ1	 	transcription regulator	 	0.800	 	0.068	0.666	1.52E-03	CD44,FN1,MKI67,VEGFA	EP300,NOTCH1,SPZ1,TP53,TWIST1	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	IL10	 	cytokine	 	-0.659	 	0.009	-0.695	1.53E-03	ADM,ARAP2,BCL3,CCL2,CD44,CD55,CDH13,CIITA,CXCL9,ICAM1,LAMP3,LZTS1,MAF,MMP2,PHGDH,SOCS3,TNFRSF1A,VEGFA	Ap1,CEBPA,IFNG,IL10,IL12 (complex),Immunoglobulin,JUN,NFKBIA,NFkB (complex),RELA,SP1,STAT1,STAT3,TNF	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	resiquimod	 	chemical drug	Activated	2.236	 	0.045	2.135	1.55E-03	ATF3,CCL2,CD44,CEBPB,FGF2,GDF15,HERPUD1,ICAM1,KCNMA1,NFKBIZ,PLAU,WARS1	CREBBP,ETS1,FOS,IFNG,JUN,NFKBIA,NFkB (complex),P38 MAPK,RELA,SP1,STAT1,STAT3,TLR7,resiquimod	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	17-alpha-ethinylestradiol	 	chemical drug	 	-0.838	 	0.030	-0.920	1.58E-03	AARS1,BCAT1,BCL3,CD74,CKB,GDF15,INHBB,LDLR,MANF,SLCO1C1,VEGFA	17-alpha-ethinylestradiol,EGR1,EP300,ESR1,ESR2,HDAC1,JUN,NFKBIA,NFkB (complex),RARA,RELA,SP1,STAT3,TP53,beta-estradiol	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	Ap1	 	complex	Activated	2.412	 	0.068	2.248	1.58E-03	ATF3,CCL2,CD44,DLX5,FN1,GFAP,MMP2,NQO1,PLAU,SERPINE1,VEGFA	Ap1,CTNNB1,E2F1,FOS,FOXO3,JUN,NFKBIA,NFkB (complex),PLAU,RELA,SMAD4,SP1,STAT3,Vegf,cytokine	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	VTN	 	other	 	1.457	 	0.037	1.377	1.61E-03	ITGA5,MMP2,PLAU,RUNX2,SERPINE1	AHR,Ap1,ERK1/2,ETS1,FN1,FOS,HIF1A,Hif1,ITGAV,ITGB3,NFKBIA,NFkB (complex),NOTCH1,RUNX2,SMAD2,SMAD3,SMAD4,SP1,STAT3,TP53,VTN	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	AREG	 	growth factor	 	-1.367	 	0.025	-1.436	1.61E-03	AURKB,C10orf55,EGR1,HAS2,KIF20A,MKI67,PLAU,TOP2A	AREG,Ap1,CEBPB,EP300,ERBB2,ERBB3,ERK1/2,ESR1,ESR2,ETS1,FOS,FOXO1,FOXO3,IGF1R,IL6,JUN,MYC,NFkB (complex),RELA,SMAD2,SP1,STAT3,TP53,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	tert-butyl-hydroquinone	 	chemical reagent	 	1.344	 	0.064	1.168	1.61E-03	AGL,ATF3,HERPUD1,MAF,ME1,NFE2L2,NQO1,SERPINE1	Ap1,ESR1,ETS1,FOS,JUN,Jnk,NFE2L2,NFkB (complex),P38 MAPK,RELA,SMAD4,SP1,tert-butyl-hydroquinone	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	glucocorticoid	 	chemical drug	 	-1.399	 	-0.002	-1.391	1.61E-03	BCL3,CCL2,CD44,CD74,CEBPB,CRH,FASN,FN1,GOT1,HAS2,ICAM1,SERPINE1,SOCS3,TNFRSF1A,TXNIP,VEGFA	Ap1,CEBPB,ERK1/2,ETS1,FOS,IFNG,IL6,JUN,NFKBIA,NFkB (complex),RELA,SP1,STAT1,STAT3,glucocorticoid	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	CXCL12	 	cytokine	 	1.569	 	0.044	1.419	1.63E-03	BCL3,CCL2,CD44,DLX5,EGR1,FN1,ICAM1,MMP2,PCDH1,PLAU,RUNX2,SOCS3,TNFRSF10B	Ap1,CEBPB,CXCL12,CXCR4,ERK1/2,ESR2,ETS1,FOS,IL6,JUN,Jnk,NFkB (complex),P38 MAPK,RELA,SP1,STAT3,TP53	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	MYB	 	transcription regulator	 	0.291	 	0.033	0.189	1.63E-03	ADAM12,ADM,CD34,COL4A1,FN1,ICAM1,KDR,MTSS1,NMU,POLA1,RGCC,SLC1A5	EP300,JUN,MYB,MYC,NFKBIA,NFkB (complex),RELA,SP1,STAT3,TP53	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	CAT	 	enzyme	Inhibited	-2.401	 	-0.036	-2.314	1.64E-03	ADM,CCL2,FN1,PMAIP1,SERPINE1,TNFRSF10B	Akt,CAT,ERK,ETS1,FOS,HIF1A,JUN,NFKBIA,NFkB (complex),NOTCH1,P38 MAPK,RELA,SMARCA4,SP1,STAT1,STAT3,estrogen receptor	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	lysophosphatidylinositol	 	chemical - endogenous mammalian	 	0.000	 	0.076	-0.186	1.64E-03	CCL2,CD74,ICAM1,INSIG1,LDHA,PLCE1	Ap1,JUN,NFkB (complex),PRKCA,RELA,STAT3,lysophosphatidylinositol	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	SP3	 	transcription regulator	Activated	2.200	 	0.038	2.096	1.66E-03	ABCD2,ATF3,CDKN2C,EGR1,GDF15,HAS2,HGF,KDR,LDLR,MMP2,OLIG2,PLAU,SERPINE1,VEGFA	Ap1,CEBPA,CTNNB1,E2F1,EP300,ESR1,HDAC1,JUN,MET,NFKBIA,NFkB (complex),SMAD3,SMAD4,SP1,SP3,STAT3,TGFB1,TP73	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	bucladesine	 	chemical toxicant	Activated	2.011	 	0.043	1.842	1.66E-03	ADM,AGL,ASS1,CD44,CEBPB,EGR1,GDF15,GFAP,HAS2,HMGCR,ICAM1,INHBB,LDLR,MMP2,PCDH1,PLAU,SERPINE1,SOCS3,SUV39H2	AGT,Ap1,CEBPB,EGR1,EP300,ERK1/2,ESR1,ETS1,FOS,HDAC1,IL6,JUN,NFKBIA,NFkB (complex),RELA,SMAD3,SP1,STAT3,TP53,bucladesine	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	3,3'-diindolylmethane	 	chemical drug	 	1.890	 	0.008	1.869	1.73E-03	ATF3,FASN,GDF15,HLA-A,IFIT1,NQO1,TNFRSF10B	3,3'-diindolylmethane,Ap1,FOS,JUN,Jnk,NFKBIA,NFkB (complex),RELA,SMARCA4,SP1,STAT1,STAT3	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	ADAM12	1.876	peptidase	 	0.479	 	-0.012	0.510	1.73E-03	BRINP3,CEBPB,COL4A2,GDF15,HGF,MFAP5,SERPINE1	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	MBD2	 	transcription regulator	 	1.253	 	0.012	1.226	1.73E-03	ASS1,CKS2,DLK1,MMP2,NUPR1,PLAAT1,PLAU	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	mir-155	 	microrna	 	-0.752	 	-0.049	-0.610	1.74E-03	BCL6,CCL2,CEBPB,IL13RA1,MAF,PELI1,S1PR1,SERPINE1,SOCS3	Akt,Ap1,BCL6,CEBPB,CREB1,CREM,HIF1A,IL4,IL6,IgG,JUN,NFKBIA,NFkB (complex),NOTCH1,RETN,SP1,STAT3,STAT6,mir-155	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	YBX1	 	transcription regulator	 	1.195	 	0.031	1.127	1.74E-03	EFEMP1,MMP2,MVP,PAPPA,PLXNA2,PMAIP1,SPON1,STC2	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	26s Proteasome	 	complex	 	-0.678	 	-0.034	-0.572	1.76E-03	BCL3,CCL2,GFAP,ICAM1,POLA1,S1PR1,SOCS3,TOP2A,TXNIP,ULBP1,WIPI1	26s Proteasome,EGFR,ETS1,FGF2,FOS,JAK1,JAK2,JUN,NFKBIA,NFkB (complex),NOTCH1,RELA,SIRT1,SP1,STAT1,STAT3,STAT4,STAT6,TICAM1	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	lactacystin	 	chemical - protease inhibitor	 	1.048	 	0.030	0.945	1.79E-03	ATF3,CCL2,GFAP,HLA-A,LDLR,MMP2,NFE2L2,P4HA2,PMAIP1,RUNX2,SLC3A2,TNFRSF10B,ULBP1	Akt,CEBPA,ERK1/2,ETS1,FOS,HIF1A,JUN,NFKBIA,NFkB (complex),NOTCH1,P38 MAPK,RELA,SP1,STAT3,TNF,lactacystin	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	lenalidomide	 	chemical drug	 	0.300	 	0.017	0.236	1.80E-03	BCL11B,CDKN2C,CEBPB,DLEU2,FN1,HS3ST3B1,KCNMA1,LRP1,NFKBIZ,NMI,PLOD2,PROS1,SEL1L,SUV39H2,TNFRSF10B	 	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	SFRP1	 	transmembrane receptor	 	-1.046	 	-0.025	-0.986	1.84E-03	FASN,FN1,MMP2,RUNX2,SCD,SERPINE1	Ap1,CTNNB1,EGR1,FOS,FOXO1,FOXO3,FOXO4,HDAC1,Ins1,Insulin,JUN,NFkB (complex),PPARG,RUNX2,SFRP1,SKIL,SMAD2,SMAD3,SMAD4,SP1,SREBF1,STAT3,TCF	
Q73_Vs_pTANK_Glia - 2020-01-20 05:17 PM	 	FASLG	 	cytokine	 	0.000	 	0.018	-0.035	1.85E-03	CCL2,CD44,EGR1,RUNX2,VEGFA	Akt,Ap1,CTNNB1,ERK1/2,ETS1,FAS,FASLG,FOS,HIF1A,JUN,NFkB (complex),NOTCH1,P38 MAPK,PRKCA,RELA,SP1,STAT3,TP53	
