"","affy_hugene_2_0_st_v1","ensembl_gene_id","external_gene_name"
"4141",16705008,"ENSG00000235279","AC069079.1"
"4142",16705006,"ENSG00000207813","MIR605"
"4143",16706988,"ENSG00000283672","MIR4678"
"4144",16705721,"ENSG00000280401","AC022532.1"
"4145",16703559,"ENSG00000252401","RNU4ATAC6P"
"4146",16703765,"ENSG00000233825","AL391839.2"
"4147",16704358,"ENSG00000243349","AL358394.2"
"4148",16703889,"ENSG00000253054","RNU7-77P"
"4149",16702798,"ENSG00000251803","RF00019"
"4150",16703843,"ENSG00000203565","AL450313.1"
"4151",16703845,"ENSG00000223470","AL117338.1"
"4152",16704783,"ENSG00000177354","C10orf71"
"4153",16705803,"ENSG00000259267","AC073176.1"
"4154",16705800,"ENSG00000271409","AC073176.2"
"4155",16705725,"ENSG00000107719","PALD1"
"4156",16704088,"ENSG00000222329","RNU6-1076P"
"4157",16702914,"ENSG00000207938","MIR511"
"4158",16702870,"ENSG00000207938","MIR511"
"4159",16702650,"ENSG00000221371","MIR1265"
"4160",16704690,"ENSG00000128815","WDFY4"
"4161",16704767,"ENSG00000228403","AC035139.1"
"4162",16704454,"ENSG00000231187","AL356056.2"
"4163",16703230,"ENSG00000252049","RF00561"
"4164",16706708,"ENSG00000212324","RNU6-129P"
"4165",16705118,"ENSG00000252076","RN7SKP196"
"4166",16705778,"ENSG00000166224","SGPL1"
"4167",16703834,"ENSG00000238258","AL121748.2"
"4168",16703471,"ENSG00000223027","RF00191"
"4169",16702739,"ENSG00000252537","RF00322"
"4170",16703520,"ENSG00000095787","WAC"
"4171",16704770,"ENSG00000226576","AC060234.1"
"4172",16704088,"ENSG00000223208","RNU6-1217P"
"4173",16706894,"ENSG00000200176","RNU1-19P"
"4174",16704197,"ENSG00000221468","RNU6ATAC11P"
"4175",16702636,"ENSG00000199407","RNA5SP301"
"4176",16704773,"ENSG00000234736","FAM170B-AS1"
"4177",16703977,"ENSG00000206796","RNU6-811P"
"4178",16703064,"ENSG00000199222","RF00019"
"4179",16703854,"ENSG00000223047","RNU6-847P"
"4180",16705754,"ENSG00000138316","ADAMTS14"
"4181",16703561,"ENSG00000207483","RNU6-1067P"
"4182",16705354,"ENSG00000222371","RN7SKP202"
"4183",16705033,"ENSG00000223800","AL355314.1"
"4184",16705026,"ENSG00000234173","AL353784.1"
"4185",16705661,"ENSG00000197467","COL13A1"
"4186",16704894,"ENSG00000227345","PARG"
"4187",16705994,"ENSG00000138315","OIT3"
"4188",16706400,"ENSG00000282233","AL450306.2"
"4189",16703478,"ENSG00000120539","MASTL"
"4190",16703034,"ENSG00000200545","RF00012"
"4191",16704438,"ENSG00000238405","RNA5SP311"
"4192",16704842,"ENSG00000238405","RNA5SP311"
"4193",16704658,"ENSG00000238405","RNA5SP311"
"4194",16704473,"ENSG00000238405","RNA5SP311"
"4195",16704648,"ENSG00000238405","RNA5SP311"
"4196",16704436,"ENSG00000238405","RNA5SP311"
"4197",16705437,"ENSG00000221184","MIR1254-1"
"4198",16705036,"ENSG00000228048","AL355314.2"
"4199",16704088,"ENSG00000222623","RNU6-1100P"
"4200",16704114,"ENSG00000251783","RNU6-1170P"
"4201",16703851,"ENSG00000226386","PARD3-AS1"
"4202",16703495,"ENSG00000099246","RAB18"
"4203",16704438,"ENSG00000252149","RNA5SP315"
"4204",16704842,"ENSG00000252149","RNA5SP315"
"4205",16704658,"ENSG00000252149","RNA5SP315"
"4206",16704473,"ENSG00000252149","RNA5SP315"
"4207",16704648,"ENSG00000252149","RNA5SP315"
"4208",16704436,"ENSG00000252149","RNA5SP315"
"4209",16704962,"ENSG00000231345","BEND3P1"
"4210",16705701,"ENSG00000099284","H2AFY2"
"4211",16704957,"ENSG00000225303","AL117341.1"
"4212",16704088,"ENSG00000222792","RNU6-860P"
"4213",16704863,"ENSG00000265733","SNORA74C-1"
"4214",16706061,"ENSG00000200356","RNU6-833P"
"4215",16704373,"ENSG00000263476","MIR3156-1"
"4216",16703382,"ENSG00000136750","GAD2"
"4217",16703311,"ENSG00000151025","GPR158"
"4218",16704458,"ENSG00000204175","GPRIN2"
"4219",16703713,"ENSG00000252479","RNA5SP309"
"4220",16704375,"ENSG00000275565","ALOX5"
"4221",16704199,"ENSG00000150201","FXYD4"
"4222",16704192,"ENSG00000224265","AC068707.1"
"4223",16705620,"ENSG00000099282","TSPAN15"
"4224",16703758,"ENSG00000252482","RNU7-22P"
"4225",16704088,"ENSG00000223256","RNU6-785P"
"4226",16704088,"ENSG00000222359","RNU6-355P"
"4227",16705024,"ENSG00000252161","RNA5SP318"
"4228",16703493,"ENSG00000200369","RNU6-666P"
"4229",16705308,"ENSG00000212520","RNU6-1250P"
"4230",16703628,"ENSG00000212411","RF00105"
"4231",16705844,"ENSG00000107736","CDH23"
"4232",16703452,"ENSG00000148459","PDSS1"
"4233",16703509,"ENSG00000230500","MKX-AS1"
"4234",16706372,"ENSG00000228280","AL731568.1"
"4235",16704650,"ENSG00000265366","GLUD1P2"
"4236",16704581,"ENSG00000280913","AL731733.1"
"4237",16703340,"ENSG00000095777","MYO3A"
"4238",16703756,"ENSG00000206660","RF00019"
"4239",16705831,"ENSG00000198246","SLC29A3"
"4240",16705841,"ENSG00000198246","SLC29A3"
"4241",16705992,"ENSG00000266719","MIR4676"
"4242",16702759,"ENSG00000223156","RNU2-18P"
"4243",16704088,"ENSG00000223225","RNU6-1054P"
"4244",16704960,"ENSG00000226200","SGMS1-AS1"
"4245",16703828,"ENSG00000229656","ITGB1-DT"
"4246",16703308,"ENSG00000231422","LINC01516"
"4247",16705641,"ENSG00000171224","FAM241B"
"4248",16706006,"ENSG00000237768","AL731563.2"
"4249",16704588,"ENSG00000265018","AGAP12P"
"4250",16704614,"ENSG00000264230","ANXA8L1"
"4251",16704516,"ENSG00000264230","ANXA8L1"
"4252",16704464,"ENSG00000204174","NPY4R"
"4253",16706233,"ENSG00000225761","AL596247.1"
"4254",16706200,"ENSG00000035403","VCL"
"4255",16704822,"ENSG00000187714","SLC18A3"
"4256",16704796,"ENSG00000070748","CHAT"
"4257",16704588,"ENSG00000279058","AGAP14P"
"4258",16705973,"ENSG00000226163","AL513185.1"
"4259",16706180,"ENSG00000122861","PLAU"
"4260",16704793,"ENSG00000235939","AL138760.1"
"4261",16705810,"ENSG00000107731","UNC5B"
"4262",16703469,"ENSG00000235843","AL390961.2"
"4263",16703407,"ENSG00000077420","APBB1IP"
"4264",16704965,"ENSG00000204147","ASAH2B"
"4265",16706990,"ENSG00000107789","MINPP1"
"4266",16705188,"ENSG00000183346","CABCOCO1"
"4267",16705507,"ENSG00000122862","SRGN"
"4268",16704040,"ENSG00000283930","AL117339.5"
"4269",16704051,"ENSG00000283930","AL117339.5"
"4270",16704040,"ENSG00000224761","AL117339.1"
"4271",16703174,"ENSG00000233451","AL513128.1"
"4272",16706045,"ENSG00000236756","DNAJC9-AS1"
"4273",16704844,"ENSG00000204152","TIMM23B"
"4274",16704489,"ENSG00000274209","ANTXRL"
"4275",16704516,"ENSG00000265190","ANXA8"
"4276",16704614,"ENSG00000265190","ANXA8"
"4277",16704107,"ENSG00000185904","LINC00839"
"4278",16703301,"ENSG00000185875","THNSL1"
"4279",16704837,"ENSG00000099290","WASHC2A"
"4280",16704920,"ENSG00000099290","WASHC2A"
"4281",16704542,"ENSG00000099290","WASHC2A"
"4282",16706259,"ENSG00000156650","KAT6B"
"4283",16703062,"ENSG00000231920","NEBL-AS1"
"4284",16702705,"ENSG00000152463","OLAH"
"4285",16703242,"ENSG00000165312","OTUD1"
"4286",16704581,"ENSG00000266217","CTSLP2"
"4287",16704588,"ENSG00000204172","AGAP9"
"4288",16704607,"ENSG00000189090","FAM25G"
"4289",16704211,"ENSG00000230555","AL450326.1"
"4290",16706008,"ENSG00000166321","NUDT13"
"4291",16704826,"ENSG00000178645","C10orf53"
"4292",16704588,"ENSG00000264204","AGAP7P"
"4293",16704865,"ENSG00000263639","MSMB"
"4294",16705976,"ENSG00000156026","MCU"
"4295",16704588,"ENSG00000188234","AGAP4"
"4296",16703237,"ENSG00000224215","AL606469.1"
"4297",16703220,"ENSG00000148450","MSRB2"
"4298",16704182,"ENSG00000169826","CSGALNACT2"
"4299",16706385,"ENSG00000225497","KCNMA1-AS2"
"4300",16704154,"ENSG00000165731","RET"
"4301",16703514,"ENSG00000233472","AL390866.1"
"4302",16705715,"ENSG00000148730","EIF4EBP2"
"4303",16705474,"ENSG00000165732","DDX21"
"4304",16705450,"ENSG00000107625","DDX50"
"4305",16702633,"ENSG00000225112","AL157392.1"
"4306",16706238,"ENSG00000156110","ADK"
"4307",16705638,"ENSG00000236154","AL450311.2"
"4308",16706403,"ENSG00000282690","AL391421.2"
"4309",16704875,"ENSG00000266412","NCOA4"
"4310",16706948,"ENSG00000184923","NUTM2A"
"4311",16706546,"ENSG00000184923","NUTM2A"
"4312",16704269,"ENSG00000226808","LINC00840"
"4313",16706076,"ENSG00000271848","AC073389.2"
"4314",16704470,"ENSG00000271848","AC073389.2"
"4315",16704051,"ENSG00000226113","AL133217.1"
"4316",16704003,"ENSG00000236514","AL135791.1"
"4317",16705146,"ENSG00000235140","AC026391.1"
"4318",16706757,"ENSG00000148604","RGR"
"4319",16702935,"ENSG00000165995","CACNB2"
"4320",16705439,"ENSG00000165730","STOX1"
"4321",16705310,"ENSG00000272892","AL133551.1"
"4322",16704006,"ENSG00000226447","AL117337.1"
"4323",16705313,"ENSG00000096717","SIRT1"
"4324",16706807,"ENSG00000224504","AC025428.2"
"4325",16704027,"ENSG00000075407","ZNF37A"
"4326",16705295,"ENSG00000198739","LRRTM3"
"4327",16705305,"ENSG00000225299","AL139240.1"
"4328",16706337,"ENSG00000237149","ZNF503-AS2"
"4329",16706321,"ENSG00000226051","ZNF503-AS1"
"4330",16706023,"ENSG00000138286","FAM149B1"
"4331",16703770,"ENSG00000216937","CCDC7"
"4332",16703763,"ENSG00000226842","AL158834.1"
"4333",16703251,"ENSG00000120549","KIAA1217"
"4334",16703328,"ENSG00000280809","LINC00836"
"4335",16704440,"ENSG00000165874","FAM35BP"
"4336",16706056,"ENSG00000227540","AC016394.1"
"4337",16704909,"ENSG00000204149","AGAP6"
"4338",16704588,"ENSG00000204149","AGAP6"
"4339",16705220,"ENSG00000138311","ZNF365"
"4340",16706945,"ENSG00000237280","AL136982.3"
"4341",16705159,"ENSG00000170312","CDK1"
"4342",16706499,"ENSG00000108179","PPIF"
"4343",16702638,"ENSG00000234091","AL157392.2"
"4344",16706727,"ENSG00000188373","C10orf99"
"4345",16702916,"ENSG00000148482","SLC39A12"
"4346",16705931,"ENSG00000230526","AC073370.1"
"4347",16705216,"ENSG00000234756","AC024597.1"
"4348",16705577,"ENSG00000156515","HK1"
"4349",16706286,"ENSG00000156671","SAMD8"
"4350",16704475,"ENSG00000189014","FAM35DP"
"4351",16704151,"ENSG00000234944","AL365199.1"
"4352",16707004,"ENSG00000225913","AL138767.3"
"4353",16706620,"ENSG00000133665","DYDC2"
"4354",16706617,"ENSG00000235858","AL359195.1"
"4355",16706613,"ENSG00000279359","AL359195.2"
"4356",16704090,"ENSG00000203496","AL133216.1"
"4357",16705513,"ENSG00000122958","VPS26A"
"4358",16704307,"ENSG00000187783","TMEM72"
"4359",16706600,"ENSG00000189129","PLAC9"
"4360",16702767,"ENSG00000026025","VIM"
"4361",16704837,"ENSG00000172661","WASHC2C"
"4362",16704920,"ENSG00000172661","WASHC2C"
"4363",16704542,"ENSG00000172661","WASHC2C"
"4364",16704397,"ENSG00000172661","WASHC2C"
"4365",16706392,"ENSG00000225652","KCNMA1-AS3"
"4366",16706610,"ENSG00000237523","LINC00857"
"4367",16704096,"ENSG00000234541","CHEK2P5"
"4368",16704320,"ENSG00000107551","RASSF4"
"4369",16704316,"ENSG00000223462","AL353801.1"
"4370",16704125,"ENSG00000165733","BMS1"
"4371",16702734,"ENSG00000232739","AL607028.1"
"4372",16706963,"ENSG00000224914","LINC00863"
"4373",16702696,"ENSG00000197889","MEIG1"
"4374",16706912,"ENSG00000151303","AL136982.1"
"4375",16706822,"ENSG00000234942","GRID1-AS1"
"4376",16704470,"ENSG00000224919","AL591684.1"
"4377",16704216,"ENSG00000243660","ZNF487"
"4378",16705942,"ENSG00000166295","ANAPC16"
"4379",16704094,"ENSG00000227264","ACTR3BP5"
"4380",16705531,"ENSG00000156502","SUPV3L1"
"4381",16705961,"ENSG00000168209","DDIT4"
"4382",16704351,"ENSG00000165512","ZNF22"
"4383",16706933,"ENSG00000122376","FAM35A"
"4384",16704064,"ENSG00000276805","AL133216.2"
"4385",16704291,"ENSG00000227029","AL139237.1"
"4386",16705356,"ENSG00000096746","HNRNPH3"
"4387",16702642,"ENSG00000229751","AC044781.1"
"4388",16706428,"ENSG00000230417","LINC00595"
"4389",16706433,"ENSG00000230417","LINC00595"
"4390",16706445,"ENSG00000230417","LINC00595"
"4391",16705381,"ENSG00000138336","TET1"
"4392",16706630,"ENSG00000122378","FAM213A"
"4393",16703891,"ENSG00000108100","CCNY"
"4394",16705241,"ENSG00000181915","ADO"
"4395",16703563,"ENSG00000095739","BAMBI"
"4396",16705247,"ENSG00000148572","NRBF2"
"4397",16703068,"ENSG00000078403","MLLT10"
"4398",16703591,"ENSG00000232624","LINC01517"
"4399",16703584,"ENSG00000232624","LINC01517"
"4400",16703572,"ENSG00000232624","LINC01517"
"4401",16703581,"ENSG00000232624","LINC01517"
"4402",16703603,"ENSG00000120563","LYZL1"
"4403",16706408,"ENSG00000282770","DLG5-AS1"
"4404",16702790,"ENSG00000204832","ST8SIA6-AS1"
"4405",16706408,"ENSG00000233871","DLG5-AS1"
"4406",16706641,"ENSG00000108219","TSPAN14"
"4407",16706662,"ENSG00000108219","TSPAN14"
"4408",16705260,"ENSG00000165476","REEP3"
"4409",16705051,"ENSG00000122873","CISD1"
"4410",16705258,"ENSG00000272767","JMJD1C-AS1"
"4411",16702571,"ENSG00000065328","MCM10"
"4412",16704088,"ENSG00000282508","LINC01002"
"4413",16705062,"ENSG00000228527","AC016396.1"
"4414",16703914,"ENSG00000177291","GJD4"
"4415",16703922,"ENSG00000237002","AL590730.1"
"4416",16706065,"ENSG00000233144","AL512656.1"
"4417",16705064,"ENSG00000072401","UBE2D1"
"4418",16705270,"ENSG00000228566","AC022387.1"
"4419",16702800,"ENSG00000136738","STAM"
"4420",16703931,"ENSG00000238176","AL390061.1"
"4421",16705277,"ENSG00000216740","ANXA2P3"
"4422",16703934,"ENSG00000148513","ANKRD30A"
"4423",16703983,"ENSG00000235687","LINC00993"
"4424",16706412,"ENSG00000138326","RPS24"
"4425",16703979,"ENSG00000234918","AL157387.1"
"4426",16705074,"ENSG00000108064","TFAM"
"4427",16706665,"ENSG00000178217","SH2D4B"
"4428",16706681,"ENSG00000231082","AL731544.1"
"4429",16706685,"ENSG00000185737","NRG3"
"4430",16705279,"ENSG00000235356","AL592466.1"
"4431",16705399,"ENSG00000060339","CCAR1"
"4432",16703112,"ENSG00000279631","AL158211.5"
"4433",16706068,"ENSG00000221817","PPP3CB-AS1"
"4434",16705116,"ENSG00000183055","FAM133CP"
"4435",16705089,"ENSG00000122870","BICC1"
"4436",16706453,"ENSG00000229543","AC010163.1"
"4437",16703232,"ENSG00000168267","PTF1A"
"4438",16706135,"ENSG00000214655","ZSWIM8"
"4439",16705156,"ENSG00000254271","AC022390.1"
"4440",16706586,"ENSG00000133678","TMEM254"
"4441",16703703,"ENSG00000234814","SVILP1"
"4442",16706375,"ENSG00000236467","KCNMA1-AS1"
"4443",16706382,"ENSG00000236467","KCNMA1-AS1"
"4444",16706378,"ENSG00000236467","KCNMA1-AS1"
"4445",16703707,"ENSG00000230720","AL451107.1"
"4446",16706948,"ENSG00000214562","NUTM2D"
"4447",16706546,"ENSG00000214562","NUTM2D"
"4448",16706968,"ENSG00000214562","NUTM2D"
"4449",16703661,"ENSG00000230298","AL590068.2"
"4450",16706779,"ENSG00000107771","CCSER2"
"4451",16702608,"ENSG00000165630","PRPF18"
"4452",16702602,"ENSG00000233256","AL355870.1"
"4453",16705130,"ENSG00000165443","PHYHIPL"
"4454",16702741,"ENSG00000226140","AL355339.1"
"4455",16704116,"ENSG00000234864","AL022344.1"
"4456",16704375,"ENSG00000012779","ALOX5"
"4457",16705199,"ENSG00000150347","ARID5B"
"4458",16705493,"ENSG00000198954","KIF1BP"
"4459",16702827,"ENSG00000148483","TMEM236"
"4460",16706456,"ENSG00000230229","AC010163.2"
"4461",16704257,"ENSG00000230565","ZNF32-AS2"
"4462",16706400,"ENSG00000228748","AL450306.1"
"4463",16706403,"ENSG00000204049","AL391421.1"
"4464",16703642,"ENSG00000107968","MAP3K8"
"4465",16706734,"ENSG00000148600","CDHR1"
"4466",16702646,"ENSG00000235410","AL157896.1"
"4467",16702605,"ENSG00000227175","AL590677.1"
"4468",16704261,"ENSG00000228426","AL645634.1"
"4469",16706811,"ENSG00000230962","LINC01520"
"4470",16704055,"ENSG00000099251","HSD17B7P2"
"4471",16702747,"ENSG00000165983","PTER"
"4472",16706389,"ENSG00000224500","AL731575.1"
"4473",16702722,"ENSG00000152464","RPP38"
"4474",16704300,"ENSG00000277288","C10orf142"
"4475",16706772,"ENSG00000229404","LINC00858"
"4476",16702836,"ENSG00000260314","MRC1"
"4477",16702881,"ENSG00000260314","MRC1"
"4478",16704248,"ENSG00000223910","ZNF32-AS3"
"4479",16703150,"ENSG00000077327","SPAG6"
"4480",16705283,"ENSG00000228065","LINC01515"
"4481",16705287,"ENSG00000228065","LINC01515"
"4482",16705143,"ENSG00000236556","AC025038.1"
"4483",16702685,"ENSG00000152455","SUV39H2"
"4484",16704264,"ENSG00000204187","LINC00619"
"4485",16706577,"ENSG00000283913","AL512662.2"
"4486",16706577,"ENSG00000242600","MBL1P"
"4487",16704470,"ENSG00000229969","AL136982.2"
"4488",16706712,"ENSG00000165678","GHITM"
"4489",16706463,"ENSG00000108175","ZMIZ1"
"4490",16706896,"ENSG00000173267","SNCG"
"4491",16706912,"ENSG00000271880","AGAP11"
"4492",16704254,"ENSG00000226245","ZNF32-AS1"
"4493",16706906,"ENSG00000148671","ADIRF"
"4494",16703747,"ENSG00000223834","AL161935.1"
"4495",16706948,"ENSG00000228570","NUTM2E"
"4496",16706546,"ENSG00000228570","NUTM2E"
"4497",16704239,"ENSG00000198298","ZNF485"
"4498",16705151,"ENSG00000232682","AL592430.1"
"4499",16706522,"ENSG00000122852","SFTPA1"
"4500",16705329,"ENSG00000138347","MYPN"
"4501",16703182,"ENSG00000165309","ARMC3"
"4502",16706849,"ENSG00000122367","LDB3"
"4503",16706948,"ENSG00000188199","NUTM2B"
"4504",16706546,"ENSG00000188199","NUTM2B"
"4505",16706562,"ENSG00000272447","AL135925.1"
"4506",16703036,"ENSG00000120594","PLXDC2"
"4507",16702656,"ENSG00000187522","HSPA14"
"4508",16706875,"ENSG00000107779","BMPR1A"
"4509",16702982,"ENSG00000204740","MALRD1"
"4510",16703715,"ENSG00000148516","ZEB1"
"4511",16702652,"ENSG00000236495","AL158168.1"
"4512",16702967,"ENSG00000165997","ARL5B"
"4513",16706082,"ENSG00000176986","SEC24C"
"4514",16706117,"ENSG00000196968","FUT11"
"4515",16706832,"ENSG00000227896","AL731569.1"
"4516",16706835,"ENSG00000122375","OPN4"
"4517",16702976,"ENSG00000234244","AL512641.1"
"4518",16706512,"ENSG00000235426","AL133481.1"
"4519",16706518,"ENSG00000253626","EIF5AL1"
"4520",16706128,"ENSG00000172586","CHCHD1"
"4521",16705934,"ENSG00000122863","CHST3"
"4522",16705551,"ENSG00000156510","HKDC1"
"4523",16706518,"ENSG00000234743","EIF5AP4"
"4524",16705178,"ENSG00000237233","TMEM26-AS1"
"4525",16705174,"ENSG00000227244","LINC00845"
"4526",16706177,"ENSG00000229990","AC022400.2"
"4527",16706174,"ENSG00000224195","AC022400.1"
"4528",16706706,"ENSG00000207275","RNU6-441P"
"4529",16704088,"ENSG00000222225","RNU6-447P"
"4530",16705940,"ENSG00000200294","RF00340"
"4531",16705959,"ENSG00000200170","RF00019"
"4532",16706063,"ENSG00000207473","RF00019"
"4533",16705245,"ENSG00000199446","RNU6-543P"
"4534",16703630,"ENSG00000222092","RNU6-908P"
"4535",16703289,"ENSG00000277563","AC063961.1"
"4536",16706080,"ENSG00000252072","RNA5SP320"
"4537",16706257,"ENSG00000206756","RF00019"
"4538",16705377,"ENSG00000199638","RNA5SP319"
"4539",16705448,"ENSG00000200218","RNU6-697P"
"4540",16705379,"ENSG00000207438","RF00019"
"4541",16703180,"ENSG00000206842","RNU6-413P"
"4542",16703218,"ENSG00000223131","RNA5SP304"
"4543",16706818,"ENSG00000223064","RNU6-325P"
"4544",16703299,"ENSG00000199535","RNA5SP305"
"4545",16704438,"ENSG00000252877","RNA5SP312"
"4546",16704842,"ENSG00000252877","RNA5SP312"
"4547",16704658,"ENSG00000252877","RNA5SP312"
"4548",16704473,"ENSG00000252877","RNA5SP312"
"4549",16704648,"ENSG00000252877","RNA5SP312"
"4550",16704436,"ENSG00000252877","RNA5SP312"
"4551",16703429,"ENSG00000199733","RNA5SP307"
"4552",16704088,"ENSG00000278757","RF00026"
"4553",16703056,"ENSG00000265372","MIR4675"
"4554",16703108,"ENSG00000252634","RN7SKP219"
"4555",16706830,"ENSG00000212332","RNU6-780P"
"4556",16704088,"ENSG00000223181","RNU6-1199P"
"4557",16706710,"ENSG00000200789","RNU1-65P"
"4558",16704088,"ENSG00000278747","RF00026"
"4559",16705971,"ENSG00000202513","RNU6-805P"
"4560",16705154,"ENSG00000202190","RF00019"
"4561",16706259,"ENSG00000281813","KAT6B"
"4562",16705283,"ENSG00000283079","LINC01515"
"4563",16705287,"ENSG00000283079","LINC01515"
"4564",16710120,"ENSG00000265442","MIR3941"
"4565",16709194,"ENSG00000252036","RN7SKP288"
"4566",16710453,"ENSG00000203780","FANK1"
"4567",16707452,"ENSG00000252993","RF00402"
"4568",16711596,"ENSG00000207453","RNU6-535P"
"4569",16710596,"ENSG00000224190","AL355537.1"
"4570",16710338,"ENSG00000233334","FAM53B-AS1"
"4571",16709140,"ENSG00000108055","SMC3"
"4572",16709050,"ENSG00000200079","RNA5SP326"
"4573",16711793,"ENSG00000272507","RNU6-88P"
"4574",16707925,"ENSG00000207287","RNU6-1274P"
"4575",16710608,"ENSG00000170430","MGMT"
"4576",16710342,"ENSG00000199466","RF00019"
"4577",16710664,"ENSG00000222997","RF00019"
"4578",16710394,"ENSG00000107938","EDRF1"
"4579",16708666,"ENSG00000202569","MIR146B"
"4580",16710015,"ENSG00000201884","RF00019"
"4581",16710548,"ENSG00000132334","PTPRE"
"4582",16711280,"ENSG00000067082","KLF6"
"4583",16708238,"ENSG00000236308","AL138921.2"
"4584",16708511,"ENSG00000263436","MIR3158-1"
"4585",16710544,"ENSG00000186766","FOXI2"
"4586",16709298,"ENSG00000151532","VTI1A"
"4587",16707616,"ENSG00000176273","SLC35G1"
"4588",16707670,"ENSG00000231575","AL139118.1"
"4589",16707631,"ENSG00000138193","PLCE1"
"4590",16711338,"ENSG00000238840","RF00096"
"4591",16708778,"ENSG00000283337","RF00026"
"4592",16711824,"ENSG00000221331","MIR548Q"
"4593",16709456,"ENSG00000253066","RNU6-709P"
"4594",16710017,"ENSG00000226864","ATE1-AS1"
"4595",16710006,"ENSG00000227143","LINC01153"
"4596",16709128,"ENSG00000138166","DUSP5"
"4597",16711822,"ENSG00000283699","MIR4481"
"4598",16707541,"ENSG00000095596","CYP26A1"
"4599",16707503,"ENSG00000138190","EXOC6"
"4600",16709237,"ENSG00000221214","MIR548E"
"4601",16707466,"ENSG00000202297","RNY3P12"
"4602",16709108,"ENSG00000119950","MXI1"
"4603",16707824,"ENSG00000188649","CC2D2B"
"4604",16707836,"ENSG00000188649","CC2D2B"
"4605",16707551,"ENSG00000138180","CEP55"
"4606",16710385,"ENSG00000228021","AL158835.2"
"4607",16707773,"ENSG00000173124","ACSM6"
"4608",16711907,"ENSG00000202508","RF00019"
"4609",16709068,"ENSG00000200217","RNU6-839P"
"4610",16710093,"ENSG00000202245","RNU6-728P"
"4611",16709627,"ENSG00000200935","RNU6-1090P"
"4612",16710009,"ENSG00000222979","RN7SKP167"
"4613",16710971,"ENSG00000214279","SCART1"
"4614",16707729,"ENSG00000276490","AL583836.1"
"4615",16707961,"ENSG00000225850","AL355490.1"
"4616",16709072,"ENSG00000148700","ADD3"
"4617",16709427,"ENSG00000212589","RF00560"
"4618",16711528,"ENSG00000238366","RF00019"
"4619",16707882,"ENSG00000200728","RNU6-271P"
"4620",16709317,"ENSG00000264763","MIR4295"
"4621",16709070,"ENSG00000272160","RNU4-5P"
"4622",16709043,"ENSG00000200626","RNA5SP325"
"4623",16711035,"ENSG00000212331","RNA5SP297"
"4624",16708878,"ENSG00000222503","RF00019"
"4625",16711672,"ENSG00000212505","RNA5SP299"
"4626",16710602,"ENSG00000225424","AL391869.1"
"4627",16709268,"ENSG00000197142","ACSL5"
"4628",16709223,"ENSG00000108061","SHOC2"
"4629",16707927,"ENSG00000142541","RPL13A"
"4630",16709361,"ENSG00000238380","RNU7-165P"
"4631",16709255,"ENSG00000119913","TECTB"
"4632",16707921,"ENSG00000202047","RNA5SP324"
"4633",16709925,"ENSG00000265370","MIR4682"
"4634",16711087,"ENSG00000201861","RNA5SP298"
"4635",16707872,"ENSG00000107443","CCNJ"
"4636",16707601,"ENSG00000108231","LGI1"
"4637",16707468,"ENSG00000138160","KIF11"
"4638",16710344,"ENSG00000165660","ABRAXAS2"
"4639",16709022,"ENSG00000207068","RNU6-463P"
"4640",16711362,"ENSG00000239142","RF00096"
"4641",16710540,"ENSG00000214285","NPS"
"4642",16710314,"ENSG00000154478","GPR26"
"4643",16707951,"ENSG00000234855","SLIT1-AS1"
"4644",16707379,"ENSG00000107854","TNKS2"
"4645",16711326,"ENSG00000151631","AKR1C6P"
"4646",16707327,"ENSG00000180628","PCGF5"
"4647",16707054,"ENSG00000204022","LIPJ"
"4648",16708368,"ENSG00000207551","MIR608"
"4649",16711515,"ENSG00000251922","RF00397"
"4650",16710588,"ENSG00000280953","AL390763.2"
"4651",16707576,"ENSG00000095464","PDE6C"
"4652",16708312,"ENSG00000119906","SLF2"
"4653",16710360,"ENSG00000019995","ZRANB1"
"4654",16710585,"ENSG00000227076","AL158166.1"
"4655",16711795,"ENSG00000265653","MIR548AK"
"4656",16709322,"ENSG00000260917","AL158212.3"
"4657",16710436,"ENSG00000107949","BCCIP"
"4658",16710011,"ENSG00000224250","AC025947.1"
"4659",16710073,"ENSG00000138152","BTBD16"
"4660",16710020,"ENSG00000138162","TACC2"
"4661",16707567,"ENSG00000186188","FFAR4"
"4662",16708910,"ENSG00000156384","SFR1"
"4663",16707695,"ENSG00000119969","HELLS"
"4664",16711343,"ENSG00000151632","AKR1C2"
"4665",16711272,"ENSG00000236892","AL357833.2"
"4666",16710481,"ENSG00000150760","DOCK1"
"4667",16708990,"ENSG00000156395","SORCS3"
"4668",16707215,"ENSG00000232936","AL157400.2"
"4669",16708489,"ENSG00000166171","DPCD"
"4670",16711717,"ENSG00000237986","CELF2-AS2"
"4671",16711726,"ENSG00000181800","CELF2-AS1"
"4672",16711714,"ENSG00000228027","AL136369.1"
"4673",16709822,"ENSG00000198873","GRK5"
"4674",16708579,"ENSG00000107862","GBF1"
"4675",16709709,"ENSG00000186795","KCNK18"
"4676",16707729,"ENSG00000108242","CYP2C18"
"4677",16707409,"ENSG00000095564","BTAF1"
"4678",16707316,"ENSG00000225519","AL365434.1"
"4679",16708241,"ENSG00000227492","AL138921.1"
"4680",16711312,"ENSG00000231298","LINC00704"
"4681",16711299,"ENSG00000233117","LINC00702"
"4682",16707454,"ENSG00000198060","MARCH5"
