© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->intersectShortLong - 2020-01-20 07:48 PM
Workspace	My Projects
Project	hd_microarray
Analysis	intersectShortLong - 2020-01-20 07:48 PM
Date	Mon Jan 20 16:48:07 PST 2020
Analysis ID	18745786

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->intersectShortLong - 2020-01-20 07:48 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
intersectShortLong - 2020-01-20 07:48 PM	 	SP2509	chemical reagent	 	 	 	 	 	3.86E-04	AMOT,BABAM2,CCND2,CNTN1,CRTAC1,DDR2,DHRS3,DNMT3A,EFNB2,EGFR,EPHA3,FLRT3,GLI3,IL1RAP,LMNB1,NCOR1,NFIB,PAK3,PSAT1,RABL3,SATB1,SPOCK1,STC2,UCHL1	 	
intersectShortLong - 2020-01-20 07:48 PM	 	mifepristone	chemical drug	 	 	 	 	 	3.99E-04	CA2,CASP3,CCL2,CEBPB,CFTR,CHI3L1,DDIT4,DIO2,EFNB2,HBEGF,HDC,HPGD,ICAM1,JUN,KIT,KLF11,NFKBIA,OGN,OXTR,PTN,REM1,SLC1A2,TIMP3	AR,EGR1,ESR1,HDAC1,HIF1A,JUN,NFKBIA,NR3C1,NR3C2,PGR,PI3K (complex),REL,SMAD4,SP1,TNF,TP53,dexamethasone,estrogen receptor,mifepristone,progesterone	
intersectShortLong - 2020-01-20 07:48 PM	 	GDF2	growth factor	 	 	 	 	 	4.11E-04	CDH6,COL9A3,DLX5,EFNB2,EGFR,EMB,FGFR3,ICAM1,NFKBIA,NRCAM,SLC3A2	ACVRL1,CTNNB1,Creb,GDF2,MMP9,SMAD1,SMAD5	
intersectShortLong - 2020-01-20 07:48 PM	 	SP1	transcription regulator	 	 	 	 	 	4.20E-04	ABCA1,ADA,ANK1,ATP2A2,BMP4,CASP3,CCL2,CCND2,CEBPB,CHI3L1,CIITA,CIRBP,CITED2,DNMT3A,EGFR,FGFR4,HBEGF,HDC,ICAM1,JUN,KDR,KIT,MECP2,MMP14,MMP2,NFKBIA,PMAIP1,PRKCA,PTGER4,PTN,SOX9,STAT1,TIMP2,TIMP3,TIMP4,TRIB1,VEGFA	APP,CDKN2A,CTNNB1,EGR1,HDAC1,HIF1A,JUN,MET,NFKBIA,PGR,SIRT1,SMAD1,SMAD4,SP1,TP53,TP63,TP73,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	NEDD9	other	 	 	 	 	 	4.21E-04	BHLHE40,DDIT4,KIT,MMP14,MMP2,PLOD2,TXNIP	AR,Akt,BCL6,CTNNB1,EGR1,ESR1,FOS,HIF1A,IL2,JUN,NEDD9,NFKBIA,NR3C1,PPARGC1A,RAC1,SP1,TP53	
intersectShortLong - 2020-01-20 07:48 PM	 	Ige	complex	 	 	 	 	 	4.25E-04	ABAT,ATP2A2,BCL6,CCL2,CCND2,CD34,CMPK2,DUSP3,DUSP6,HBEGF,HDC,HIVEP3,ICAM1,IL33,ITGA5,ITK,JAK2,MARCKSL1,NFKBIA,PIGZ,PRKCA,RGS16,SEMA7A,SPRED1,TUBB6	AR,CDKN2A,CREM,Ca2+,Creb,EGR1,HIF1A,IL4,Ige,JUN,NFKBIA,PI3K (complex),REL,SP1,STAT5A,TNF,TP53,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	IGF2	growth factor	 	 	 	 	 	4.26E-04	ARHGEF2,FABP7,GADD45A,HBEGF,IGFBP5,IL11,ITGA5,MCM5,NFKBIA,OGN,PHLDA1,RGS16,SATB1,SKAP2,TGFBI,VEGFA	AR,CDKN2A,EGFR,EGR1,ESR1,FOS,HIF1A,HTT,IGF1,IGF2,IKBKB,INSR,NFKBIA,NR3C1,REL,SP1,STAT5A,TP53	
intersectShortLong - 2020-01-20 07:48 PM	 	PTH	other	 	 	 	 	 	4.26E-04	ATP2A2,BHLHE40,CCL2,CEBPB,CSF1,EFNB2,EGFR,GALNT3,IGFBP5,IL11,IL33,JUN,MMP2,NFIL3,PLXDC2,ST14	Akt,CDKN2A,CEBPA,CREB1,CTNNB1,Creb,EGFR,EGR1,ERK1/2,ESR1,HTT,JUN,NFKBIA,NR3C1,P38 MAPK,PPARGC1A,PTH,SP1,cyclic AMP	
intersectShortLong - 2020-01-20 07:48 PM	 	GJB1	transporter	 	 	 	 	 	4.36E-04	GJB1,GJB2,VEGFA	 	
intersectShortLong - 2020-01-20 07:48 PM	 	L-alpha-lysophosphatidylcholine, palmitoyl	chemical - endogenous mammalian	 	 	 	 	 	4.36E-04	CCL2,ICAM1,VEGFA	 	
intersectShortLong - 2020-01-20 07:48 PM	 	TIMP4	other	 	 	 	 	 	4.36E-04	MMP14,TIMP2,TIMP4	 	
intersectShortLong - 2020-01-20 07:48 PM	 	ZMIZ2	transcription regulator	 	 	 	 	 	4.36E-04	AXIN2,CD44,JUN	 	
intersectShortLong - 2020-01-20 07:48 PM	 	orantinib	chemical drug	 	 	 	 	 	4.36E-04	CASP3,ICAM1,VEGFA	CEBPA,Creb,EGR1,ERK,ERK1/2,JUN,NFKBIA,RUNX2,SP1,TP53,estrogen receptor,orantinib	
intersectShortLong - 2020-01-20 07:48 PM	 	ST3-Hel2A-2	chemical reagent	 	 	 	 	 	4.44E-04	BCL6,GADD45A,HERPUD1,PHLDA1	 	
intersectShortLong - 2020-01-20 07:48 PM	 	TAS1R3	g-protein coupled receptor	 	 	 	 	 	4.44E-04	DDIT4,SLC1A5,SLC3A2,SLC7A11	 	
intersectShortLong - 2020-01-20 07:48 PM	 	MIR17HG	other	 	 	 	 	 	4.45E-04	BBX,BMP4,COL5A1,FBN2,FRAS1,FZD1,FZD2,FZD4,HOPX,KIT,LRP4,SEMA3E,SMOC1	 	
intersectShortLong - 2020-01-20 07:48 PM	 	TBXT	transcription regulator	 	 	 	 	 	4.49E-04	ACAN,CD44,HAPLN1,KDR,SOX9	 	
intersectShortLong - 2020-01-20 07:48 PM	 	EZH2	transcription regulator	 	 	 	 	 	4.73E-04	AXIN2,BMP4,CA2,CCND2,CNR1,COL4A1,CYB5R2,EGFR,FZD1,HOXA1,ICAM1,IL11,MMP2,NFKBIA,NLK,OXTR,PCDH10,PRICKLE1,PTN,SATB1,SFRP5,SLC7A11,SP7,TIMP2,TIMP3,TRAF6,VEGFA	CDH1,CTNNB1,EZH2,HDAC1,JUN,KRAS,LEF1,MYOD1,NFKBIA,PPARGC1A,PTGS2,SP1,TP53,TWIST1,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	REST	transcription regulator	 	 	 	 	 	4.75E-04	ASCL1,CRH,DCX,DDX25,DNMT3A,FUT9,HPGD,LRRTM4,NCAM2,NKAIN2,PCLO,PTPRN,S100B,SNN,UCHL1	 	
intersectShortLong - 2020-01-20 07:48 PM	 	D-glucose	chemical - endogenous mammalian	 	 	 	 	 	4.80E-04	ABCA1,ACVR1C,ADA,ALDOC,APLN,ATP2A2,BMP4,CASP3,CCL2,CCND2,CEBPB,CNR1,COL4A1,DDIT4,GFAP,GPD1,HAPLN1,HERPUD1,ICAM1,ITGA5,JUN,KDR,KLF10,LCP1,MID1IP1,MMP14,MMP2,MSRB1,NKX6-1,NR4A3,PCSK2,PTPRN,RAB3B,SARS1,SLC29A1,SLC3A2,SOX9,SUSD2,SYNPO2,TXNIP,VEGFA	D-glucose,EGR1,ESR1,HDAC1,HIF1A,HTT,IGF1,IL1B,JUN,NFKBIA,PI3K (complex),REL,SIRT1,SMAD4,SP1,TNF,TP53,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	bucladesine	chemical toxicant	 	 	 	 	 	4.81E-04	ABCA1,ADCY8,AXIN2,CD38,CD44,CEBPB,CHST2,DIO2,DUSP6,FAAH,GFAP,ICAM1,IGFBP5,JUN,KIT,LRRN3,MMP14,MMP2,NR4A3,PTGER4,RGS16,S100B,SLC1A2,SMARCA1,TIMP2,XAF1	CDKN2A,CEBPA,Creb,EGFR,EGR1,ERK1/2,ESR1,FOS,HIF1A,HTT,IL13,JUN,NFKBIA,NR3C1,P38 MAPK,PPARGC1A,SP1,TNF,TP53,bucladesine	
intersectShortLong - 2020-01-20 07:48 PM	 	GRP	growth factor	 	 	 	 	 	4.90E-04	GRPR,IL33,JUN,PRKCA,PTK2,VEGFA	AR,BCL6,CDKN2A,CREM,Ca2+,Creb,EGR1,ERK,ESR1,GRP,HIF1A,JUN,NFKBIA,RAC1,REL,RUNX2,SP1,STAT5A,TP53,estrogen receptor,prostaglandin E2	
intersectShortLong - 2020-01-20 07:48 PM	 	DICER1	enzyme	 	 	 	 	 	5.05E-04	ACVR1C,AXIN2,CASP3,CCN1,CCND2,CD44,CRH,EPHA3,GREB1L,ICAM1,ITGA5,JUN,KDR,LCP1,LIPG,OPTN,PELI2,PRKCA,PTPRN,RFTN1,S1PR1,SFRP5,STAT1	CDKN2A,CTNNB1,DICER1,ESR2,FOS,JUN,MET,NFKBIA,PGR,SP1,TP53,TP73	
intersectShortLong - 2020-01-20 07:48 PM	 	PRKCD	kinase	 	 	 	 	 	5.15E-04	ABCA1,CCL2,CEBPB,CIITA,DUSP6,FZD1,GFAP,ICAM1,JUN,LBH,LIPG,LYST,MMP2,NAV2,NFKBIA,PPP1R3D,VEGFA	AR,CDKN2A,CEBPA,Creb,EGFR,EGR1,ERK1/2,ESR1,HTT,IKBKB,JUN,NFKBIA,NR3C1,P38 MAPK,PPARGC1A,PRKCD,REL,SP1,STAT5A,TP53	
intersectShortLong - 2020-01-20 07:48 PM	 	JUN	transcription regulator	 	 	 	 	 	5.43E-04	CCL2,CCN1,CCND2,CD44,CRH,CSF1,DICER1,DIO2,DUSP6,EGFR,EPHX2,FABP7,FLNC,GADD45A,HOMER1,HPGD,ICAM1,JUN,KDR,MMP2,MYLPF,NFKBIA,NRCAM,OXTR,PAK3,PARD6B,PTPRN,PXDN,STAT1,SULF2,TIMP3,VEGFA	15-deoxy-delta-12,14 -PGJ 2,CDKN2A,CTNNB1,EGR1,ESR1,ESR2,FOS,JUN,NFKBIA,P38 MAPK,PGR,PPARGC1A,SMAD1,SMAD4,SP1,TP53,TP63,TP73,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	tetradecanoylphorbol acetate	chemical drug	 	 	 	 	 	5.45E-04	ABCA1,AMER2,ASCL1,ATP2A2,BMP6,CA2,CAV2,CCL2,CCN1,CCND2,CD44,CFTR,CIITA,CRH,CSF1,DDIT4,DIO2,DUSP6,DYNC1I1,EFNB2,EGFR,EIF4EBP1,FAAH,FUT9,FZD1,HAPLN1,HBEGF,HDC,HIVEP3,ICAM1,IGFBP5,IL11,ITGA5,JUN,KCNJ10,KIT,LBH,LIPG,LYST,MECP2,MMP14,MMP2,MYLPF,NAV2,NFIL3,NFKBIA,PCSK2,PGAP1,PHGDH,PPP1R3D,PRKCA,PTGER4,PTK2,PTPRJ,PTPRN,RGS16,S1PR1,SEMA3D,SKAP2,SLC29A1,SLC7A11,STAT1,STK40,TUBB6,VEGFA	CREB1,Creb,EGR1,ESR1,FOS,HIF1A,IFNG,JUN,NFKBIA,PDGF BB,PRKCD,REL,SMAD1,SMAD7,SP1,TGFB1,TNF,TP53,tetradecanoylphorbol acetate	
intersectShortLong - 2020-01-20 07:48 PM	 	FGF1	growth factor	 	 	 	 	 	5.62E-04	AXIN2,CCN1,DUSP6,FZD1,FZD2,ICAM1,JUN,PMEPA1,PRICKLE1,PXYLP1,SLC7A2,TIMP3,VEGFA	APOE,CDKN2A,CEBPA,CTNNB1,Creb,EGR1,ERK1/2,FGF1,FGF2,HIF1A,ID2,JUN,NFKBIA,P38 MAPK,PPARGC1A,SP1,TNF,TP53	
intersectShortLong - 2020-01-20 07:48 PM	 	salirasib	chemical drug	 	 	 	 	 	5.62E-04	AK4,ALDOC,BHLHE40,CITED2,COL5A1,P4HA1,PLOD2,VEGFA	 	
intersectShortLong - 2020-01-20 07:48 PM	 	11,12-epoxyeicosatrienoic acid	chemical - endogenous mammalian	 	 	 	 	 	5.81E-04	CD44,EGFR,EPHX2,ICAM1,NFKBIA	11,12-epoxyeicosatrienoic acid,Akt,CTNNB1,EGR1,HIF1A,Insulin,JUN,NFKBIA,NR3C1,SP1,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	TIMP2	other	 	 	 	 	 	5.81E-04	MMP14,MMP2,NFKBIA,TIMP2,VEGFA	AR,Akt,CDKN2A,CTNNB1,Creb,EGFR,EGR1,ESR1,HIF1A,HTT,ITGB1,JUN,MMP9,NFKBIA,REL,SP1,STAT5A,TIMP2,TP53	
intersectShortLong - 2020-01-20 07:48 PM	 	Focal adhesion kinase	group	 	 	 	 	 	5.94E-04	EFNB2,FZD4,ICAM1,MMP2,PALLD,PRRX1	BCL6,CEBPA,Creb,EGR1,ERK1/2,ESR1,Focal adhesion kinase,HIF1A,JUN,NFKBIA,RAC1,SP1	
intersectShortLong - 2020-01-20 07:48 PM	 	ramipril	chemical drug	 	 	 	 	 	5.94E-04	COL4A1,COL4A2,CRH,MMP2,TIMP2,VEGFA	 	
intersectShortLong - 2020-01-20 07:48 PM	 	SYK	kinase	 	 	 	 	 	6.40E-04	CCL2,CD44,CFTR,CITED2,GADD45A,ICAM1,PLEKHG1,SFRP5,TIMELESS,TRIB2,USP53,VEGFA	AR,BCL6,CDKN2A,CEBPA,Creb,EGR1,ERK1/2,FOS,IL2,JUN,NFKBIA,NR3C1,PI3K (complex),REL,SP1,STAT5A,SYK,TNFRSF1A,TP53,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	riluzole	chemical drug	 	 	 	 	 	6.47E-04	GFAP,GRIN3A,HOMER1,SLC1A2	BDNF,CREB1,EGR1,riluzole	
intersectShortLong - 2020-01-20 07:48 PM	 	phytohemagglutinin	chemical drug	 	 	 	 	 	6.65E-04	CASP3,CCL2,CCND2,CD44,CD47,CSF1,FGFR3,GPD1,HPGD,ICAM1,JAK2,KCNN2,KIT,LMAN1,MASP1,PRKCA,PTPN3,PTPRJ,SARS1,STAT1,TIMP3,TRAF6,VAMP7	BCL6,EGR1,ETS2,FOS,HIF1A,IFNG,IL10,IL2,IL4,JUN,NFKBIA,NR3C1,REL,SP1,TNF,TP53,phytohemagglutinin	
intersectShortLong - 2020-01-20 07:48 PM	 	fasudil	chemical drug	 	 	 	 	 	6.72E-04	CASP3,CCL2,GFAP,ICAM1,JUN,MMP2,SLC1A2	AR,CDKN2A,EGR1,ERK,HIF1A,IL1B,JUN,NFKBIA,P38 MAPK,PPARGC1A,REL,RUNX2,SIRT1,SP1,STAT5A,TNF,TP53,estrogen receptor,fasudil	
intersectShortLong - 2020-01-20 07:48 PM	 	F3	transmembrane receptor	 	 	 	 	 	6.97E-04	CCL2,CCN1,DUSP6,ICAM1,LCP1,MMP2,PAK3,SPRY4,VEGFA	Akt,CEBPA,CTNNB1,Creb,EGR1,ERK1/2,F2,F3,F7,FOS,HIF1A,JUN,NFKBIA,SP1,TP53,reactive oxygen species	
intersectShortLong - 2020-01-20 07:48 PM	 	streptozocin	chemical drug	 	 	 	 	 	7.06E-04	APLN,ATP1A2,ATP1B2,COL4A1,DLX5,DNMT3A,FGFR4,GFAP,ICAM1,KIT,LMNB1,MMP2,PCSK2,PTPRN,S100B,SLC1A2,SLC7A2,TXNIP,VEGFA	EGR1,ESR1,HDAC1,HIF1A,HTT,IGF1,Insulin,JUN,NFKBIA,NR3C1,SMAD4,SMAD7,SP1,TGFB1,TNF,TP53,estrogen receptor,streptozocin	
intersectShortLong - 2020-01-20 07:48 PM	 	CDK19	kinase	 	 	 	 	 	7.11E-04	ABAT,ALDOC,CCND2,CYFIP2,DDIT4,GADD45A,HBEGF,JUN,SLC7A11,TCN2,TXNIP	 	
intersectShortLong - 2020-01-20 07:48 PM	 	PLAG1	transcription regulator	 	 	 	 	 	7.25E-04	CDC42EP4,CLTB,COL9A3,CREB3L1,FLNC,GJB1,PPIC,VEGFA	 	
intersectShortLong - 2020-01-20 07:48 PM	 	IDO1	enzyme	 	 	 	 	 	7.40E-04	SLC1A5,SLC3A2,SLC6A9,SLC7A11,SLC7A5	 	
intersectShortLong - 2020-01-20 07:48 PM	 	PDGFC	growth factor	 	 	 	 	 	7.40E-04	COL4A2,GFAP,KDR,TIMP2,VEGFA	 	
intersectShortLong - 2020-01-20 07:48 PM	 	acetaldehyde	chemical - endogenous mammalian	 	 	 	 	 	7.40E-04	CEBPB,CNR1,DDR2,JUN,MMP2	CDKN2A,CEBPA,CREB1,Creb,EGR1,ERK1/2,FOS,JUN,NFKBIA,P38 MAPK,PI3K (complex),PPARGC1A,Pkc(s),REL,SP1,acetaldehyde,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	camptothecin	chemical drug	 	 	 	 	 	7.45E-04	AK4,ANXA4,APBB2,CASP3,CAST,CCL2,CD47,CDC73,CHAC1,CHCHD7,CLTB,CSF1,DUSP6,EGFR,GADD45A,HBEGF,ICAM1,IL13RA1,IL1RAP,IQGAP2,ITSN1,JUN,MARCKSL1,NFKBIA,OPTN,P2RX4,PMAIP1,PPP1R3D,PRKDC,PTGER4,PTPRN,RAPGEF5,STC2,SYNJ2,TGFBI,TLN2,TRIB1,VEGFA	CDKN2A,Creb,EGR1,ERK,ESR1,FOS,HDAC1,JUN,NFKBIA,PGR,PRKCD,RUNX2,SMAD1,SMAD4,SP1,TP53,TP73,WT1,camptothecin,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	TGFB2	growth factor	 	 	 	 	 	7.51E-04	ABCA1,BHLHE40,BMP4,CIITA,COL4A1,HBEGF,KDR,LIPG,MMP2,PLOD2,TIMP2,VEGFA	CEBPA,Creb,EGR1,ERK1/2,ESR1,HDAC1,HIF1A,JUN,NFKBIA,SMAD4,SMAD7,SP1,TGFB1,TGFB2,TNF,TP53,Tgf beta	
intersectShortLong - 2020-01-20 07:48 PM	 	TNFRSF1A	transmembrane receptor	 	 	 	 	 	7.55E-04	ABCC5,CASP3,CCL2,CD38,CD44,CEBPB,DIO2,GFAP,ICAM1,JUN,KDR,LMO2,MMP14,MMP2,VEGFA	CDKN2A,Creb,EGR1,ERK,ESR1,HDAC1,HIF1A,JUN,NFKBIA,P38 MAPK,PPARGC1A,PRKCD,RUNX2,SMAD1,SMAD4,SP1,TNF,TNFRSF1A,TP53,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	IL2	cytokine	 	 	 	 	 	7.63E-04	ABCA1,ARHGEF2,BCL6,BHLHE40,CASP3,CCL2,CCND2,CD38,CD44,CD47,CRH,CSF1,DAP,DAPK2,DNMBP,DOCK9,DUSP6,GARS1,GFAP,ICAM1,ITK,JAK2,JUN,KIT,MMP2,PHLDA1,PMAIP1,PTPN3,PTPRJ,RFTN1,RGS16,SATB1,SPRED1,STC2,TNFRSF13C,TRAF6,TRIB2,TRIO,VEGFA	EGR1,ETS2,HIF1A,IFNG,IL10,IL2,IL4,JUN,NFKBIA,PI3K (complex),REL,SP1,TNF,TP53,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	COLQ	other	 	 	 	 	 	7.77E-04	BMP4,COL11A1,COL4A1,COL4A2,FRAS1,LRP4,MFAP2,MMP2,POMT2	 	
intersectShortLong - 2020-01-20 07:48 PM	 	DOCK8	other	 	 	 	 	 	7.77E-04	BBX,CCND2,CITED2,CMPK2,HDC,SAP30,SLCO3A1,STAT1,USP25	 	
intersectShortLong - 2020-01-20 07:48 PM	 	S100A8	other	 	 	 	 	 	7.97E-04	APLN,BHLHE40,BMF,CCL2,CNTN6,DDIT4,GJB2,ICAM1,IL33,MMP14,MMP2,NFKBIA,NR4A3,PHLDA1,SLC26A1,TXNIP	Akt,CEBPA,CTNNB1,Creb,EGR1,ERK1/2,HIF1A,IL1B,JUN,NFKBIA,S100A8,SIRT1,SMAD7,SP1,TGFB1,TNF,TP53	
intersectShortLong - 2020-01-20 07:48 PM	 	VCAN	other	 	 	 	 	 	8.05E-04	CASP3,CCL2,CD34,CDH13,CEBPB,EGFR,ICAM1,ITGA5,NFKBIA,OGN,PTK2,SMOC1,STAT1,VEGFA,XAF1	CDKN2A,CEBPA,CTNNB1,Creb,EGFR,EGR1,ERBB2,ERK,ERK1/2,ESR1,HTT,JUN,NFKBIA,P38 MAPK,PPARGC1A,RUNX2,SP1,TP53,VCAN,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	CDH1	other	 	 	 	 	 	8.39E-04	BMP4,CD44,EGFR,EIF4EBP1,ERBB3,HOXA1,JUN,MMP14,SOX9,VEGFA	Akt,BCL6,CDH1,CTNNB1,EGFR,EGR1,ERK,ESR1,HDAC1,HIF1A,HTT,JUN,LEF1,NFKBIA,RAC1,RUNX2,SP1,TP53,VDR,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	Pdgf (complex)	complex	 	 	 	 	 	8.45E-04	CCL2,CCND2,CD44,COL4A1,EGFR,ICAM1,ITGA5,JUN,MMP2,TIMP3,VEGFA	CDKN2A,Creb,EDN1,EGR1,FOS,HIF1A,HRAS,JUN,NFKBIA,P38 MAPK,PPARGC1A,Pdgf (complex),SMAD4,SP1,TP53,VDR,WT1,prostaglandin E2	
intersectShortLong - 2020-01-20 07:48 PM	 	lysophosphatidic acid	chemical - other	 	 	 	 	 	8.45E-04	BCL6,CACNA2D1,CCL2,CCN1,CSF1,EGFR,ICAM1,JUN,KDR,LIPG,VEGFA	Creb,EGR1,ESR1,FOS,HIF1A,HRAS,JUN,NFKBIA,PRKCD,SMAD1,SMAD4,SP1,TNF,TP53,VDR,WT1,lysophosphatidic acid,prostaglandin E2	
intersectShortLong - 2020-01-20 07:48 PM	 	PAPPA	peptidase	 	 	 	 	 	8.49E-04	ABCA1,IGFBP5,PAPPA	EGR1,HIF1A,HTT,IGF1,PAPPA,SP1,TP53	
intersectShortLong - 2020-01-20 07:48 PM	 	ZMYND10	other	 	 	 	 	 	8.49E-04	MMP14,MMP2,VEGFA	CTNNB1,Creb,FOS,HDAC1,JUN,SMAD4,SP1,TP53,Vegf,WT1,ZMYND10	
intersectShortLong - 2020-01-20 07:48 PM	 	DRD2	g-protein coupled receptor	 	 	 	 	 	8.53E-04	CCL2,JUN,KDR,NAT8L,PCSK2,VEGFA	CREB1,Creb,DRD2,EGR1,ESR1,FOS,HDAC1,IL1B,JUN,Mapk,NFKBIA,NR3C1,PI3K (complex),REL,SIRT1,SMAD4,SP1,TP53,cyclic AMP,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	NOSTRIN	transcription regulator	 	 	 	 	 	8.53E-04	ANXA5,CASP3,ITGA5,KDR,KIT,MMP2	 	
intersectShortLong - 2020-01-20 07:48 PM	 	mir-221	microrna	 	 	 	 	 	8.53E-04	BMF,GFAP,KDR,KIT,MMP2,TIMP3	 	
intersectShortLong - 2020-01-20 07:48 PM	 	HIF1A	transcription regulator	 	 	 	 	 	8.58E-04	ACAN,ALDOC,APLN,ATP2A2,AXIN2,BHLHE40,CCN1,CD44,CITED2,CSF1,DDIT4,EGFR,FZD2,IGFBP5,ITGA5,JUN,MMP2,NR4A3,P4HA1,P4HA2,PCDH10,PLOD2,PMAIP1,PRKCA,SLC29A1,SLC35A2,SOX9,STC2,VEGFA	Akt,CDKN2A,CTNNB1,Creb,EGR1,HDAC1,HIF1A,IL4,JUN,NFKBIA,PGR,REL,SP1,TNF,TP53,TP73,Vegf	
intersectShortLong - 2020-01-20 07:48 PM	 	U73122	chemical reagent	 	 	 	 	 	8.97E-04	ATP2A2,CCND2,CRH,ICAM1,MMP14,MMP2,OXTR	CTNNB1,CXCL12,Creb,EGR1,ERK,ESR2,FOS,HIF1A,IL1B,JUN,MMP9,NFKBIA,RUNX2,SIRT1,SP1,TNF,TP53,U73122,estrogen receptor	
intersectShortLong - 2020-01-20 07:48 PM	 	SMO	g-protein coupled receptor	 	 	 	 	 	9.21E-04	COL4A2,DIXDC1,FZD2,IL11,LHX2,NRCAM,OGN,PRSS35,SOX9,SYNM	CTNNB1,HDAC1,JUN,LEF1,RUNX2,SMO,VDR	
intersectShortLong - 2020-01-20 07:48 PM	 	wogonin	chemical - endogenous non-mammalian	 	 	 	 	 	9.30E-04	ABCA1,CCL2,DPYD,EGFR,GFAP	ERK,HIF1A,JUN,KLF11,NFKBIA,PI3K (complex),REL,RUNX2,SP1,TP53,cholesterol,estrogen receptor,reactive oxygen species,wogonin	
intersectShortLong - 2020-01-20 07:48 PM	 	MITF	transcription regulator	 	 	 	 	 	9.60E-04	ACAN,APC,ATRX,CD44,DCT,FGD4,GPM6B,HAPLN1,HPGD,KCNN2,KIT,LYST,MCM5,MMP14,POU3F2,SEMA6A,SOX9,TMC6,TXNIP	 	
intersectShortLong - 2020-01-20 07:48 PM	 	GATA1	transcription regulator	 	 	 	 	 	9.95E-04	ANK1,BMP6,CA2,CCND2,CIITA,CREG1,DICER1,HIPK2,INSM1,KDR,KIT,LMO2,MAGED1,MCM5,NFIL3,PAPPA2,SATB1,SLC3A2,SNCA,TANC2,USP25,ZBTB42	 	
intersectShortLong - 2020-01-20 07:48 PM	 	miR-34a-5p (and other miRNAs w/seed GGCAGUG)	mature microrna	 	 	 	 	 	1.01E-03	AXIN2,CD47,CD96,DOCK8,DPYD,ICAM1,POU3F2,SCN3A,SHISA2,SLCO3A1,SPINT2,TMC7,VEGFA	 	
intersectShortLong - 2020-01-20 07:48 PM	 	Cdk	group	 	 	 	 	 	1.01E-03	CCL2,DDIT4,GADD45A,PHLDA1,TRAF6,TXNIP	 	
intersectShortLong - 2020-01-20 07:48 PM	 	ZMPSTE24	peptidase	 	 	 	 	 	1.03E-03	DDIT4,FGFR4,GADD45A,ICAM1,IGFBP5,JAK2,RGS16	EGR1,HIF1A,HTT,IGF1,SP1,TP53,ZMPSTE24	
intersectShortLong - 2020-01-20 07:48 PM	 	PTK2	kinase	 	 	 	 	 	1.04E-03	CCN1,ITGA5,MMP2,P4HA1,PALLD,PRRX1,PTK2,TIMP3	CDKN2A,Creb,HIF1A,ITGB1,JUN,MAP2K1,PGR,PTK2,RUNX2,SP1,TP53,TP73	
intersectShortLong - 2020-01-20 07:48 PM	 	PSEN1	peptidase	 	 	 	 	 	1.04E-03	ARC,ATP1A2,ATP2A2,CASP3,CLTB,CYFIP2,DCX,DGKE,EGFR,FZD4,GFAP,GPM6B,HOMER1,LFNG,MAP6,NUPR1,PAK3,PMAIP1,S100B,SH3GL2,SLC1A2,SNCA,STIM2,TIPARP,TUBB2B,TUBB6,UCHL1	APP,CREM,CTNNB1,Ca2+,Creb,EGR1,ETS2,HDAC1,HIF1A,JUN,PSEN1,SOD1,SP1,TP53,estrogen receptor	
