© 2000-2020 QIAGEN. All rights reserved.

Analysis Details for My Projects->hd_microarray->longFragmentHuman - 2020-01-20 08:06 PM
Workspace	My Projects
Project	hd_microarray
Analysis	longFragmentHuman - 2020-01-20 08:06 PM
Date	Mon Jan 20 17:06:30 PST 2020
Analysis ID	18745804

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->hd_microarray->longFragmentHuman - 2020-01-20 08:06 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
tyrphostin AG 127	chemical - kinase inhibitor	3	 	 	0.000	1.11E-04	3.34E-02	calpain,CASP1,CASP3,CYP2E1,DICER1,ERK,ethanol,FOXO1,IKBKE,IL33,IRAK1,Jnk,Mapk,MAPK1,NFkB (complex),P38 MAPK,PRKCD,PTEN,STAT3,TBK1,TP53,tyrphostin AG 127	 	16 (22)	17	 	 	 	 	BAX,TNF	 	 	 	 	
Alborhagin	chemical toxicant	3	 	 	0.000	1.11E-04	2.35E-02	AKT1,Alborhagin,CD247,EP300,ERK,FOXO1,Jnk,Mapk,MAPK1,MYD88,NFATC3,NFkB (complex),P38 MAPK,PLCG2,PRKCD,REL,STAT3,SYK	 	14 (18)	16	 	 	 	SYK	 	 	 	 	 	
ibrutinib	chemical drug	3	 	 	0.000	1.13E-04	3.22E-02	AKT1,BTK,BTRC,CD247,EP300,FOXO1,GATA3,ibrutinib,MAPK1,MTOR,MYD88,NFkB (complex),NFKB1,NR3C1,P38 MAPK,PRKCD,REL,RELA,STAT3,STAT5B,SYK,TP53	 	17 (22)	19	 	 	 	 	SYK,TNF	 	 	 	 	
zearalenone	chemical toxicant	3	 	 	0.000	1.14E-04	3.22E-02	AR,calpain,CASP3,CASP9,CCND1,CDK2,CDKN1B,DICER1,estrogen receptor,FOXO1,Histone h3,KMT2A,MAPT,MYC,NCOA1,NFkB (complex),NR4A1,P38 MAPK,PRKCD,PTEN,RB1,RBL2,SOX2,STAT3,zearalenone	 	18 (25)	20	 	 	 	CDK2,TNF	 	 	 	 	 	
Tween 20	chemical toxicant	3	 	 	0.000	1.21E-04	3.98E-02	AKT1,calpain,EGFR,EGR1,ERBB2,ERK,FAS,Focal adhesion kinase,FOXO1,Jnk,JUN,Mapk,MAPK1,Mek,MET,P38 MAPK,PPARA,PRKCD,PTEN,PTGS2,SPRY2,SRC (family),STAT1,STAT3,STAT5B,STAT6,TP53,Tween 20	 	19 (28)	26	 	 	 	 	 	 	 	 	 	
CDKN2C	transcription regulator	3	 	 	0.000	1.22E-04	2.52E-02	AKT1,CCND1,CDK2,CDK4,CDK6,CDKN1B,CDKN2C,CSF2,estrogen receptor,FOXO1,HNF4A,ICAM1,ISL1,MAPT,MYC,NCOA1,NFATC3,NFkB (complex),NR4A1,P38 MAPK,PRKCD,PTEN,RB1,SOX2,STAT3,ZEB1	 	20 (26)	22	E2F2,tretinoin	TNF	 	 	CDK2,Cyclin D	 	 	 	 	
tetradecanoylphorbol acetate	chemical drug	2	 	 	0.000	1.26E-04	4.28E-02	calpain,CD44,CSF1,DIO2,EGFR,ERBB2,ESR1,F3,Focal adhesion kinase,GATA3,HES1,IL2,ITGAL,ITGB2,Jnk,Mapk,MAPK1,MTOR,MYC,NFATC1,NFATC2,NR4A1,OSM,P38 MAPK,REL,RUNX1,STAT1,tetradecanoylphorbol acetate,TP53,VASP	 	22 (30)	30	 	 	 	ARG1,BAX,calpain,CCNE1,CEACAM1,CSF3,EGF,EIF5A,Focal adhesion kinase,GDF15,GNAI2,HBEGF,HPSE,ICAM1,Ifn gamma,IL23A,Interferon alpha,ITGA2,ITGAL,ITGB2,LYN,MITF,NAB2,putrescine,Retnla,S1PR1,SYK,TNF,TSG101,VASP,VEGFC,VLDLR	ASCL1,CBL,CDK2,DSG3,HMGA2,MKNK1,RARA,SELPLG,SLC6A3,TPO,TSC22D3	 	 	 	 	
NUPR1	transcription regulator	3	 	 	0.000	1.27E-04	1.71E-02	AKT1,ATF4,CDK2,CDK4,CDKN1B,EP300,EPO,ESR1,FOXO1,FOXO3,HNF4A,KLF1,MTOR,MYC,NCOA1,NUPR1,RBL2,SOX2,STAT3	 	19 (19)	15	 	 	 	GDF15,HBEGF	AGRN,CDK2,ETV1,LRP8,MYD88,SIX4,TRERF1	 	 	 	 	
TSG101	transcription regulator	3	 	 	0.000	1.27E-04	1.68E-02	AKT1,AR,ASCL1,CXCR4,EGFR,ERBB2,ERK,FOXO1,GATA1,HNF4A,IRF4,MAPK1,Mek,MET,MYC,NFATC1,NFkB (complex),Nr1h,NR3C1,P38 MAPK,SPRY2,STAT3,STAT5B,TCF7L2,TSG101	 	19 (25)	24	tetradecanoylphorbol acetate	 	 	 	 	 	 	 	 	
zinc sulfate	chemical drug	3	 	 	0.000	1.34E-04	2.07E-02	AKT1,AR,CCND1,CDKN1B,CLOCK,ERBB2,ESR1,FMR1,FOXO1,GATA3,IL10,MAPK1,MAPT,MET,MYC,NFATC1,NFATC2,NR3C1,NR4A1,PI3K (complex),PTEN,RARG,REL,RPS6KB1,SOX2,STAT3,zinc sulfate	 	19 (27)	24	 	 	 	Collagen(s)	TNF	 	 	 	 	
C1GALT1	enzyme	3	 	 	0.000	1.46E-04	2.15E-02	AKT1,C1GALT1,EGFR,ERK,FOXO1,ITGB2,MAPK1,MET,NGF,P38 MAPK,RUNX1,Sfk,SRC,STAT6,SYK	 	13 (15)	13	 	 	 	ITGB2,MET,Sfk	 	 	 	 	 	
ELOC	transcription regulator	3	 	 	0.000	1.55E-04	4.52E-02	AKT1,AR,AURKA,CCND1,CXCR4,ELOC,EP300,ERBB2,HIF1A,MET,MYC,NR2E1,PPARA,PRKCD,PRKCI,PTEN,RASSF1,RNA polymerase II,SMARCD3,SOX2,SPRY2,STAT3,TP53,Ubiquitin,VEGFA,VHL	 	18 (26)	20	 	tretinoin	 	 	 	 	 	 	 	
CST5	other	3	 	 	0.000	1.56E-04	3.93E-02	AR,calpain,CASP3,CASP8,CST5,DICER1,EGFR,FOXO1,HNF4A,IL1B,MTOR,PRKCD,PTEN,Smad,SMAD2,SMAD3,SMAD7,SRC (family),STAT1,STAT3,TBK1,TGFB1,VDR	 	17 (23)	18	 	 	 	 	SMAD2,VASP	 	 	 	 	
FRS3	other	3	 	 	0.000	1.63E-04	1.72E-02	AKT1,ASCL1,CCND1,CXCR4,EGFR,ERBB2,ERK,Focal adhesion kinase,FOXO1,FRS3,Jnk,Mapk,Mek,MET,MYC,NFATC1,P38 MAPK,SPRY2,SRC (family),STAT1,STAT5B,STAT6,TCF7L2,TP53	 	17 (24)	21	 	 	 	 	 	 	 	 	 	
EGF	growth factor	2	 	 	0.000	1.64E-04	4.97E-02	AKT1,AR,c-Src,calpain,DIO2,EGF,EGFR,ERBB2,ESR1,ESRRA,estrogen receptor,Focal adhesion kinase,FOXO1,ISL1,Jnk,Mapk,MET,MTOR,MYC,P38 MAPK,RUNX1,SPRY2,SRC (family),STAT1,STAT3,STAT5B,SYK,TP53,ZEB1	 	21 (29)	29	L-triiodothyronine,tetradecanoylphorbol acetate	SB203580,U0126	 	c-Src,calpain,CBL,CCNE1,CDK2,CEACAM1,Cyclin D,DDX5,FLNA,Focal adhesion kinase,HBEGF,ITGA2,ITGB4,MET,NGF,RHOG,SMAD2,SORBS3,STAM,SYK,VEGFC	ICAM1	 	 	 	 	
propylthiouracil	chemical drug	3	 	 	0.000	1.67E-04	4.00E-02	APP,CaMKII,DIO2,DIO3,EGFR,ERBB2,ERK,IFNG,JUN,L-triiodothyronine,Mapk,MAPK1,P38 MAPK,propylthiouracil,RARA,STAT1,tyrosine kinase,VASP	 	15 (18)	14	 	 	 	 	L-triiodothyronine,TPO	 	 	 	 	
cerdulatinib	chemical drug	3	 	 	0.000	1.74E-04	3.35E-02	AKT1,CD247,cerdulatinib,EP300,FOXO1,JAK,Jnk,Mapk,MAPK1,MYD88,NFkB (complex),P38 MAPK,PRKCD,REL,STAT1,STAT3,STAT5B,STAT6,SYK	 	15 (19)	17	 	 	 	 	SYK	 	 	 	 	
AMFR	transmembrane receptor	3	 	 	0.000	1.79E-04	2.66E-02	AMFR,CD247,CD3D,CD82,CYP2E1,EGFR,ERK,ethanol,Focal adhesion kinase,FOXO1,HMGCR,MAPK1,MET,MYC,NFkB (complex),VCP	 	13 (16)	10	 	 	 	 	 	 	 	 	 	
APBB3	other	3	 	 	0.000	1.85E-04	4.49E-02	APBB3,CD247,CD28,CDKN1B,EGFR,EP300,Focal adhesion kinase,FOXO1,FYN,LYN,MAPK1,MAPT,MYD88,NFATC1,NFkB (complex),PDCD1,PRKCD,REL,STAT1,STAT3,SYK,VAV1,ZAP70	 	16 (23)	19	 	 	 	LYN,SYK	 	 	 	 	 	
pubchem compound 57554513	chemical reagent	3	 	 	0.000	1.96E-04	3.59E-02	CD247,EP300,ERBB2,ERK,Focal adhesion kinase,FOXO1,MAPK1,MYD88,NFkB (complex),PRKCD,PTPRO,pubchem compound 57554513,PXN,REL,STAT3,SYK	 	14 (16)	13	 	 	 	SYK	 	 	 	 	 	
NEUROG2	transcription regulator	1	 	 	0.000	2.05E-04	8.00E-04	NEUROG2	 	2 (1)	1	HEYL	 	 	NEUROD1,PAX6	 	 	 	 	 	
azathioprine	chemical drug	1	 	 	0.000	2.05E-04	4.00E-04	azathioprine	 	2 (1)	1	 	 	 	 	 	 	 	 	 	
CAK	complex	3	 	 	0.000	2.09E-04	3.02E-02	CAK,CCNH,Cdk,CDK2,CDK4,CDK6,CDK7,CDKN1B,ESR1,FOXO1,ISL1,MNAT1,MYC,NCOA1,NFATC3,NR4A1,PPARA,PTEN,RARA,RB1,RBL2,RXRA,SOX2,tretinoin,ZEB1	 	19 (25)	16	 	alitretinoin	 	CDK2	Cyclin D,RARA	 	 	 	 	
N-chlorotaurine	chemical - kinase inhibitor	3	 	 	0.000	2.22E-04	2.16E-02	ESR1,FOXO1,GNRH1,HNF4A,IL1B,IRF4,MAPK1,MET,MYC,N-chlorotaurine,NCOA1,NEUROD1,NFATC4,NFkB (complex),NFKBIA,nitric oxide,NOS2,NR4A1,P38 MAPK,PRKCD,RARA,REL,RUNX1,SNAI1,SRC (family),STAT1,SYK,TNF	 	18 (28)	24	 	 	 	BAX	TNF	 	 	 	 	
CIP2A	other	3	 	 	0.000	2.64E-04	3.96E-02	AURKA,CDKN1B,CIP2A,ERK,ESR1,FOXO1,JUN,Mapk,MAPK1,MAPT,MET,MTORC1,MYC,NCOA1,PAX6,PP2A,RASSF1,SLC6A3,STAT3	 	15 (19)	16	 	 	 	E2F2,LASP1	 	 	 	 	 	
NCoR/SMRT corepressor	complex	3	 	 	0.000	2.80E-04	4.81E-02	AR,ESR2,F3,FOXO1,GPS2,HDAC3,HNF4A,MTOR,NCOA1,NCoR/SMRT corepressor,NCOR1,NCOR2,P38 MAPK,POU2F1,PPARA,PPARD,TGFB1,VDR	 	14 (18)	13	 	 	 	 	 	 	 	 	 	
IL7R MET	complex	3	 	 	0.000	3.00E-04	3.12E-02	AKT1,ERK,Focal adhesion kinase,IL2RG,IL7R MET,Jnk,Mapk,MAPK1,MET,NFkB (complex),NGF,SRC,SRC (family),STAT1,STAT3,STAT6	 	12 (16)	14	 	 	 	 	 	 	 	 	 	
alitretinoin	chemical drug	2	 	 	0.000	3.03E-04	2.26E-02	alitretinoin,CCND1,CDKN1B,estrogen receptor,MAPK1,Nr1h,NR4A1,P38 MAPK,PPARA,RARA,RARB,RARG,RB1,STAT1,VDR	 	13 (15)	14	tretinoin	 	 	BAX,RARA	CAK,CDK2	 	 	 	 	
4-((4-(3,4-dichlorophenyl)-1,2,5-thiadiazol-3-yl)oxy)butan-1-ol	chemical reagent	3	 	 	0.000	3.05E-04	1.51E-02	4-((4-(3,4-dichlorophenyl)-1,2,5-thiadiazol-3-yl)oxy)butan-1-ol,CLOCK,ERK,GRIN2B,LAT,Mapk,MAPK1,NFATC3,NFATC4,NFkB (complex),P38 MAPK,PRKCG,RARA,RTN4,STAT1	 	12 (15)	11	 	 	 	 	 	 	 	 	 	
S1PR1	G-protein coupled receptor	2	 	 	0.000	3.07E-04	1.77E-02	Mapk,MTOR,S1PR1,SRC,STAT3,TGFB1	 	11 (6)	5	SMAD2,tetradecanoylphorbol acetate	 	 	ICAM1	Interferon alpha,TNF	 	 	 	 	
CD47	transmembrane receptor	3	 	 	0.000	3.17E-04	3.47E-02	CD247,CD47,CDC42,CDH5,CDKN1B,EGFR,EP300,estrogen receptor,FOXO1,FYN,LYN,MAPT,MYC,NFATC1,PDCD1,PRKCD,Rac,REL,SIRPA,STAT5B,SYK,TP53,VAV1,ZAP70	 	16 (24)	16	tretinoin	SB203580	 	LYN,SYK	 	 	 	 	 	
Lefty	group	3	 	 	0.000	3.18E-04	1.88E-02	AR,Lefty,LEFTY2,Mapk,MTOR,SMAD2,SP1,STAT3,TGFB1	 	12 (9)	6	 	 	 	 	SMAD2	 	 	 	 	
hydrogen sulfide	chemical - endogenous mammalian	3	 	 	0.000	3.23E-04	1.25E-02	Akt,AKT1,CD247,CLOCK,ERBB2,FOXO1,GATA3,HNF4A,hydrogen sulfide,IL10,IRS1,MAPK1,MAPK14,MYC,NCOA1,NOS3,PI3K (complex),Pkg,PPARA,PTEN,REL,RUNX1,SOX2,STAT3,TGFB1,VASP,ZAP70	 	18 (27)	21	 	 	 	VASP	lead	 	 	 	 	
mevastatin	chemical drug	3	 	 	0.000	3.59E-04	2.20E-02	AR,CCND1,CDK2,CDK5,CLOCK,ERBB2,HNF4A,MAPK1,mevastatin,MTOR,MYC,NCOA1,NFAT5,NFATC1,Nr1h,NR1I2,NR4A1,PTEN,Rac,Ras homolog,RB1,RBL2,RHOA,SOX2,ZAP70	 	16 (25)	18	 	 	 	TNF	CDK2	 	 	 	 	
LYN	kinase	2	 	 	0.000	3.80E-04	2.28E-02	AKT1,CDKN1B,ERK,LYN,MAPK1,NFkB (complex),PDCD1,PRKCD,STAT1,STAT3,SYK	 	11 (11)	10	APBB3,calcimycin,CD47,CSF3,SH3BP2,tetradecanoylphorbol acetate,tretinoin	bosutinib,dasatinib,PP2/AG1879 tyrosine kinase inhibitor	 	 	MITF	 	 	 	 	
PCGF2	transcription regulator	3	 	 	0.000	3.90E-04	4.83E-02	AKT1,AR,CDK2,CDKN1B,CLOCK,ERBB2,ERK,ESR1,FOXO1,Jnk,MAP3K8,MET,MYC,NCOA1,NFATC1,NFATC2,NR3C1,NR4A1,P38 MAPK,PCGF2,PTEN,RB1,SOX2	 	18 (23)	21	 	 	 	 	CCNE1,CDK2	 	 	 	 	
GH1	growth factor	2	 	 	0.000	3.92E-04	4.90E-02	AKT1,AR,CBX5,ERBB2,ERK,GH1,Jnk,Mapk,MAPK1,Mek,NR3C1,SRC,STAT1,STAT3,STAT5B	 	13 (15)	14	L-triiodothyronine,T3-TR-RXR	 	 	 	 	 	 	 	 	
MET	kinase	2	 	 	0.000	3.96E-04	2.67E-02	AKT1,ERK,Focal adhesion kinase,Jnk,Mapk,MAPK1,MET,NFkB (complex),NGF,SRC,SRC (family),STAT3	 	11 (12)	12	c-Src,C1GALT1,EGF,heparan sulfate,ITGB4,MAC,MITF,MNX1,MYD88,PAX6,SAICAR,TNF,vitamin K1	dasatinib,ganglioside GM2,PP2/AG1879 tyrosine kinase inhibitor,SU6657,TPX-0022,U0126	 	Focal adhesion kinase,HBEGF,NGF,TRIM21	 	 	 	 	 	
PIM/FLT3 kinase inhibitor SEL24	chemical drug	3	 	 	0.000	4.04E-04	4.48E-02	AKT1,AR,CDKN1B,FLT3,MAP3K8,Mapk,MAPT,MYC,NFATC1,NFATC2,NFkB (complex),PIM/FLT3 kinase inhibitor SEL24,PIM1,PIM2,PIM3,RUNX1,STAT6	 	13 (17)	12	 	 	 	 	 	 	 	 	 	
SORBS3	other	3	 	 	0.000	4.80E-04	3.70E-02	AR,EGFR,ERBB2,ESR2,FOXO1,GATA1,Jnk,MAPK1,MET,MTOR,MYC,NCOA1,NFATC1,NFATC3,NFATC4,Nr1h,NR3C1,RUNX1,SNAI1,SORBS3,SYK	 	17 (21)	20	EGF	 	 	 	 	 	 	 	 	
calcimycin	chemical reagent	2	 	 	0.000	5.03E-04	3.25E-02	calcimycin,calpain,ERK,F3,Jnk,Mapk,MAPK1,MTOR,NFATC1,NFATC2,P38 MAPK,REL,SRC,STAT6	 	12 (14)	13	 	 	 	calpain,ICAM1,Ifn gamma,LYN,Sfk,TNF	NGF,SYN1,TPO	 	 	 	 	
CLEC7A	transmembrane receptor	2	 	 	0.000	5.40E-04	8.70E-03	CLEC7A,ERK,Jnk,NFATC2,NFATC3,NFkB (complex),P38 MAPK,REL,SYK	 	9 (9)	8	curdlan	 	 	Cr3,CSF3,IL23A,SYK,TNF	 	 	 	 	 	
Interferon alpha	group	2	 	 	0.000	5.41E-04	4.73E-02	CCND1,CD247,Interferon alpha,MAPK1,MKNK1,MTOR,NFkB (complex),NR3C1,P38 MAPK,STAT1,STAT3,STAT5B,STAT6,ZAP70	 	14 (14)	14	androstenediol,FCGR3A/FCGR3B,tetradecanoylphorbol acetate,tretinoin	LY6E,S1PR1,SB203580	 	BAX,CBL,ICAM1,Ifn gamma,MKNK1,NCR2,TRIM21	CCNE1,CDK2	 	 	 	 	
Irs3	other	3	 	 	0.000	5.68E-04	4.65E-02	AKT1,AR,CCND1,CD247,CDKN1B,CLOCK,ERBB2,ESR1,GATA3,IL10,Irs3,MAPK1,MET,MYC,NFATC1,NFATC2,NR3C1,NR4A1,PI3K (complex),PTEN,PTPN11,REL,SOX2,SPRY2,STAT5B,TBK1,TP53,ZAP70	 	18 (28)	25	 	 	 	 	 	 	 	 	 	
NLRC4	other	3	 	 	0.000	5.80E-04	4.72E-02	BAX,calpain,CASP1,CASP7,CCND1,CSF2,estrogen receptor,HNF4A,ICAM1,IL1B,IL33,IRF4,Jnk,Mapk,NFkB (complex),NLRC4,P38 MAPK,PRKCD,STAT1,STAT3,TBK1,TRAF2	 	14 (22)	18	tretinoin	 	 	BAX	 	 	 	 	 	
buparlisib	chemical drug	3	 	 	0.000	5.85E-04	3.22E-02	ADRB,Akt,AKT1,AR,buparlisib,CCND1,CDKN1B,CLOCK,EP300,ERBB2,FOXO1,MET,MTOR,MYC,NFAT5,NFATC1,NFATC2,NR3C1,NR4A1,PI3K (family),PIK3CA,PIK3CG,SOX2,SYK,TP53	 	17 (25)	20	 	 	 	 	 	 	 	 	 	
glabridin	chemical - endogenous non-mammalian	3	 	 	0.000	5.95E-04	4.14E-02	AMPK,CDKN1B,CXCR4,ERBB2,Focal adhesion kinase,FOXO1,glabridin,IL1B,IL2,IRF4,MAPK1,MET,MKNK1,MTOR,MYC,NFkB (complex),Nr1h,NR4A1,Pkc(s),PPARA,PRKCD,REL,SATB1,Sod,SRC (family),STAT1,STAT3	 	18 (27)	23	 	 	 	 	 	 	 	 	 	
Ifn gamma	complex	2	 	 	0.000	5.98E-04	3.22E-02	EGFR,HOXA10,Ifn gamma,IFNG,Jnk,MAPK1,NFkB (complex),P38 MAPK,STAT1,STAT3	 	12 (10)	9	calcimycin,FCGR3A/FCGR3B,Interferon alpha,tetradecanoylphorbol acetate	SB203580	 	ICAM1,MYD88,TNF	 	 	 	 	 	
dasatinib	chemical drug	2	 	 	0.000	6.31E-04	1.76E-02	dasatinib,EGFR,ERK,JUN,MET,P38 MAPK,PRKCD,SRC,SRC (family),STAT3,SYK	 	10 (11)	10	 	 	 	 	Collagen(s),LYN,MET,Sfk,SYK	 	 	 	 	
Sfk	group	2	 	 	0.000	6.61E-04	3.89E-02	EGFR,ERK,Focal adhesion kinase,FOXO1,NFkB (complex),P38 MAPK,RUNX1,Sfk,SRC,STAT3,SYK	 	11 (11)	10	C1GALT1,calcimycin,DAB1,ITGB2,LRP8,SELPLG,TNF,VLDLR	bosutinib,dasatinib,MPIG6B,PP2/AG1879 tyrosine kinase inhibitor,saracatinib	 	CBL,Focal adhesion kinase,ICAM1,SYK	 	 	 	 	 	
(Z)-5-(4-trifluoromethylbenzylidene)thiazolidine-2,4-dione	chemical reagent	3	 	 	0.000	6.81E-04	4.77E-02	(Z)-5-(4-trifluoromethylbenzylidene)thiazolidine-2,4-dione,AKT1,AR,CDKN1B,MAP3K8,MYC,NFATC1,NFATC2,PIM1,PIM2,RUNX1,STAT6	 	12 (12)	9	 	 	 	 	 	 	 	 	 	
TRAF2/3/5	group	3	 	 	0.000	6.86E-04	4.59E-02	HNF4A,IKBKE,Jnk,MAPK1,NFkB (complex),NIK,P38 MAPK,REL,RIPK1,STAT3,TBK1,TRAF2,TRAF2/3/5,TRAF3,TRAF5,ZAP70	 	11 (16)	13	 	 	 	 	 	 	 	 	 	
miconazole	chemical drug	3	 	 	0.000	6.88E-04	4.75E-02	benzo(a)pyrene,clopidogrel,CYP,CYP19A1,CYP1A2,CYP2B6,CYP2C19,CYP2C9,CYP2E1,CYP3A4,ethanol,FOXO1,GATA1,GATA3,Jnk,MAPK1,miconazole,Nr1h,NR3C1,P38 MAPK,STAT1,STAT3,STAT5B,STAT6	 	13 (24)	15	 	 	 	 	 	 	 	 	 	
MIP1	group	3	 	 	0.000	7.05E-04	2.86E-02	CCL15,CCL3,CCL4,ERK,F3,GNAI2,ICAM1,Jnk,Mapk,MAPK1,MIP1,P38 MAPK,PRKCD,STAT1,STAT3,SYK	 	10 (16)	12	 	 	 	 	 	 	 	 	 	
PAX6	transcription regulator	1	 	 	0.000	7.83E-04	3.10E-03	PAX6	 	3 (1)	1	NEUROD1,NEUROG2,tretinoin	SOX2-OCT4-NANOG,TNF,U0126	 	MET,MITF	ASCL1,CDK2,SMAD2	 	 	 	 	
O6-benzylguanine	chemical drug	3	 	 	0.000	9.14E-04	4.53E-02	AKT1,AMPK,CDK2,CLOCK,ERBB2,ESR1,FOXO1,HNF4A,Jnk,MAPK1,MET,MKNK1,MYC,NCOA1,NFATC1,NFATC2,NR4A1,O6-benzylguanine,P38 MAPK,PTEN,SOX2,VASP	 	17 (22)	19	 	 	 	 	CDK2	 	 	 	 	
ITGB2	transmembrane receptor	2	 	 	0.000	9.41E-04	3.87E-02	AKT1,ERK,ITGB2,MAPK1,NFkB (complex),P38 MAPK,STAT1,STAT3,STAT6,SYK	 	10 (10)	10	C1GALT1,Focal adhesion kinase,ICAM1,SELPLG,tetradecanoylphorbol acetate,tretinoin	GDF15,VASP	 	BAX,Sfk,SYK	 	 	 	 	 	
deguelin	chemical drug	3	 	 	0.000	9.55E-04	4.18E-02	Akt,AKT1,AR,CCND1,CLOCK,deguelin,EP300,ERBB2,ESR1,HNF4A,MAPK1,MET,NFAT5,NFATC1,NFATC2,NR4A1,POU5F1,PRKAA,RARG,SH2B2,SMAD3,SOX2,STAT3,STAT5B,TGFB1,TP53,VDR	 	18 (27)	22	 	 	 	BAX	 	 	 	 	 	
CSF3	cytokine	2	 	 	0.000	1.02E-03	4.29E-02	CDKN1B,CSF3,ERK,Jnk,JUN,MAPK1,NFkB (complex),P38 MAPK,RARA,STAT1,SYK	 	11 (11)	10	budesonide,CLEC7A,MYD88,Pam3-Cys-Ser-Lys4,tetradecanoylphorbol acetate,tretinoin	CEACAM1,cyclomaltodextrin,PRDM1,U0126	 	ARG1,BATF,LYN,RARA,SYK	BAX,ICAM1	 	 	 	 	
leuprolide	biologic drug	3	 	 	0.000	1.04E-03	3.02E-02	AKT1,CLOCK,CYP19A1,ERBB2,FOXO1,GATA3,IL10,leuprolide,MAPK1,MAPK3,MET,MYC,NCOA1,NFATC1,NFATC2,NFATC4,PI3K (complex),REL,RUNX1,SNAI1,SOX2,STAT5B,TP53	 	16 (23)	19	 	 	 	BAX	 	 	 	 	 	
SMAD2	transcription regulator	2	 	 	0.000	1.05E-03	4.10E-02	AR,MTOR,SMAD2,SP1,STAT3,TGFB1	 	11 (6)	5	EGF,GNAI2,ITGB6,LASP1,MKNK1,POU2F1,TNF	CST5,Lefty,naftopidil,PAX6,resveratrol,SB203580,tretinoin,U0126	 	S1PR1,VEGFC	 	 	 	 	 	
FMR1	translation regulator	1	 	 	0.000	1.12E-03	4.50E-03	FMR1	 	3 (1)	1	mGluR,Muscarinic cholinergic receptor	U0126	 	 	SYN1	 	 	 	 	
ethylene glycol tetraacetic acid	chemical reagent	2	 	 	0.000	1.25E-03	4.23E-02	calpain,ethylene glycol tetraacetic acid,Mapk,MAPK1,NFATC2,NFkB (complex),P38 MAPK,REL,SYK	 	10 (9)	8	 	 	 	 	calpain,SYK	 	 	 	 	
DUB	group	3	 	 	0.000	1.26E-03	4.51E-02	CASP1,CDKN1B,DIO2,DUB,EGFR,NFATC1,NFATC2,P38 MAPK,PTEN,RARA,REL,RIPK1,STAT5B,TBK1,Usp17le (includes others),USP18,USP2,USP20,USP21,USP33,USP37,USP7,USP8,USP9X,ZAP70	 	12 (25)	13	 	 	 	 	 	 	 	 	 	
acid phosphatase	group	3	 	 	0.000	1.29E-03	1.99E-02	acid phosphatase,ACP1,ACPP,ERBB2,Focal adhesion kinase,Mapk,MAPK1,SRC,SYK,ZAP70	 	9 (10)	7	 	 	 	 	 	 	 	 	 	
BAX	transporter	3	 	 	0.000	1.61E-03	3.98E-02	BAX,calpain,CASP3,CASP8,CDK2,CHEK1,GATA1,HNF4A,ITPR1,Jnk,JUN,MYC,NCOA1,NFATC1,NFATC2,NFATC3,NFATC4,PRKCD,PTEN,RASSF1,SOX2,TBK1,TGFB1,TRAF2	 	16 (24)	18	alitretinoin,androstenediol,DDX5,deguelin,EIF5A,IgG1,Interferon alpha,ITGB2,ITGB4,leuprolide,N-chlorotaurine,NLRC4,resveratrol,SMARCD1,tetradecanoylphorbol acetate,tretinoin,UCN-01	CSF3,Focal adhesion kinase,L-triiodothyronine,NGF,prednisolone,SB203580,tyrphostin AG 127,U0126	 	CDK2,ETV1	 	 	 	 	 	
1,2-dioctanoyl-sn-glycerol	chemical reagent	3	 	 	0.000	1.66E-03	3.44E-02	1,2-dioctanoyl-sn-glycerol,AKT1,ALOX5,CDKN1B,CLOCK,CXCR4,ESR1,FOXO1,NCOA1,NFATC1,Nr1h,NR3C1,Pkc(s),PP2A,PPARA,PRKCD,PTEN,RARG,SOX2,STAT3,TGFB1	 	15 (21)	17	 	 	 	 	 	 	 	 	 	
NEUROD1	transcription regulator	1	 	 	0.000	1.69E-03	3.30E-03	NEUROD1	 	2 (1)	1	ASCL1,NEUROG2,POU3F2,tretinoin	Focal adhesion kinase,TNF	 	PAX6	 	 	 	 	 	
prednisolone	chemical drug	2	 	 	0.000	1.72E-03	3.72E-02	IL1B,MAPT,NFkB (complex),NR3C1,P38 MAPK,prednisolone	 	9 (6)	6	 	 	 	TSC22D3	BAX,HSP90AA1,TNF,TPO	 	 	 	 	
HPSE	enzyme	2	 	 	0.000	1.78E-03	3.04E-02	EGFR,ERK,F3,HPSE,P38 MAPK,SRC,SRC (family),STAT3,STAT5B	 	9 (9)	8	ETV1,tetradecanoylphorbol acetate,TNF	 	 	 	 	 	 	 	 	
