Pathway	pVal	zScore	Genes	type	comparison
GNA15 Signaling	1.6345120151091	FALSE	RBP1,SCN2A,UNC5B	Upstream	Short_Fragment_Only
RXRA Signaling	1.63264407897398	FALSE	ABCD2,FASN,INSIG1,RBP1,RPE65	Upstream	Short_Fragment_Only
HBEGF Signaling	1.62893213772826	FALSE	LDHA,NRP1	Upstream	Short_Fragment_Only
U73122 Signaling	1.62893213772826	FALSE	MAF,PLCG1	Upstream	Short_Fragment_Only
melatonin Signaling	1.61439372640169	FALSE	FASN,NFE2L2,NQO1	Upstream	Short_Fragment_Only
dimethylnitrosamine Signaling	1.61083391563547	FALSE	NFE2L2,NQO1	Upstream	Short_Fragment_Only
wortmannin Signaling	1.60906489289662	FALSE	FASN,MAF,NFE2L2,OGT	Upstream	Short_Fragment_Only
GH1 Signaling	1.59516628338006	FALSE	FASN,LDLR,TNFRSF1A	Upstream	Short_Fragment_Only
ABCA1 Signaling	1.59345981956604	FALSE	HMGCR,LDLR	Upstream	Short_Fragment_Only
CYP1A2 Signaling	1.59345981956604	FALSE	NQO1,VLDLR	Upstream	Short_Fragment_Only
oleic acid Signaling	1.58502665202918	FALSE	FASN,HMGCR,LDLR	Upstream	Short_Fragment_Only
FGF21 Signaling	1.57511836336893	FALSE	FASN,LDLR	Upstream	Short_Fragment_Only
1,4-bis[2-(3,5-dichloropyridyloxy)]benzene Signaling	1.57511836336893	FALSE	FASN,INSIG1,TNFRSF1A	Upstream	Short_Fragment_Only
ANGPT2 Signaling	1.57511836336893	FALSE	ADAM12,HMGCS1,LMNB2,PROS1	Upstream	Short_Fragment_Only
7S NGF Signaling	1.57511836336893	FALSE	NFE2L2	Upstream	Short_Fragment_Only
ACOD1 Signaling	1.57511836336893	FALSE	NFE2L2	Upstream	Short_Fragment_Only
ADAR Signaling	1.57511836336893	FALSE	ADAM12	Upstream	Short_Fragment_Only
CYP Signaling	1.57511836336893	FALSE	NQO1	Upstream	Short_Fragment_Only
FA2H Signaling	1.57511836336893	FALSE	FASN	Upstream	Short_Fragment_Only
FUT7 Signaling	1.57511836336893	FALSE	GLG1	Upstream	Short_Fragment_Only
GYS2 Signaling	1.57511836336893	FALSE	FASN	Upstream	Short_Fragment_Only
HU-210 Signaling	1.57511836336893	FALSE	FASN	Upstream	Short_Fragment_Only
KCND2 Signaling	1.57511836336893	FALSE	KCNIP2	Upstream	Short_Fragment_Only
LSP1 Signaling	1.57511836336893	FALSE	ITGA6	Upstream	Short_Fragment_Only
NR2C1 Signaling	1.57511836336893	FALSE	CNTFR	Upstream	Short_Fragment_Only
ORC2 Signaling	1.57511836336893	FALSE	LMNB2	Upstream	Short_Fragment_Only
PNU282987 Signaling	1.57511836336893	FALSE	FASN	Upstream	Short_Fragment_Only
RBM14 Signaling	1.57511836336893	FALSE	HTRA1	Upstream	Short_Fragment_Only
RECQL4 Signaling	1.57511836336893	FALSE	LMNB2	Upstream	Short_Fragment_Only
TRA2B Signaling	1.57511836336893	FALSE	NQO1	Upstream	Short_Fragment_Only
chlorine Signaling	1.57511836336893	FALSE	NFE2L2	Upstream	Short_Fragment_Only
dimaprit Signaling	1.57511836336893	FALSE	LDLR	Upstream	Short_Fragment_Only
nigericin Signaling	1.57511836336893	FALSE	OLIG2	Upstream	Short_Fragment_Only
phenol derivative Signaling	1.57511836336893	FALSE	NFE2L2	Upstream	Short_Fragment_Only
SP2509 Signaling	1.57348873863542	FALSE	BCAT1,NQO1,NRXN1,OGT,SLC38A1	Upstream	Short_Fragment_Only
MED13 Signaling	1.55909091793478	FALSE	FASN,HMGCR	Upstream	Short_Fragment_Only
TFE3 Signaling	1.55909091793478	FALSE	FASN,INSIG1	Upstream	Short_Fragment_Only
lysophosphatidylinositol Signaling	1.55909091793478	FALSE	INSIG1,LDHA	Upstream	Short_Fragment_Only
STAT6 Signaling	1.55909091793478	FALSE	FASN,HMGCR,MAF,MVK,PROS1,SERPINF1	Upstream	Short_Fragment_Only
sirolimus Signaling	1.54975089168064	FALSE	DOT1L,FASN,IDI1,LDHA,MAF,PCDH1,SQLE	Upstream	Short_Fragment_Only
MIR17HG Signaling	1.54821356447571	FALSE	FNDC3B,GLG1,HSPG2	Upstream	Short_Fragment_Only
lithium chloride Signaling	1.54821356447571	FALSE	HMGCR,HMGCS1,IDI1	Upstream	Short_Fragment_Only
IgG Signaling	1.54211810326601	FALSE	DHCR7,LDLR,MAF,SERPINF1	Upstream	Short_Fragment_Only
HDL Signaling	1.54211810326601	FALSE	INSIG1,LDLR	Upstream	Short_Fragment_Only
IDH1 Signaling	1.54211810326601	FALSE	BCAT1,FASN	Upstream	Short_Fragment_Only
RETN Signaling	1.52578373592374	FALSE	FASN,LDLR	Upstream	Short_Fragment_Only
HSF1 Signaling	1.52287874528034	FALSE	EFEMP1,FASN,LDHA,LDLR	Upstream	Short_Fragment_Only
RAF1 Signaling	1.52287874528034	FALSE	LDHA,NQO1,OSMR,SQLE	Upstream	Short_Fragment_Only
PTEN Signaling	1.51427857351842	FALSE	FASN,HMGCR,HMGCS1,IDI1,LDLR,MVD,NQO1,OGT	Upstream	Short_Fragment_Only
ADRB2 Signaling	1.51004152057517	FALSE	FASN,NRP1	Upstream	Short_Fragment_Only
APOA1 Signaling	1.51004152057517	FALSE	HMGCR,INSIG1	Upstream	Short_Fragment_Only
BRD2 Signaling	1.51004152057517	FALSE	NQO1,RAB3GAP2	Upstream	Short_Fragment_Only
methimazole Signaling	1.51004152057517	FALSE	NRP1,VLDLR	Upstream	Short_Fragment_Only
FOXO1 Signaling	1.49894073778225	FALSE	FASN,HMGCR,MVD,NDN,RIPOR2,SQLE	Upstream	Short_Fragment_Only
doxorubicin Signaling	1.49894073778225	FALSE	HSPB6,KIF20A,MVP,NFE2L2,NQO1,TNFRSF1A	Upstream	Short_Fragment_Only
PPARD Signaling	1.49894073778225	FALSE	FASN,LDHA,RBP1,VLDLR	Upstream	Short_Fragment_Only
10-(6'-ubiquinonyl)decyltriphenylphosphonium Signaling	1.49620931694282	FALSE	NFE2L2	Upstream	Short_Fragment_Only
CPXM1 Signaling	1.49620931694282	FALSE	COL14A1	Upstream	Short_Fragment_Only
EFEMP2 Signaling	1.49620931694282	FALSE	EFEMP1	Upstream	Short_Fragment_Only
Fructus xanthii aqueous extract Signaling	1.49620931694282	FALSE	FASN	Upstream	Short_Fragment_Only
Irs3 Signaling	1.49620931694282	FALSE	FASN	Upstream	Short_Fragment_Only
OBP2B Signaling	1.49620931694282	FALSE	FASN	Upstream	Short_Fragment_Only
OPRK1 Signaling	1.49620931694282	FALSE	NRP1	Upstream	Short_Fragment_Only
PCSK9 Signaling	1.49620931694282	FALSE	LDLR	Upstream	Short_Fragment_Only
SHOX2 Signaling	1.49620931694282	FALSE	HTRA1	Upstream	Short_Fragment_Only
TDG Signaling	1.49620931694282	FALSE	RBP1	Upstream	Short_Fragment_Only
TFPI Signaling	1.49620931694282	FALSE	VLDLR	Upstream	Short_Fragment_Only
WDFY2 Signaling	1.49620931694282	FALSE	FASN	Upstream	Short_Fragment_Only
ZFP36L2 Signaling	1.49620931694282	FALSE	SCN2A	Upstream	Short_Fragment_Only
buparlisib Signaling	1.49620931694282	FALSE	NFE2L2	Upstream	Short_Fragment_Only
coumarin Signaling	1.49620931694282	FALSE	NQO1	Upstream	Short_Fragment_Only
curcuminoids Signaling	1.49620931694282	FALSE	NFE2L2	Upstream	Short_Fragment_Only
dec-RRLL-cmk Signaling	1.49620931694282	FALSE	HMGCS1	Upstream	Short_Fragment_Only
ghrelin Signaling	1.49620931694282	FALSE	FASN	Upstream	Short_Fragment_Only
histidinol Signaling	1.49620931694282	FALSE	GPT2	Upstream	Short_Fragment_Only
juglone Signaling	1.49620931694282	FALSE	FASN	Upstream	Short_Fragment_Only
miR-320b (and other miRNAs w/seed AAAGCUG) Signaling	1.49620931694282	FALSE	HSPB6	Upstream	Short_Fragment_Only
risedronic acid Signaling	1.49620931694282	FALSE	HMGCR	Upstream	Short_Fragment_Only
warfarin Signaling	1.49620931694282	FALSE	PROS1	Upstream	Short_Fragment_Only
galactosylceramide-alpha Signaling	1.49485002168009	FALSE	GOT1,NRP1	Upstream	Short_Fragment_Only
EPAS1 Signaling	1.48545224733971	FALSE	FASN,HMGCS1,LDHA,LDLR	Upstream	Short_Fragment_Only
FOXO3 Signaling	1.48412615628832	FALSE	FASN,HMGCR,SIX4,SLC1A4,TNFRSF1A	Upstream	Short_Fragment_Only
NR1H3 Signaling	1.48017200622428	FALSE	FASN,HMGCR,KIF20A,LDLR	Upstream	Short_Fragment_Only
CD3 group Signaling	1.47886191629596	FALSE	FASN,LDHA	Upstream	Short_Fragment_Only
CUL3 Signaling	1.47886191629596	FALSE	NQO1,OGT	Upstream	Short_Fragment_Only
chromium Signaling	1.47886191629596	FALSE	NQO1,SLC1A4	Upstream	Short_Fragment_Only
3-nitropropionic acid Signaling	1.46470587995723	FALSE	LDHA,NQO1	Upstream	Short_Fragment_Only
MAP3K1 Signaling	1.46470587995723	FALSE	LDLR,TPH1	Upstream	Short_Fragment_Only
butyric acid Signaling	1.46344155742847	FALSE	DHCR24,FASN,HSPG2,MVP,NRP1,PLCG1	Upstream	Short_Fragment_Only
NGF Signaling	1.45593195564972	FALSE	AGL,DHX9,LDLR,SCN2A	Upstream	Short_Fragment_Only
Mek Signaling	1.44977164694491	FALSE	FASN,ITGA6,MAF,NQO1	Upstream	Short_Fragment_Only
GNAS Signaling	1.44977164694491	FALSE	FASN,NRP1	Upstream	Short_Fragment_Only
colchicine Signaling	1.44977164694491	FALSE	NQO1,TNFRSF1A	Upstream	Short_Fragment_Only
HDAC4 Signaling	1.43651891460559	FALSE	DGKB,HMGCR,LDHA	Upstream	Short_Fragment_Only
CYP1B1 Signaling	1.43533393574791	FALSE	NQO1,VLDLR	Upstream	Short_Fragment_Only
LEP Signaling	1.43533393574791	FALSE	FASN,HMGCR,LDLR,MSMO1,SC5D,TNFRSF1A	Upstream	Short_Fragment_Only
KITLG Signaling	1.43297363384094	FALSE	DHCR24,LDLR,TNFRSF1A,TPH1	Upstream	Short_Fragment_Only
2-(tridec-12-yn-1-ylthio)acetic acid Signaling	1.43062609038495	FALSE	VLDLR	Upstream	Short_Fragment_Only
2-hydroxyestradiol Signaling	1.43062609038495	FALSE	NQO1	Upstream	Short_Fragment_Only
6-methylsulfinylhexyl isothiocyanate Signaling	1.43062609038495	FALSE	NQO1	Upstream	Short_Fragment_Only
DAB2 Signaling	1.43062609038495	FALSE	HMGCR	Upstream	Short_Fragment_Only
GLP-1 (7-36) amide Signaling	1.43062609038495	FALSE	FASN	Upstream	Short_Fragment_Only
MCM7 Signaling	1.43062609038495	FALSE	LMNB2	Upstream	Short_Fragment_Only
MRE11 Signaling	1.43062609038495	FALSE	LMNB2	Upstream	Short_Fragment_Only
MYCBP Signaling	1.43062609038495	FALSE	LDHA	Upstream	Short_Fragment_Only
PDE6B Signaling	1.43062609038495	FALSE	NFE2L2	Upstream	Short_Fragment_Only
PQQ cofactor Signaling	1.43062609038495	FALSE	NFE2L2	Upstream	Short_Fragment_Only
RBP4 Signaling	1.43062609038495	FALSE	RBP1	Upstream	Short_Fragment_Only
S-allyl-L-cysteine Signaling	1.43062609038495	FALSE	FASN	Upstream	Short_Fragment_Only
SERPINC1 Signaling	1.43062609038495	FALSE	HSPG2	Upstream	Short_Fragment_Only
STRA6 Signaling	1.43062609038495	FALSE	RBP1	Upstream	Short_Fragment_Only
TDO2 Signaling	1.43062609038495	FALSE	SLC1A4	Upstream	Short_Fragment_Only
UGDH Signaling	1.43062609038495	FALSE	BCAN	Upstream	Short_Fragment_Only
acolbifene Signaling	1.43062609038495	FALSE	LDLR	Upstream	Short_Fragment_Only
alloxan Signaling	1.43062609038495	FALSE	OGT	Upstream	Short_Fragment_Only
androstenedione Signaling	1.43062609038495	FALSE	PROS1	Upstream	Short_Fragment_Only
geranylgeraniol Signaling	1.43062609038495	FALSE	HMGCR	Upstream	Short_Fragment_Only
glyceraldehyde-BSA Signaling	1.43062609038495	FALSE	FASN	Upstream	Short_Fragment_Only
manidipine Signaling	1.43062609038495	FALSE	HMGCR	Upstream	Short_Fragment_Only
methylglyoxal-BSA Signaling	1.43062609038495	FALSE	FASN	Upstream	Short_Fragment_Only
mir-320 Signaling	1.43062609038495	FALSE	HSPB6	Upstream	Short_Fragment_Only
non-esterified fatty acid Signaling	1.43062609038495	FALSE	LDLR	Upstream	Short_Fragment_Only
penfluridol Signaling	1.43062609038495	FALSE	ITGA6	Upstream	Short_Fragment_Only
sanguinarine Signaling	1.43062609038495	FALSE	NQO1	Upstream	Short_Fragment_Only
triolein Signaling	1.43062609038495	FALSE	FASN	Upstream	Short_Fragment_Only
xestospongin C Signaling	1.43062609038495	FALSE	MAF	Upstream	Short_Fragment_Only
zimelidine Signaling	1.43062609038495	FALSE	WIPI1	Upstream	Short_Fragment_Only
SERPINF1 Signaling	1.42136079003193	FALSE	OLIG2,SERPINF1	Upstream	Short_Fragment_Only
glucosamine Signaling	1.42136079003193	FALSE	FASN,OGT	Upstream	Short_Fragment_Only
FOXM1 Signaling	1.42021640338319	FALSE	KIF20A,LDHA,NEDD4	Upstream	Short_Fragment_Only
POU2AF1 Signaling	1.40782324260413	FALSE	PLCG1,RBP1	Upstream	Short_Fragment_Only
SIRT6 Signaling	1.40782324260413	FALSE	FASN,HMGCR	Upstream	Short_Fragment_Only
benzene Signaling	1.40782324260413	FALSE	DHCR24,TNFRSF1A	Upstream	Short_Fragment_Only
thioctic acid Signaling	1.40782324260413	FALSE	NFE2L2,NQO1	Upstream	Short_Fragment_Only
trichloroethylene Signaling	1.40782324260413	FALSE	DHCR24,TNFRSF1A	Upstream	Short_Fragment_Only
ITGB1 Signaling	1.40450377817443	FALSE	BCAN,GAS1,HSPG2	Upstream	Short_Fragment_Only
VDR Signaling	1.39794000867204	FALSE	LDLR,PLCG1,RGCC,TPH1	Upstream	Short_Fragment_Only
CNR1 Signaling	1.38195190328791	FALSE	FASN,MDK,NDN	Upstream	Short_Fragment_Only
IFNA2 Signaling	1.38195190328791	FALSE	GOT1,HMGCS1,RIPOR2,TNFRSF1A	Upstream	Short_Fragment_Only
ursolic acid Signaling	1.38090666937326	FALSE	FASN,NARS1	Upstream	Short_Fragment_Only
ACLY Signaling	1.37365963262496	FALSE	FASN	Upstream	Short_Fragment_Only
APCS Signaling	1.37365963262496	FALSE	LDLR	Upstream	Short_Fragment_Only
BACE1 Signaling	1.37365963262496	FALSE	SCN2A	Upstream	Short_Fragment_Only
CBX1 Signaling	1.37365963262496	FALSE	PROS1	Upstream	Short_Fragment_Only
CHCHD5 Signaling	1.37365963262496	FALSE	FASN	Upstream	Short_Fragment_Only
CSNK2A2 Signaling	1.37365963262496	FALSE	ITGA6	Upstream	Short_Fragment_Only
CYSLTR1 Signaling	1.37365963262496	FALSE	NFE2L2	Upstream	Short_Fragment_Only
GAL3ST1 Signaling	1.37365963262496	FALSE	ITGA6	Upstream	Short_Fragment_Only
MEDAG Signaling	1.37365963262496	FALSE	FASN	Upstream	Short_Fragment_Only
MFGE8 Signaling	1.37365963262496	FALSE	EDIL3	Upstream	Short_Fragment_Only
N-propyl bromide Signaling	1.37365963262496	FALSE	NQO1	Upstream	Short_Fragment_Only
NCX-4040 Signaling	1.37365963262496	FALSE	NQO1	Upstream	Short_Fragment_Only
NDP Signaling	1.37365963262496	FALSE	SERPINF1	Upstream	Short_Fragment_Only
P1,P4-Di(adenosine-5') tetraphosphate Signaling	1.37365963262496	FALSE	TPH1	Upstream	Short_Fragment_Only
PNPLA8 Signaling	1.37365963262496	FALSE	NQO1	Upstream	Short_Fragment_Only
RC3H2 Signaling	1.37365963262496	FALSE	NRP1	Upstream	Short_Fragment_Only
Retinoic acid-RAR-RXR Signaling	1.37365963262496	FALSE	RBP1	Upstream	Short_Fragment_Only
SLC39A14 Signaling	1.37365963262496	FALSE	FASN	Upstream	Short_Fragment_Only
SULT2B1 Signaling	1.37365963262496	FALSE	VLDLR	Upstream	Short_Fragment_Only
THRSP Signaling	1.37365963262496	FALSE	FASN	Upstream	Short_Fragment_Only
TRIB1 Signaling	1.37365963262496	FALSE	FASN	Upstream	Short_Fragment_Only
VIPR2 Signaling	1.37365963262496	FALSE	MAF	Upstream	Short_Fragment_Only
carnosol Signaling	1.37365963262496	FALSE	NFE2L2	Upstream	Short_Fragment_Only
cholestyramine Signaling	1.37365963262496	FALSE	DHCR7	Upstream	Short_Fragment_Only
citalopram Signaling	1.37365963262496	FALSE	TPH1	Upstream	Short_Fragment_Only
cosyntropin Signaling	1.37365963262496	FALSE	DHCR24	Upstream	Short_Fragment_Only
exemestane Signaling	1.37365963262496	FALSE	NQO1	Upstream	Short_Fragment_Only
kremezin Signaling	1.37365963262496	FALSE	NFE2L2	Upstream	Short_Fragment_Only
mechlorethamine Signaling	1.37365963262496	FALSE	NFE2L2	Upstream	Short_Fragment_Only
meldonium Signaling	1.37365963262496	FALSE	LDLR	Upstream	Short_Fragment_Only
miR-217-5p (and other miRNAs w/seed ACUGCAU) Signaling	1.37365963262496	FALSE	FASN	Upstream	Short_Fragment_Only
pictilisib Signaling	1.37365963262496	FALSE	LDHA	Upstream	Short_Fragment_Only
trametinib Signaling	1.37365963262496	FALSE	MAF	Upstream	Short_Fragment_Only
rosiglitazone Signaling	1.36351210364663	FALSE	FASN,GOT1,INSIG1,LDHA,SERPINF1,VLDLR	Upstream	Short_Fragment_Only
IL6ST Signaling	1.35556141053216	FALSE	MAF,TNFRSF1A	Upstream	Short_Fragment_Only
thioacetamide Signaling	1.34390179798717	FALSE	GOT1,NFE2L2,RGCC,SLC13A3	Upstream	Short_Fragment_Only
OSMR Signaling	1.3429441471429	FALSE	FASN,OSMR	Upstream	Short_Fragment_Only
IGF1 Signaling	1.33441900898205	FALSE	FASN,HMGCR,LDHA,NFE2L2,OSMR,SQLE	Upstream	Short_Fragment_Only
BCL11B Signaling	1.33068311943389	FALSE	KCNIP2,NRP1	Upstream	Short_Fragment_Only
MUC1 Signaling	1.33068311943389	FALSE	FASN,NRP1	Upstream	Short_Fragment_Only
11-dehydrocorticosterone Signaling	1.32330639037513	FALSE	FASN	Upstream	Short_Fragment_Only
ABCD1 Signaling	1.32330639037513	FALSE	ABCD2	Upstream	Short_Fragment_Only
ACACA Signaling	1.32330639037513	FALSE	FASN	Upstream	Short_Fragment_Only
AP3B1 Signaling	1.32330639037513	FALSE	TNFRSF1A	Upstream	Short_Fragment_Only
BCKDK Signaling	1.32330639037513	FALSE	OLIG2	Upstream	Short_Fragment_Only
EPB41 Signaling	1.32330639037513	FALSE	TNFRSF1A	Upstream	Short_Fragment_Only
KHSRP Signaling	1.32330639037513	FALSE	LDLR	Upstream	Short_Fragment_Only
MYDGF Signaling	1.32330639037513	FALSE	MAF	Upstream	Short_Fragment_Only
Mup1 (includes others) Signaling	1.32330639037513	FALSE	FASN	Upstream	Short_Fragment_Only
NEK7 Signaling	1.32330639037513	FALSE	RGCC	Upstream	Short_Fragment_Only
PDYN Signaling	1.32330639037513	FALSE	NRP1	Upstream	Short_Fragment_Only
PTGES3 Signaling	1.32330639037513	FALSE	SOX3	Upstream	Short_Fragment_Only
STK25 Signaling	1.32330639037513	FALSE	FASN	Upstream	Short_Fragment_Only
TENM1 Signaling	1.32330639037513	FALSE	SLC1A4	Upstream	Short_Fragment_Only
UCHL3 Signaling	1.32330639037513	FALSE	FASN	Upstream	Short_Fragment_Only
ZNF503 Signaling	1.32330639037513	FALSE	RPE65	Upstream	Short_Fragment_Only
ZNF503-AS1 Signaling	1.32330639037513	FALSE	RPE65	Upstream	Short_Fragment_Only
aurothioglucose Signaling	1.32330639037513	FALSE	NQO1	Upstream	Short_Fragment_Only
pentazocine Signaling	1.32330639037513	FALSE	NFE2L2	Upstream	Short_Fragment_Only
sulindac sulfone Signaling	1.32330639037513	FALSE	NQO1	Upstream	Short_Fragment_Only
tannic acid Signaling	1.32330639037513	FALSE	FASN	Upstream	Short_Fragment_Only
methylselenic acid Signaling	1.32330639037513	FALSE	DHCR24,LMNB2,NMI,NQO1	Upstream	Short_Fragment_Only
BCL2L1 Signaling	1.31875876262441	FALSE	NQO1,TNFRSF1A	Upstream	Short_Fragment_Only
NEUROG1 Signaling	1.31875876262441	FALSE	RIPOR2,SERPINF1	Upstream	Short_Fragment_Only
TSC1 Signaling	1.31875876262441	FALSE	FASN,NQO1	Upstream	Short_Fragment_Only
ursodeoxycholic acid Signaling	1.31875876262441	FALSE	FASN,MAF	Upstream	Short_Fragment_Only
DNMT3A Signaling	1.30891850787703	FALSE	EFEMP1,PDE1C,PPP1R3C	Upstream	Short_Fragment_Only
CSF2 Signaling	1.30891850787703	FALSE	HMGCR,LDHA,NRP1,OSMR,RIPOR2,TNFRSF1A	Upstream	Short_Fragment_Only
PKM Signaling	1.30627305107635	FALSE	LDHA,NFE2L1	Upstream	Short_Fragment_Only
methylmercury Signaling	1.30627305107635	FALSE	DHCR24,TNFRSF1A	Upstream	Short_Fragment_Only
miR-122-5p (miRNAs w/seed GGAGUGU) Signaling	1.30627305107635	FALSE	AP3M2,OSMR	Upstream	Short_Fragment_Only
Synthesis of sterol	16.5361070110141	FALSE	INSIG1,HMGCS1,NSDHL,HMGCR,FASN,SC5D,MSMO1,STARD4,SQLE,LDLR,IDI1,DHCR24,MVK,MVD,DHCR7	Functional	Short_Fragment_Only
Synthesis of cholesterol	16.0846001647877	FALSE	INSIG1,HMGCS1,NSDHL,HMGCR,FASN,SC5D,MSMO1,SQLE,LDLR,IDI1,DHCR24,MVK,MVD,DHCR7	Functional	Short_Fragment_Only
Metabolism of cholesterol	14.8268137315877	FALSE	INSIG1,HMGCS1,NSDHL,VLDLR,HMGCR,FASN,SC5D,MSMO1,SQLE,LDLR,DHCR24,IDI1,MVK,MVD,DHCR7	Functional	Short_Fragment_Only
Metabolism of terpenoid	12.9913998282381	FALSE	INSIG1,HMGCS1,NSDHL,SGPL1,VLDLR,HMGCR,RBP1,ITGA6,FASN,SC5D,MSMO1,RPE65,SQLE,LDLR,DHCR24,IDI1,MVK,HSPG2,MVD,DHCR7	Functional	Short_Fragment_Only
Steroid metabolism	11.5346171485516	FALSE	INSIG1,HMGCS1,NSDHL,SGPL1,VLDLR,HMGCR,ITGA6,FASN,SC5D,MSMO1,SQLE,LDLR,DHCR24,IDI1,MVK,MVD,DHCR7	Functional	Short_Fragment_Only
Synthesis of terpenoid	11.4685210829577	FALSE	INSIG1,HMGCS1,NSDHL,TNFRSF1A,HMGCR,ITGA6,RBP1,FASN,SC5D,MSMO1,STARD4,SQLE,LDLR,DHCR24,IDI1,MVK,MVD,DHCR7	Functional	Short_Fragment_Only
Synthesis of steroid	11.1163385648464	FALSE	INSIG1,HMGCS1,NSDHL,TNFRSF1A,HMGCR,ITGA6,FASN,SC5D,MSMO1,STARD4,SQLE,LDLR,DHCR24,IDI1,MVK,MVD,DHCR7	Functional	Short_Fragment_Only
Abnormal morphology of nervous system	8.57675412606319	FALSE	SEZ6,NDN,VLDLR,TNFRSF1A,CNTFR,PROS1,LDLR,PPP1R3C,LMNB2,MDK,ROBO2,OLIG2,GAS1,ITGA6,RBP1,SLC1A4,OGT,AP3M2,GPR37L1,RPE65,NRP1,SCN2A,ABCD2,HSPG2,NFE2L2	Functional	Short_Fragment_Only
Morphology of nervous system	8.20551195334083	FALSE	SEZ6,NDN,VLDLR,TNFRSF1A,CNTFR,PROS1,LDLR,PPP1R3C,LMNB2,OMG,MDK,DHCR7,ROBO2,OLIG2,GAS1,RBP1,ITGA6,SLC1A4,OGT,AP3M2,GPR37L1,RPE65,NRP1,SCN2A,ABCD2,HSPG2,NFE2L2	Functional	Short_Fragment_Only
Tauopathy	7.75696195131371	FALSE	ATP8A1,VLDLR,HMGCR,SLC1A4,HTRA1,SC5D,NQO1,OGT,NRXN1,PROS1,LDLR,DHCR24,TPH1,MVK,SCN2A,ADAM12,HSPG2,DHX9,DHCR7,NFE2L2	Functional	Short_Fragment_Only
Progressive encephalopathy	7.55595520408192	FALSE	ATP8A1,VLDLR,HMGCR,FASN,HTRA1,SLC1A4,SC5D,NQO1,OGT,NRXN1,PROS1,NEDD4,LDLR,DHCR24,TPH1,MVK,LDHA,SCN2A,ADAM12,HSPG2,LMNB2,DHX9,DHCR7,NFE2L2	Functional	Short_Fragment_Only
Experimental autoimmune encephalomyelitis	7.55129368009492	FALSE	HMGCS1,NSDHL,TNFRSF1A,SGPL1,HMGCR,SC5D,MSMO1,SQLE,DHCR24,IDI1,MVK,RGCC,MVD,DHCR7,MDK	Functional	Short_Fragment_Only
Progressive neurological disorder	7.40230481407449	FALSE	VLDLR,TNFRSF1A,HMGCR,FASN,HTRA1,SC5D,NQO1,PROS1,SQLE,LDLR,MVK,ADAM12,LMNB2,DHCR7,ATP8A1,SLC1A4,OGT,NRXN1,NEDD4,DHCR24,TPH1,LDHA,SCN2A,HSPG2,DHX9,NFE2L2	Functional	Short_Fragment_Only
Accumulation of lipid	7.34678748622466	FALSE	PASK,INSIG1,COL14A1,VLDLR,SGPL1,HMGCR,RBP1,FASN,OSMR,RPE65,LDLR,DGKB,ABCD2,NFE2L2	Functional	Short_Fragment_Only
Metabolism of membrane lipid derivative	7.31515463835559	FALSE	INSIG1,HMGCS1,NSDHL,VLDLR,SGPL1,HMGCR,FASN,SC5D,MSMO1,SQLE,LDLR,DHCR24,IDI1,MVK,PLCG1,MVD,DHCR7	Functional	Short_Fragment_Only
Degenerative dementia	7.16304326294045	FALSE	ATP8A1,VLDLR,HMGCR,HTRA1,SC5D,NQO1,OGT,NRXN1,PROS1,NEDD4,LDLR,DHCR24,TPH1,MVK,ADAM12,HSPG2,DHX9,DHCR7,NFE2L2	Functional	Short_Fragment_Only
Morphology of brain	6.95078197732982	FALSE	ROBO2,NDN,VLDLR,TNFRSF1A,GAS1,ITGA6,SLC1A4,AP3M2,GPR37L1,PROS1,LDLR,PPP1R3C,SCN2A,ABCD2,HSPG2,LMNB2,DHCR7,MDK	Functional	Short_Fragment_Only
Amyloidosis	6.93930215964639	FALSE	ATP8A1,VLDLR,HMGCR,HTRA1,SC5D,NQO1,OGT,NRXN1,OSMR,PROS1,LDLR,DHCR24,TPH1,MVK,ADAM12,HSPG2,DHX9,DHCR7,NFE2L2	Functional	Short_Fragment_Only
Abnormal morphology of brain	6.76447155309245	FALSE	ROBO2,NDN,VLDLR,GAS1,ITGA6,SLC1A4,AP3M2,GPR37L1,PROS1,LDLR,PPP1R3C,SCN2A,ABCD2,HSPG2,LMNB2,MDK	Functional	Short_Fragment_Only
Synthesis of lipid	6.66354026615147	FALSE	INSIG1,HMGCS1,NSDHL,SGPL1,TNFRSF1A,HMGCR,RBP1,ITGA6,FASN,SC5D,CNTFR,MSMO1,STARD4,SQLE,LDLR,DHCR24,IDI1,MVK,PLCG1,MVD,DHCR7,NFE2L2	Functional	Short_Fragment_Only
Alzheimer disease	6.58335949266172	FALSE	ATP8A1,VLDLR,HMGCR,HTRA1,SC5D,NQO1,OGT,NRXN1,PROS1,LDLR,DHCR24,TPH1,MVK,ADAM12,HSPG2,DHX9,DHCR7,NFE2L2	Functional	Short_Fragment_Only
Abnormality of choroid	6.3429441471429	FALSE	RPE65,LDLR,VLDLR,GAS1,RBP1,HTRA1	Functional	Short_Fragment_Only
Cognitive impairment	6.13786862068696	FALSE	SEZ6,RAB3GAP2,NSDHL,NDN,GPT2,VLDLR,TNFRSF1A,HMGCR,FASN,SLC1A4,SOX3,MAF,OGT,NRXN1,GPR37L1,LDLR,SCN2A,ABCD2,VRK1	Functional	Short_Fragment_Only
