Node	Module	Type
Zmym4	4	Gene
Ntmt1	4	Gene
Myo18a	4	Gene
Brwd3	2	Gene
Prune2	4	Gene
Grk4	4	Gene
Amot	3	Gene
Stradb	3	Gene
Olfm1	4	Gene
Atxn7	2	Gene
Arhgef19	4	Gene
Gpsm2	4	Gene
Slc9a3r1	4	Gene
C16orf45	4	Gene
Rfx3	4	Gene
Wdr62	2	Gene
Rem1	4	Gene
Ift81	4	Gene
Tctn2	4	Gene
Onecut2	4	Gene
Brk1	4	Gene
Nudcd3	4	Gene
Mid1ip1	4	Gene
Usp6nl	4	Gene
Cep41	4	Gene
Pank4	4	Gene
Cep350	4	Gene
Fsd1	4	Gene
Smad4	4	Gene
Bfsp2	4	Gene
Tbc1d7	4	Gene
Map3k20	3	Gene
Auts2	4	Gene
Nfe2l2	2	Gene
Pou3f3	2	Gene
Scn2a	2	Gene
Mfge8	2	Gene
Maged1	2	Gene
Man2b1	2	Gene
Mif	2	Gene
Arfgef2	2	Gene
Shisa2	2	Gene
Stambp	2	Gene
Vps13a	2	Gene
Madd	2	Gene
Myb	1	Gene
Plcb4	2	Gene
Scamp5	3	Gene
Arsa	2	Gene
Hsd11b1	2	Gene
Pcdh15	2	Gene
Dnm1	2	Gene
Rxrg	2	Gene
Zic4	2	Gene
Atg5	2	Gene
Hira	2	Gene
Sv2b	3	Gene
Frzb	2	Gene
Sall3	2	Gene
Pcgf2	2	Gene
Ndp	2	Gene
Slc1a4	2	Gene
Ccr2	2	Gene
Thap1	2	Gene
Optn	3	Gene
Socs7	2	Gene
Fgfrl1	2	Gene
Snph	2	Gene
Tph2	2	Gene
Ston2	2	Gene
Gal3st1	2	Gene
Slc6a15	2	Gene
Ahi1	2	Gene
Klc1	2	Gene
Hdc	2	Gene
Tyro3	2	Gene
Tmem176b	2	Gene
Cd2ap	4	Gene
Fzr1	2	Gene
Arsg	2	Gene
Hrk	2	Gene
Gpr37l1	2	Gene
Znf521	2	Gene
Atm	2	Gene
Plcb1	2	Gene
Adcyap1r1	2	Gene
Disp1	2	Gene
Ap4e1	2	Gene
Ttpa	2	Gene
Cspg4	2	Gene
Alpl	3	Gene
Slc17a6	2	Gene
Diaph2	2	Gene
Pgap1	2	Gene
Dtna	3	Gene
Atp2b2	2	Gene
Pak5	4	Gene
Manba	2	Gene
Lhx2	2	Gene
Gabbr1	2	Gene
Pafah1b1	2	Gene
Cntn6	2	Gene
Ncor1	2	Gene
Pds5b	2	Gene
Pds5a	2	Gene
Cntfr	2	Gene
Grid1	2	Gene
Bag6	2	Gene
Gad1	2	Gene
Prpf31	1	Gene
Arhgef9	2	Gene
Cbs/Cbsl	2	Gene
Foxp2	2	Gene
Hnrnpa1	2	Gene
Man2c1	2	Gene
Clcn3	2	Gene
S1pr1	2	Gene
Ncoa6	2	Gene
Mapk10	2	Gene
Sntb2	2	Gene
Lpar1	4	Gene
Mmp24	2	Gene
Rasa1	2	Gene
Bbip1	2	Gene
Slc4a10	2	Gene
Shc3	2	Gene
Lynx1	2	Gene
Ap3m2	2	Gene
Tenm2	2	Gene
Akt2	2	Gene
Hpn	2	Gene
Sema3b	2	Gene
Foxb1	2	Gene
Lmnb2	2	Gene
Ank2	2	Gene
Pros1	2	Gene
Cib2	2	Gene
Tcf7l1	2	Gene
Stx1a	2	Gene
Meis2	3	Gene
Abcd2	2	Gene
Rpe65	2	Gene
Rora	2	Gene
Naglu	2	Gene
Rbp1	2	Gene
Krt1	2	Gene
Syncrip	2	Gene
Crtac1	2	Gene
Rag1	2	Gene
Esco2	2	Gene
Mbd5	2	Gene
Slc2a8	2	Gene
Egln3	2	Gene
Hepacam	2	Gene
Fbxo2	2	Gene
Sil1	2	Gene
Abr	2	Gene
Ptpn9	2	Gene
Tardbp	2	Gene
Ncs1	2	Gene
Kcna1	2	Gene
Gpr37	2	Gene
Entpd1	2	Gene
Fgd4	4	Gene
Tfap2a	2	Gene
Rgs7	2	Gene
Dag1	4	Gene
Cacna1c	2	Gene
Ddhd2	2	Gene
Arc	3	Gene
Agt	2	Gene
Mdk	2	Gene
Spg20	2	Gene
Bbs7	2	Gene
Atp1a2	2	Gene
Pcm1	2	Gene
Plxnc1	2	Gene
Asic3	2	Gene
Bbs2	2	Gene
Idua	2	Gene
Bhlhe22	2	Gene
Smad1	2	Gene
Rcan1	2	Gene
Sema5a	4	Gene
Marcksl1	2	Gene
Enho	2	Gene
Brinp1	2	Gene
Rab3b	2	Gene
Selenbp1	2	Gene
Sgce	2	Gene
Crebbp	2	Gene
Sin3a	3	Gene
Syne2	2	Gene
Rictor	2	Gene
Rnf2	2	Gene
Gnptab	2	Gene
Gpm6b	2	Gene
Itpr1	2	Gene
Clcn6	2	Gene
Akap13	2	Gene
Patz1	2	Gene
Lbx1	2	Gene
Kcnj10	2	Gene
Camk1g	4	Gene
Syne1	4	Gene
Ngfr	4	Gene
Dlg4	4	Gene
Msn	4	Gene
Cttn	4	Gene
Sp4	4	Gene
Cul4b	4	Gene
Pin1	4	Gene
Srrm4	4	Gene
Sirpa	4	Gene
Nlgn3	2	Gene
Bcan	4	Gene
Drd2	2	Gene
Llgl1	2	Gene
Sipa1l1	4	Gene
Kif13b	4	Gene
Grin1	2	Gene
Lrrtm3	4	Gene
Mecp2	2	Gene
Dab1	2	Gene
Lingo1	4	Gene
Flot1	4	Gene
Pcdhb11	4	Gene
Ncan	4	Gene
Dock7	4	Gene
Map6	4	Gene
Thbs2	1	Gene
Ncdn	4	Gene
Dixdc1	4	Gene
Gabrb3	4	Gene
S100b	4	Gene
Ppp2r2c	4	Gene
Ror2	4	Gene
Cpeb4	4	Gene
Dst	2	Gene
Gfra1	4	Gene
Ctf1	2	Gene
Ptprz1	4	Gene
Gas7	4	Gene
Lrrtm4	4	Gene
Dcdc2	4	Gene
Atrx	4	Gene
Trim9	4	Gene
Ptprf	4	Gene
Irx5	2	Gene
Ube2v2	4	Gene
Ascl1	2	Gene
Gem	4	Gene
Hes5	2	Gene
Ebf3	2	Gene
Tnr	4	Gene
Fzd5	4	Gene
Sema4a	4	Gene
Igsf21	4	Gene
Basp1	4	Gene
Atl1	4	Gene
Clstn1	2	Gene
Gfra2	2	Gene
Mras	4	Gene
Serpinf1	1	Gene
Lrrc24	4	Gene
Thoc2	2	Gene
Nsmf	4	Gene
Faim2	2	Gene
Cast	2	Gene
Pld2	4	Gene
Nedd4	2	Gene
Slitrk2	4	Gene
Prkca	4	Gene
Klf7	2	Gene
Cntn1	2	Gene
Atxn2	2	Gene
Trpc1	4	Gene
Ogt	2	Gene
Camk4	2	Gene
Col4a5	4	Gene
Bbs4	2	Gene
Mycbp2	2	Gene
Stim2	2	Gene
Uchl1	4	Gene
Apba1	4	Gene
Fnbp1	4	Gene
Tsc1	4	Gene
Rtn3	4	Gene
Il1rapl1	2	Gene
Ece1	2	Gene
Sema7a	4	Gene
Sept11	4	Gene
Nkx6-1	2	Gene
Dscam	4	Gene
Pou3f2	2	Gene
Sptbn1	4	Gene
Adgrb2	4	Gene
Flrt1	4	Gene
Ndn	2	Gene
Tnk2	4	Gene
Cadps2	2	Gene
Htr6	4	Gene
Mrtfb	4	Gene
Vamp7	4	Gene
Lrrtm1	4	Gene
Slitrk6	4	Gene
Pou4f1	2	Gene
Nlgn2	4	Gene
Fzd9	4	Gene
Caprin1	4	Gene
Rtn4	4	Gene
Atf6	4	Gene
Zfyve27	4	Gene
Chrna7	4	Gene
Mturn	4	Gene
Stk38l	4	Gene
Ptprd	4	Gene
Rapgef2	4	Gene
Omg	4	Gene
Lrp6	2	Gene
Pip5k1a	4	Gene
Hs6st1	4	Gene
Fbxo45	2	Gene
Agtpbp1	4	Gene
Stau2	4	Gene
Dok7	4	Gene
Ncam2	4	Gene
Hprt1	4	Gene
Slc11a2	4	Gene
Camsap2	4	Gene
Cnr1	4	Gene
Rufy3	4	Gene
Trim46	4	Gene
Shc1	4	Gene
Lrrc4b	4	Gene
Sez6l2	4	Gene
Prkaa2	4	Gene
Fcgr2b	4	Gene
Dagla	4	Gene
Adgrl3	4	Gene
Epha7	2	Gene
Ophn1	2	Gene
Rgma	4	Gene
Lmnb1	4	Gene
Sh3gl2	2	Gene
Cux1	4	Gene
Kalrn	2	Gene
Cux2	4	Gene
Mapt	2	Gene
Il11	1	Gene
Syn2	2	Gene
Aktip	2	Gene
Nefl	4	Gene
Pcyt1b	4	Gene
Cacna1s	4	Gene
S1pr2	3	Gene
Slitrk1	4	Gene
Scn4b	4	Gene
Efhd1	4	Gene
Stmn3	4	Gene
Slit2	4	Gene
Plppr5	4	Gene
Syngap1	4	Gene
Vstm5	4	Gene
Ppp1r9a	4	Gene
Robo2	2	Gene
Kirrel3	4	Gene
Stxbp5	4	Gene
Tnn	4	Gene
Efna3	4	Gene
Angpt1	4	Gene
Fut8	4	Gene
Adcy3	4	Gene
Rnd1	4	Gene
Dlgap3	4	Gene
Lrp8	2	Gene
Usp21	4	Gene
Lrtm2	4	Gene
Sulf1	4	Gene
Nr2e1	2	Gene
Six4	4	Gene
Pard3	2	Gene
Nrcam	2	Gene
Neurog2	2	Gene
Adora2a	2	Gene
Rac1	4	Gene
Rala	4	Gene
Pax6	2	Gene
Slitrk4	4	Gene
Cacng2	4	Gene
Baiap2	4	Gene
Srcin1	4	Gene
Plxna4	2	Gene
Nrxn1	4	Gene
Tor1a	4	Gene
Vasp	4	Gene
Itsn1	4	Gene
Fgfr3	2	Gene
Efna2	2	Gene
Grm5	2	Gene
Mdga1	4	Gene
Clmn	4	Gene
Efna1	4	Gene
Ntrk3	4	Gene
Hap1	2	Gene
Zbtb18	2	Gene
Gjb2	4	Gene
Dlx2	2	Gene
Oxtr	4	Gene
Gabpa	4	Gene
Nr1d1	3	Gene
Atp8a2	4	Gene
Gnao1	4	Gene
Fezf2	2	Gene
Cyr61	4	Gene
Sarm1	4	Gene
Hoxa1	2	Gene
Atcay	4	Gene
Atp7a	4	Gene
Becn1	2	Gene
Enah	4	Gene
Cdk5r2	2	Gene
Nectin1	4	Gene
Mapk9	4	Gene
Sdk2	4	Gene
Pip5k1c	4	Gene
Slitrk3	4	Gene
Grm4	4	Gene
Lrrc4	4	Gene
Lrrn3	4	Gene
Snca	2	Gene
Rit2	4	Gene
Stx3	4	Gene
Enc1	4	Gene
Mid1	2	Gene
Fam107a	4	Gene
Metrn	4	Gene
Uhmk1	4	Gene
Syndig1	4	Gene
Ager	2	Gene
Sez6	4	Gene
Eif4ebp2	2	Gene
Wwtr1	3	Gene
Usf2	3	Gene
Tuba4a	3	Gene
Tspan5	1	Gene
Tnfrsf22/Tnfrsf23	1	Gene
Tnfrsf12a	4	Gene
Tcf19	1	Gene
Tbxt	1	Gene
Slc27a1	3	Gene
Sfrp5	1	Gene
S100a6	1	Gene
S100a3	1	Gene
Rps6ka3	4	Gene
Rasa3	1	Gene
Prkar1b	2	Gene
Plcg1	2	Gene
Nphs1	1	Gene
Ngef	3	Gene
Nfkbib	2	Gene
Mgll	2	Gene
Med14	1	Gene
Lrp4	4	Gene
Lrig1	1	Gene
Il18	4	Gene
Il17rd	1	Gene
Igf2bp3	1	Gene
Igbp1	2	Gene
Hsdl1	1	Gene
Hpgd	1	Gene
Gtf2ird1	1	Gene
Grin3a	4	Gene
Gpt2	2	Gene
Gpr34	2	Gene
Gli3	2	Gene
Gfod1	1	Gene
Gbgt1	1	Gene
Galnt4	1	Gene
Galk2	4	Gene
Fzd10	4	Gene
Flnb	1	Gene
Fgfr4	3	Gene
Fbln1	1	Gene
Ephb3	4	Gene
Epha4	2	Gene
Elf1	1	Gene
Efnb2	4	Gene
Efnb1	4	Gene
Dclk1	2	Gene
Cxcl16	1	Gene
Colec11	1	Gene
Ceacam1	4	Gene
Cdkn1c	2	Gene
Cdkal1	1	Gene
Cdk6	2	Gene
Cdk5	2	Gene
Cd93	1	Gene
Casq2	3	Gene
Cadps	2	Gene
Arhgef25	4	Gene
Araf	3	Gene
Aifm1	2	Gene
Adgrl2	4	Gene
Ablim1	4	Gene
Wwc1	2	Gene
Uck2	3	Gene
Ttll7	4	Gene
Ttc7b	1	Gene
Tp53bp1	1	Gene
Tnni1	3	Gene
Synm	4	Gene
Stard10	3	Gene
Socs4	1	Gene
Snta1	4	Gene
Slc46a3	1	Gene
Serpinb1	1	Gene
Scn1b	2	Gene
Ripor2	4	Gene
Rap1gap2	1	Gene
Ptgfrn	1	Gene
Ppp1r3c	2	Gene
Plpp3	1	Gene
Pamr1	1	Gene
P2ry2	4	Gene
Nisch	4	Gene
Mylk2	2	Gene
Mybpc1	1	Gene
Mpeg1	1	Gene
Map3k7	1	Gene
Mall	1	Gene
Lrch1	1	Gene
Ldb3	1	Gene
Ky	4	Gene
Kcnn3	3	Gene
Kcnc1	3	Gene
Impa2	1	Gene
Hspb6	1	Gene
Herc1	4	Gene
Gigyf2	3	Gene
Gdap1	2	Gene
Gabrd	3	Gene
Dnajc5	2	Gene
Dmd	2	Gene
Ddx50	1	Gene
Dcx	4	Gene
Csrnp3	1	Gene
Chrne	4	Gene
Casq1	3	Gene
Camta1	3	Gene
Cacna2d1	3	Gene
Atp1b2	2	Gene
Aqp4	3	Gene
Wnt7b	4	Gene
Ubr7	2	Gene
Swap70	4	Gene
Ss18	4	Gene
Smc5	2	Gene
Smarca2	2	Gene
Rnf40	2	Gene
Recql	2	Gene
Pls3	2	Gene
Phf20	2	Gene
Pde3b	2	Gene
Kif2c	4	Gene
Jade2	2	Gene
Ivns1abp	3	Gene
Itgb1bp1	3	Gene
Fjx1	2	Gene
Eif5b	2	Gene
Ect2	4	Gene
Dpy19l1	2	Gene
Bub3	2	Gene
Ap4s1	2	Gene
Vcp	4	Gene
Tmem109	1	Gene
Tesc	3	Gene
St5	1	Gene
Sox9	3	Gene
Sort1	3	Gene
Smpd3	2	Gene
Slc3a2	4	Gene
Ring1	1	Gene
Rhoc	4	Gene
Rab20	1	Gene
Psmc6	1	Gene
Prdx4	1	Gene
Plcd1	1	Gene
Plagl1	2	Gene
Peg3	2	Gene
Nrn1	4	Gene
Nras	2	Gene
Nr3c1	2	Gene
Nfyb	1	Gene
Nfkb1	4	Gene
Minos1-Nbl1/Nbl1	4	Gene
Lbh	1	Gene
Lamb3	3	Gene
Kif22	1	Gene
Gba	3	Gene
Ero1a	1	Gene
Eif5	1	Gene
Efemp1	1	Gene
Ddah1	1	Gene
Cxadr	4	Gene
Ctnnd2	4	Gene
Clns1a	1	Gene
Arpp19	3	Gene
Abcc5	1	Gene
Stam2	1	Gene
Pomc	4	Gene
Hnrnpd	1	Gene
Gria1	2	Gene
Zc3hav1	1	Gene
Ifit1	1	Gene
Znf24	3	Gene
Znf175	3	Gene
Zeb2	4	Gene
Yes1	2	Gene
Wnt9a	1	Gene
Wnt7a	4	Gene
Wdr63	3	Gene
Vrk1	2	Gene
Vldlr	2	Gene
Vim	2	Gene
Vegfb	4	Gene
Vcan	3	Gene
Vasn	3	Gene
Usp9x	2	Gene
Usp48	3	Gene
Uqcrq	3	Gene
Ung	2	Gene
Unc5b	4	Gene
Ucp3	1	Gene
Ube2d1	3	Gene
Ube2b	1	Gene
Ubc	3	Gene
Txnrd3	3	Gene
Txn2	3	Gene
Tubb	4	Gene
Tspo	3	Gene
Tspan6	3	Gene
Trpv1	4	Gene
Trio	2	Gene
Tpx2	4	Gene
Tpm1	4	Gene
Tnfrsf1a	3	Gene
Tnfaip8	3	Gene
Tnfaip2	4	Gene
Tnc	4	Gene
Tmod4	1	Gene
Tln1	4	Gene
Tkt	2	Gene
Timp3	2	Gene
Timp2	3	Gene
Timm9	3	Gene
Timm44	3	Gene
Timm10	3	Gene
Tfrc	4	Gene
Tfam	2	Gene
Tet2	1	Gene
Tcap	1	Gene
Tbl1x	3	Gene
Tank	1	Gene
Taldo1	3	Gene
Sulf2	4	Gene
St14	3	Gene
Sspn	3	Gene
Srf	4	Gene
Sphk2	2	Gene
Sp7	3	Gene
Son	4	Gene
Smc4	3	Gene
Smc3	3	Gene
Smarcb1	2	Gene
Slc5a3	2	Gene
Slc2a9	3	Gene
Slc2a6	3	Gene
Slc2a12	3	Gene
Slc16a1	3	Gene
Siva1	1	Gene
Sirt5	3	Gene
Sirt1	2	Gene
Sgtb	3	Gene
Sgpl1	1	Gene
Sfpq	3	Gene
Serpinh1	1	Gene
Serpinb6	3	Gene
Serpinb5	1	Gene
Sema6a	4	Gene
Sec62	3	Gene
Sec61a1	3	Gene
Sdhb	3	Gene
Sdha	3	Gene
Sctr	3	Gene
Samm50	3	Gene
Rrm2b	1	Gene
Rpsa	3	Gene
Rps6kb1	4	Gene
Rps6ka1	4	Gene
Rps20	3	Gene
Rprm	3	Gene
Rhob	4	Gene
Rgs12	3	Gene
Recql4	1	Gene
Rbbp6	1	Gene
Raf1	4	Gene
Rad50	1	Gene
Rad23a	1	Gene
Qdpr	1	Gene
Pycard	1	Gene
Pvt1	3	Gene
Ptprv	3	Gene
Ptprn	3	Gene
Ptpn12	1	Gene
Ptn	1	Gene
Ptk2	3	Gene
Ptchd4	3	Gene
Psrc1	4	Gene
Prkce	4	Gene
Prkab1	1	Gene
Prelid1	3	Gene
Prdx6	3	Gene
Ppt1	2	Gene
Ppp4r2	3	Gene
Ppp2ca	4	Gene
Ppp1r17	3	Gene
Ppm1a	1	Gene
Ppic	3	Gene
Pmm1	3	Gene
Pla2g16	1	Gene
Pkm	3	Gene
Pik3r3	3	Gene
Pik3r1	4	Gene
Pik3cb	1	Gene
Phlda1	3	Gene
Phkg1	1	Gene
Phgdh	2	Gene
Pgr	3	Gene
Pfkp	3	Gene
Pex2	2	Gene
Pdss1	3	Gene
Pdhb	2	Gene
Pdgfra	4	Gene
Pde4b	3	Gene
Pcnx2	3	Gene
Pcdh7	3	Gene
Pawr	1	Gene
Parp2	1	Gene
Pard6b	4	Gene
Pank1	3	Gene
Palld	4	Gene
Pak3	4	Gene
Pak1	4	Gene
Padi2	1	Gene
Pacsin1	4	Gene
P4ha1	3	Gene
P2rx4	3	Gene
Nup153	3	Gene
Nrarp	1	Gene
Nr6a1	2	Gene
Nos1	4	Gene
Nkd1	1	Gene
Nid2	3	Gene
Nfs1	3	Gene
Nfkbia	4	Gene
Nfatc2ip	3	Gene
Neo1	2	Gene
Nectin3	4	Gene
Ndufa4l2	3	Gene
Ndrg2	3	Gene
Ndrg1	3	Gene
Nab1	3	Gene
Myo5a	4	Gene
Myl2	4	Gene
Mvp	3	Gene
Msrb1	3	Gene
Mrps2	3	Gene
Mrpl34	3	Gene
Mrpl30	3	Gene
Mrpl15	3	Gene
Mrpl12	3	Gene
Mpv17l	3	Gene
Mpdz	3	Gene
Mmp2	1	Gene
Mir17hg	4	Gene
Micall1	4	Gene
Met	4	Gene
Mef2a	4	Gene
Med13l	2	Gene
Mdm4	2	Gene
Map4	4	Gene
Map2k7	4	Gene
Lpp	3	Gene
Lox	4	Gene
Limk2	4	Gene
Lima1	4	Gene
Lif	2	Gene
Ldha	3	Gene
Lats2	2	Gene
Lasp1	4	Gene
Kmt2d	2	Gene
Kctd11	3	Gene
Kcnk3	2	Gene
Itgav	1	Gene
Insyn2	3	Gene
Ing3	3	Gene
Il27ra	1	Gene
Ikbip	3	Gene
Igfbp2	2	Gene
Igf1r	2	Gene
Hspg2	2	Gene
Hs3st1	1	Gene
Hmmr	4	Gene
Hist1h2bd	3	Gene
Hdac2	2	Gene
Hcn2	3	Gene
H2afy2	1	Gene
Gpx1	1	Gene
Gprc5c	3	Gene
Gpr85	2	Gene
Gpr61	3	Gene
Gpr4	1	Gene
Gpr19	3	Gene
Gpr179	1	Gene
Gpr176	2	Gene
Gpr162	3	Gene
Gpd1	3	Gene
Golga4	4	Gene
Gna13	4	Gene
Gas1	2	Gene
Gadd45a	3	Gene
Fubp1	2	Gene
Fstl1	2	Gene
Foxo3	2	Gene
Fmo1	3	Gene
Flrt2	4	Gene
Fkbp5	3	Gene
Fkbp3	3	Gene
Fgf7	4	Gene
Fgf13	3	Gene
Fermt2	1	Gene
Fen1	2	Gene
Fdxr	1	Gene
Fat1	4	Gene
Fam83d	3	Gene
Fam3c	3	Gene
F2r	4	Gene
Eya4	3	Gene
Esrrb	1	Gene
Ercc3	2	Gene
Ercc1	3	Gene
Eps8	4	Gene
Ensa	3	Gene
Egfl6	3	Gene
Ednra	4	Gene
Eda2r	1	Gene
Ecpas	3	Gene
Ech1	3	Gene
Dpp4	1	Gene
Dnmt3a	2	Gene
Dnm1l	4	Gene
Dnajc12	3	Gene
Dnajb5	3	Gene
Dnajb4	1	Gene
Dnaja4	3	Gene
Dlgap1	2	Gene
Dicer1	4	Gene
Ddx5	1	Gene
Ddit4l	3	Gene
Ddias	3	Gene
Dbp	3	Gene
Dbf4	3	Gene
Cyp26b1	3	Gene
Cyfip2	3	Gene
Csnk1d	4	Gene
Csmd3	4	Gene
Csf1	4	Gene
Cs	1	Gene
Cpt1c	4	Gene
Cp	2	Gene
Cox8b	3	Gene
Cox10	3	Gene
Coq3	3	Gene
Col4a1	4	Gene
Col3a1	2	Gene
Col1a2	1	Gene
Col14a1	3	Gene
Cnn1	1	Gene
Ckap2	4	Gene
Cited2	3	Gene
Cisd1	3	Gene
Chuk	2	Gene
Chek2	1	Gene
Cgref1	3	Gene
Cers6	2	Gene
Cep164	4	Gene
Cebpa	2	Gene
Cdk7	3	Gene
Cdh10	4	Gene
Cdc42bpa	4	Gene
Cdc42	4	Gene
Cd47	2	Gene
Cd44	4	Gene
Ccnl1	3	Gene
Cav2	2	Gene
Cat	2	Gene
Casp3	2	Gene
Cand1	3	Gene
C9orf116	3	Gene
Brca1	2	Gene
Bmf	3	Gene
Bid	2	Gene
Bicd2	2	Gene
Bdnf	1	Gene
Bad	2	Gene
Atp5s	3	Gene
Atp5mc1	4	Gene
Atg7	2	Gene
Asxl1	1	Gene
Astn2	3	Gene
Asl	3	Gene
Arhgef2	4	Gene
Arhgap5	4	Gene
Apex1	4	Gene
Apbb2	2	Gene
Ank1	3	Gene
Ak4	3	Gene
Ak3	3	Gene
Aifm2	1	Gene
Adra1a	3	Gene
Add3	3	Gene
Adamtsl4	3	Gene
Adam12	1	Gene
Ada	3	Gene
Acss1	1	Gene
Acsl6	2	Gene
Acp2	3	Gene
Acot11	3	Gene
Aco1	3	Gene
Abcb4	1	Gene
Abat	3	Gene
Steap2	1	Gene
Stat5a	4	Gene
Ptgs1	3	Gene
Pcyt2	1	Gene
Lpcat3	1	Gene
Lipg	1	Gene
Usp25	1	Gene
Tpst1	1	Gene
Tdrd7	1	Gene
Parp14	1	Gene
Oasl2	1	Gene
Nt5c3a	1	Gene
Il33	1	Gene
Helz2	1	Gene
Yif1a	1	Gene
Vps25	1	Gene
Tubb2a	2	Gene
Trim11	1	Gene
Sesn1	1	Gene
Sardh	1	Gene
Pqlc3	3	Gene
Phlda3	1	Gene
P3h4	1	Gene
Nsg1	4	Gene
Nqo1	2	Gene
Nol3	3	Gene
Ncam1	2	Gene
Mest	1	Gene
Lbp	1	Gene
Irx3	2	Gene
Il13ra1	1	Gene
Ifi27	1	Gene
Fndc3a	1	Gene
Fhl1	1	Gene
Fbln2	1	Gene
Exoc4	4	Gene
Ercc5	1	Gene
Cyhr1	1	Gene
Cxxc5	1	Gene
Arxes1/Arxes2	1	Gene
Anxa4	3	Gene
Ak1	3	Gene
Adcy2	3	Gene
Zwint	1	Gene
Znf703	4	Gene
Wsb2	3	Gene
Wnt5b	2	Gene
Wnt5a	4	Gene
Uqcr10	3	Gene
Top1	3	Gene
Tns4	1	Gene
Thy1	4	Gene
Tgif1	2	Gene
St3gal6	1	Gene
Spock1	1	Gene
Sowahc	1	Gene
Smc2	1	Gene
Serpini1	3	Gene
Scg5	2	Gene
Rhod	4	Gene
Rad51ap1	3	Gene
Ptges	4	Gene
Ppp2r2b	3	Gene
Porcn	1	Gene
Polr3h	1	Gene
Polr3e	3	Gene
Polr3d	1	Gene
Polr3a	1	Gene
Polr2e	1	Gene
Polr2a	1	Gene
Poli	1	Gene
Pold3	1	Gene
Pmepa1	3	Gene
Pink1	2	Gene
Pik3cd	4	Gene
Pde8a	1	Gene
Paics	1	Gene
Orc2	3	Gene
Orc1	1	Gene
Nrp1	4	Gene
Npnt	3	Gene
Notch4	1	Gene
Ndufab1	1	Gene
Ndrg4	2	Gene
Myo10	4	Gene
Mybl2	2	Gene
Mybl1	1	Gene
Mmp14	1	Gene
Mmp11	1	Gene
Mlxip	1	Gene
Mfap2	1	Gene
Mcm6	3	Gene
Mcm5	3	Gene
Mccc1	1	Gene
Marcks	2	Gene
Maoa	2	Gene
Maf	2	Gene
Lxn	1	Gene
Ltbp3	1	Gene
Lmo4	2	Gene
Lamp2	3	Gene
Kit	1	Gene
Jun	4	Gene
Jam2	1	Gene
Jak1	1	Gene
Itpr2	1	Gene
Itgb3	4	Gene
Itga6	2	Gene
Itga5	2	Gene
Il6st	2	Gene
Il25	1	Gene
Il17b	1	Gene
Igfbp5	3	Gene
Htra1	1	Gene
Homer2	1	Gene
Heyl	1	Gene
Hey1	2	Gene
Hbegf	2	Gene
Gstz1	1	Gene
Gja1	2	Gene
Gins4	1	Gene
Ghr	2	Gene
Galnt3	3	Gene
Frrs1	1	Gene
Etv6	1	Gene
Etv4	4	Gene
Ephx2	3	Gene
Elf5	2	Gene
Edn1	4	Gene
E2f1	2	Gene
Dzip3	1	Gene
Dusp6	3	Gene
Dusp18	1	Gene
Dtx1	1	Gene
Derl1	1	Gene
Decr1	3	Gene
Dap	1	Gene
Commd3-Bmi1	2	Gene
Col7a1	1	Gene
Col5a1	1	Gene
Col1a1	2	Gene
Cntd1	1	Gene
Cks1b	1	Gene
Chst10	2	Gene
Chd7	1	Gene
Chd1l	1	Gene
Cenpe	4	Gene
Cenpa	1	Gene
Cdca5	1	Gene
Cdca3	2	Gene
Cdca2	1	Gene
Cdc7	1	Gene
Cdc45	1	Gene
Cdc42se1	1	Gene
Cdc42ep2	4	Gene
Cdc40	1	Gene
Cdc27	1	Gene
Cdc25c	3	Gene
Cdc25b	4	Gene
Cdc23	3	Gene
Cdc20	4	Gene
Cdc14b	1	Gene
Ccnd3	1	Gene
Cadm1	4	Gene
Bmp7	4	Gene
Birc3	1	Gene
Bhlhe40	3	Gene
Bcat2	1	Gene
Atp1b3	1	Gene
Ar	4	Gene
Aplp2	2	Gene
Adamts5	1	Gene
Adam8	1	Gene
Abracl	1	Gene
Abhd5	1	Gene
Zdhhc9	2	Gene
Ypel2	1	Gene
Ugt8	2	Gene
Txndc16	1	Gene
Tspan2	1	Gene
Trim59	1	Gene
Tppp	4	Gene
Tmem63a	1	Gene
Tmem182	1	Gene
Tmem141	1	Gene
Tmem125	1	Gene
Stk39	1	Gene
Stk17b	1	Gene
Srd5a1	3	Gene
Sox10	2	Gene
Snx30	1	Gene
Snap23	1	Gene
Smim15	1	Gene
Smad7	4	Gene
Slc44a1	1	Gene
Slc22a23	1	Gene
Slc1a2	2	Gene
Sh3gl3	2	Gene
Sema4d	4	Gene
Sdc2	4	Gene
Rock1	4	Gene
Rhog	4	Gene
Reep3	4	Gene
Rasgef1b	1	Gene
Rab33a	4	Gene
Qki	3	Gene
Ptpdc1	4	Gene
Prrg1	1	Gene
Prickle1	3	Gene
Ppp1r16b	1	Gene
Ppp1r14a	2	Gene
Plp1	2	Gene
Plekhh1	1	Gene
Pip4k2a	1	Gene
Piga	3	Gene
Phactr4	4	Gene
Pex5l	2	Gene
Otud7b	1	Gene
Opalin	1	Gene
Olig2	2	Gene
Npc2	1	Gene
Nkx6-2	3	Gene
Nkain2	1	Gene
Nkain1	1	Gene
Ninj2	4	Gene
Nfasc	2	Gene
Mmp7	1	Gene
Mcam	1	Gene
Mal	2	Gene
Ldlrap1	4	Gene
Il1rap	4	Gene
